hhid,weight
HID100022,74.29267624
HID100123,191.6228202
HID100505,149.9993337
HID100568,130.4994827
HID100622,83.07834779
HID100703,54.62966326
HID100709,113.8399618
HID100767,80.61560609
HID100830,122.1167035
HID100960,201.9891149
HID101040,49.55450255
HID101076,200.771626
HID101086,43.21669829
HID101130,132.2376878
HID101147,143.2230291
HID101152,110.9245481
HID101200,146.258876
HID101213,59.52168448
HID101260,75.14596775
HID101624,230.0012868
HID101636,164.2196521
HID101774,159.0171884
HID101937,110.84961
HID102011,166.4545144
HID102100,69.59612071
HID102181,176.8161654
HID102229,122.5177989
HID102441,240.5536146
HID102496,190.5928581
HID102562,64.51406802
HID102779,168.0589051
HID102839,96.38224422346759
HID102877,83.60122193
HID102931,131.1385902
HID103006,139.3123735
HID103057,235.1770566
HID103066,59.20197638
HID103140,148.1574412
HID103196,116.2645413
HID103225,182.6123118
HID103340,98.44696737467849
HID103410,60.67431834
HID103416,139.6731657
HID103572,157.1699248
HID103647,195.0629117
HID103775,186.0255296
HID103871,122.202559
HID103915,75.75551005
HID103986,106.4707104
HID103990,157.1699248
HID104034,145.4826886
HID104238,94.94445578846231
HID104328,96.79113316
HID104349,143.6896444
HID104451,93.79582383
HID104495,108.5053856
HID104497,191.7646711
HID104607,244.2592495
HID104779,200.6767374
HID104786,60.00678264
HID104920,128.8922825
HID104929,139.2104202
HID105113,168.7350476
HID105181,67.85972356
HID105281,133.3037725
HID105463,108.1096024
HID105557,93.34119456
HID105612,109.5567246
HID105858,204.2239473
HID105861,57.82956361
HID105878,78.32460199571631
HID105943,69.89074755
HID105944,111.3823093
HID105976,142.8377763
HID106020,162.1515958
HID106089,49.225835
HID106192,154.9946908
HID106199,32.92905555
HID106297,136.0608418
HID106338,79.58420649169349
HID106354,113.5211613
HID106381,54.62966326
HID106472,212.7068208
HID106720,50.46725855
HID106741,146.3659231
HID106763,198.1675087
HID106833,200.1391475
HID106842,189.5197201
HID107036,90.85247173605779
HID107054,200.9800576
HID107178,255.9783693
HID107233,222.9193433
HID107298,72.58204049289481
HID107333,211.0496571
HID107374,98.06988548523231
HID107433,137.3924482
HID107458,32.46107547
HID107544,235.0099238
HID107683,106.3638826
HID107789,129.2014656
HID107794,143.1861754
HID107830,20.81301935
HID107954,244.2592495
HID108190,108.2598049
HID108223,88.82483443
HID108301,112.7346121
HID108322,137.8760829
HID108329,92.23698047
HID108487,419.9542495
HID108666,136.0608418
HID108823,208.4812356
HID108825,189.8997639
HID108830,153.3854393
HID108879,54.66143657
HID108915,262.026945
HID108977,73.48356817
HID109004,151.4403129
HID109018,150.2327041
HID109028,75.3121173
HID109256,150.1578545
HID109257,178.0893273
HID109458,115.157738
HID109658,102.0534519
HID109748,172.9852299
HID109761,172.8381651
HID109937,107.7471413
HID109947,36.03179331
HID109975,167.5921137
HID110056,79.88881631610749
HID110113,73.70527084
HID110309,137.8760829
HID110378,73.48356817
HID110388,111.1420524
HID110491,147.7310485
HID110587,138.7132605
HID110619,193.1217041
HID110713,74.81859309795939
HID110928,212.1170507
HID110989,114.7592735
HID111085,213.6942893
HID111159,276.0694496
HID111180,180.8740843
HID111186,23.02240905
HID111523,119.4307985
HID111575,158.6229908
HID111586,29.8486185
HID111662,105.9268224
HID111726,178.4999485
HID111789,178.1057028
HID111850,152.4212327
HID111866,83.37202636182759
HID111879,102.5850919
HID111887,59.20197638
HID111919,185.8810977
HID111925,110
HID112103,43.90977694
HID112120,43.15733363
HID112239,145.9982666
HID112311,92.23698047
HID112337,189.5197201
HID112407,129.2014656
HID112659,89.56453109
HID112680,153.3854393
HID112704,133.486918
HID112759,200.771626
HID112777,227.2459591
HID112791,134.829995
HID112863,133.3037725
HID112887,25.0013957
HID112889,155.3406286
HID112894,202.1195845
HID113294,133.9481144
HID113423,189.8997639
HID113435,221.6426523
HID113504,141.6464297
HID113609,152.262549
HID113648,167.8745933
HID113672,83.48680351
HID113809,91.37637858316251
HID113897,149.9993337
HID113917,93.14114727
HID113940,120.6379896
HID113941,180.6755714
HID113953,68.18780532
HID113982,250.6589318
HID114049,80.95363678198839
HID114062,180.8740843
HID114330,79.33685027
HID114358,57.92033401
HID114430,101.050101
HID114473,29.3967388
HID114648,148.5211922
HID114696,256.6028078
HID114776,64.13917685
HID115211,244.8658681
HID115229,86.86340466
HID115231,151.6684416
HID115233,52.97181367
HID115254,126.9861699
HID115447,139.8469045
HID115466,178.8386573
HID115589,70.71823356
HID115624,204.7703797
HID115693,110.0845697
HID115723,265.073663
HID115993,101.1243405
HID116013,68.90744832
HID116062,107.7592477
HID116138,97.44729415
HID116154,152.262549
HID116252,126.6264495
HID116291,50.7777326
HID116508,67.70047451
HID116686,120.5127872
HID116727,122.4912714
HID116742,193.1217041
HID116940,178.046902
HID116999,116.9065561
HID117332,197.3869549
HID117496,44.74726663
HID117571,108.1096024
HID117583,121.6695247
HID117645,151.3709706
HID117661,490.0711954
HID117737,232.5817414
HID117739,285.9244932
HID117762,181.9616713
HID117917,77.86954889
HID118098,148.2334809
HID118239,146.5397589
HID118274,59.20197638
HID118295,105.6189848
HID118345,101.192046
HID118450,274.9039814
HID118559,207.605577
HID118706,181.820695
HID118765,190.3992518
HID118955,105.6189848
HID119020,45.18727038
HID119047,37.89637562
HID119075,65.13895988
HID119164,57.87682547
HID119175,160.4196128
HID119193,202.0800713
HID119211,24.59139404
HID119310,95.96386815069189
HID119629,215.7530291
HID119754,87.91569601
