hhid,weight
HID119789,179.017195
HID119834,60.91936717
HID119952,50.52906806
HID119987,92.70184392
HID120275,132.3131684
HID120319,221.7694278
HID120393,73.48356817
HID120588,165.2559745
HID120639,67.27497316
HID120777,74.53741235234909
HID120868,145.3269665
HID120917,129.1571898
HID121044,274.121283
HID121087,170.7591856
HID121148,184.1272119
HID121157,117.8460266
HID121249,181.9616713
HID121390,232.6294871
HID121420,157.9984078
HID121498,41.08092215
HID121529,239.9410807
HID121576,102.8351187
HID121641,28.88337221
HID121646,150.6481198
HID121731,170.2911534
HID121747,173.0257623
HID121938,132.4176336
HID121965,178.0893273
HID122000,108.3687574
HID122009,198.0371353
HID122041,25.60702942
HID122177,74.00587418974619
HID122206,187.4899935
HID122284,147.7950628
HID122524,168.7350476
HID122625,248.4261796
HID122640,147.4944395
HID122642,214.4465555
HID122780,351.0843762
HID122860,94.94445578846231
HID122897,144.1228799
HID123076,248.9912771
HID123113,119.5586605
HID123310,89.29848802424929
HID123378,122.202559
HID123549,127.751127
HID123603,193.6851874
HID123641,171.5986392
HID123645,123.8349491
HID123650,152.921795
HID123684,158.5910721
HID123782,278.6536069
HID123950,90.02744941923009
HID124206,256.6028078
HID124291,336.1962923
HID124300,180.3852291
HID124374,115.157738
HID124711,233.1411796
HID124719,121.9492274
HID124741,480.9361426
HID124746,198.1675087
HID124774,83.63114298419021
HID124859,180.7454135
HID125041,227.7966372
HID125146,284.5986427
HID125199,169.9315229
HID125228,121.9492274
HID125229,157.1971317
HID125283,184.1520629
HID125414,192.3876054
HID125542,53.54850846
HID125588,319.2420947
HID125768,151.6118378
HID125818,167.2306145
HID125985,135.2909672
HID126016,180.2535854
HID126107,32.25048656
HID126131,102.6434469
HID126208,44.74726663
HID126250,61.58161038
HID126360,178.8722513
HID126399,278.6536069
HID126605,133.486918
HID126617,155.9312671
HID126622,107.7471413
HID126771,23.02240905
HID126789,64.97792798
HID126797,126.5271105
HID126842,84.35210111
HID126852,53.70678561
HID126885,203.2780181
HID127369,136.8472804
HID127497,112.2311783
HID127505,75.51473856
HID127531,202.6539485
HID127743,166.6349338
HID127758,36.26046769
HID127963,188.230336
HID127983,162.2870851
HID128059,226.165196
HID128105,148.8750414
HID128167,317.2540542
HID128225,145.4826886
HID128235,77.86954889
HID128321,355.4932307
HID128324,80.09910793
HID128344,347.9786096
HID128395,184.691292
HID128529,184.1272119
HID128614,202.0800713
HID128663,133.9481144
HID128773,110.9245481
HID129085,202.1195845
HID129229,83.25369057073929
HID129388,90.49494448
HID129456,72.01176074
HID129673,182.6123118
HID129705,59.62962322
HID129722,142.9171413
HID129755,81.44555399551921
HID129769,143.6896444
HID129993,101.6176347
HID130005,123.6054757
HID130073,168.7350476
HID130103,190.5928581
HID130165,67.94541864
HID130530,105.8218082
HID130541,63.42099858
HID130572,68.31786295
HID130589,78.87338599
HID130781,166.0158749
HID130829,273.4732224
HID130830,232.9580579
HID130872,167.390774
HID130882,132.7494592
HID130916,80.95363678198839
HID130924,70.56187893933431
HID131015,123.2707613
HID131099,30.82327615
HID131272,86.86340466
HID131428,111.3823093
HID131534,126.5254482
HID131596,214.635514
HID131605,145.7311811
HID131638,270.0694544
HID131678,190.5928581
HID131833,161.4124398
HID131851,66.27708355443499
HID131853,38.69135473
HID131917,186.0255296
HID131951,221.7694278
HID132011,46.75207248
HID132131,110.9245481
HID132171,154.2389095
HID132217,200.2782218
HID132475,87.14922712
HID132606,336.1962923
HID132619,145.501314
HID133327,88.36886783
HID133352,49.10961894
HID133380,235.6873682
HID133773,241.3523822
HID133778,154.0848994
HID133877,40.22926164
HID133951,179.017195
HID134333,55.25553434
HID134379,150.6481198
HID134380,129.7212767
HID134524,55.25553434
HID134529,113.8399618
HID134559,47.38034445
HID134618,154.954773
HID134729,63.42099858
HID134746,181.5343282
HID134793,254.5647599
HID134855,114.3808954
HID134879,61.35465789
HID134881,419.9542495
HID135113,167.7884382
HID135272,227.9363731
HID135347,47.29300555
HID135375,196.3603476
HID135385,212.7068208
HID135391,83.44841
HID135500,130.4544883
HID135824,282.1772513
HID135845,143.3034038
HID135899,24.59139404
HID136070,147.7950628
HID136154,162.2870851
HID136188,141.3286058
HID136324,94.14587571296499
HID136423,189.5197201
HID136544,299.6368394
HID136546,83.25369057073929
HID136853,28.36453008
HID136917,490.0711954
HID136996,132.5490629
HID137021,84.35210111
HID137022,62.26588509
HID137028,83.37202636182759
HID137041,239.7101223
HID137062,281.0992279
HID137117,150.1578545
HID137192,147.5210843
HID137198,65.07874045
HID137244,153.6576069
HID137252,56.96189834
HID137337,49.10961894
HID137453,173.0257623
HID137475,122.7503198
HID137717,135.2652719
HID137961,167.2306145
HID138162,103.0076065
HID138193,74.53741235234931
HID138279,155.2555632
HID138308,106.4589962
HID138347,176.1845854
HID138475,97.58007847
HID138554,147.7950628
HID138766,78.32460199571631
HID138816,242.5211321
HID139251,80.89947242
HID139274,167.7884382
HID139387,93.320458
HID139410,196.0968946
HID139436,110.8529554
HID139510,178.4999485
HID139845,93.320458
HID139946,122.7835906
HID140075,79.77302892
HID140081,50.52906806
HID140102,104.1954784
HID140105,108.939295
HID140164,128.8922825
HID140453,118.6064447
HID140587,146.0898495
HID140638,33.83803848
HID140709,206.9622562
HID140724,227.8846198
HID140839,228.8084829
HID140864,202.1789967
HID140971,268.2943925
HID141061,188.1134622
HID141140,97.5417197
HID141187,213.3638526
HID141272,250.8474874
HID141277,131.1385902
HID141619,101.7913968
HID141668,110.9245481
HID141670,132.2376878
HID141777,196.3603476
HID141885,100.2056067
HID141937,144.331116
HID141943,160.2661122
HID141953,140.3670688
HID142005,112.6311468
HID142041,243.4614035
HID142058,126.3011693
HID142123,235.1956799
HID142243,72.68434072207241
HID142446,200.1391475
HID142502,106.4707104
HID142607,57.70943614
HID142612,45.18727038
HID142764,90.33990315
HID142821,89.89546453
HID142832,92.70184392
HID142909,100.5731541
HID142935,180.8131087
HID142942,23.02240905
HID143111,167.390774
HID143204,146.1783188
HID143407,105.8901503
HID143441,112.2311783
HID143454,161.1038642
HID143530,163.3256702
HID143727,118.595464
HID143806,232.9580579
HID143903,226.9395744
HID143967,147.7240295
HID144084,173.0257623
HID144178,169.7232076
HID144204,156.7208302
HID144231,122.7503198
HID144311,219.5572737
HID144312,42.20875062
HID144337,117.7858723
HID144395,85.32410089555199
HID144429,68.90744832
HID144449,60.67431834
HID144470,61.06243475
HID144483,96.28641331634481
HID144548,171.0621376
HID144559,54.19021729
HID144718,90.85247173605779
HID144806,181.4831924
HID144889,95.29407359344211
HID144929,102.4115342
HID144997,97.76831711003121
HID145179,274.9039814
HID145288,102.8351187
HID145290,111.8351922
HID145537,198.5178852
HID145566,70.48413559
HID145627,159.0171884
HID145674,70.23392882
HID145749,50.12304726
HID145758,164.4511504
HID145877,87.91569601
HID145880,151.6684416
HID146050,147.2806182
HID146098,82.4154347
HID146099,58.35319309
HID146205,85.93085697
HID146275,35.18411614
HID146905,161.4124398
HID146958,27.88442836
HID147019,92.51844204
HID147032,310.5067521
HID147084,123.6054757
HID147223,72.68434072207231
HID147304,281.0992279
HID147335,181.5343282
HID147340,121.9492274
HID147547,170.2911534
HID147548,147.5210843
HID147602,32.46107547
HID147678,176.7934788
HID147817,107.3591486
HID147880,42.58359847
HID147894,270.9554267
HID147969,27.88442836
HID147989,158.3527103
HID147993,106.3638826
HID148025,509.1773293
HID148052,97.44729415
HID148107,223.2912409
HID148130,394.8440755
HID148135,280.9617092
HID148411,119.4307985
HID148591,31.47466459
HID148677,84.35210111
HID148716,179.7398235
HID148735,94.14587571296499
HID148940,77.86954889
HID149070,73.67357060400769
HID149080,97.58007847
HID149186,22.76989233
HID149238,230
HID149313,159.6953386
HID149369,77.68191942
HID149375,114.3808954
HID149413,124.9593535
HID149498,26.81950776
HID149517,259.2175495
HID149543,64.87563641828559
HID149788,83.63114298419021
HID149792,79.95433126
HID149842,235.6873682
HID150024,111.8351922
HID150113,108.1096024
HID150215,148.991784
HID150555,207.605577
HID150560,101.7913968
HID150579,120.5127872
HID150594,118.4156532
HID150790,73.50024409
HID151035,211.0496571
HID151051,147.268419
HID151202,178.0605117
HID151257,114.5362168
HID151315,138.7132605
HID151389,110
HID151515,248.9912771
HID151590,32.17554372
HID151632,152.921795
HID151670,106.4707104
HID151688,289.9350734
HID151770,90.11894073
HID151785,98.12949386
HID151841,68.23816686
HID151910,168.7350476
HID151956,165.2559745
HID151988,131.752601
HID152011,648.3265982
HID152063,92.32658270522521
HID152188,125.905945
HID152332,29.45207453
HID152376,99.19402285
HID152538,579.6542881
HID152629,50.2103517
HID152639,103.6500307
HID152702,170.2204023
HID152749,120.1329406
HID152824,189.8997639
HID152856,64.17819963547871
HID152977,160.9831737
HID153032,29.8486185
HID153045,53.70678561
HID153079,219.2773984
HID153215,114.2431698
HID153225,133.4826256
HID153229,139.6731657
HID153447,67.36673396852611
HID153489,213.0561162
HID153540,274.9039814
HID153553,207.9762439
HID153642,178.0526582
HID153651,122.5177989
HID153780,62.76612469
HID153936,159.9645271
HID153948,37.37339222
HID153971,145.1118798
HID154262,87.91569601
HID154330,212.1170507
HID154343,162.4121569
HID154354,176.8161654
HID154493,135.5615416
HID154650,188.7313214
HID154701,136.3756106
HID154724,340.6780065
HID154783,63.42099858
HID154888,118.4156532
HID154904,237.3616273
HID155008,83.60122193
HID155174,108.939295
HID155319,79.95433126
HID155372,255.9783693
HID155446,70.32756472
HID155602,207.605577
HID155648,265.1202856
HID155651,112.2705123
HID155656,228.8084829
HID155878,84.84676527
HID156169,152.262549
HID156280,32.91925893
HID156443,67.70047451
HID156528,118.6064447
HID156633,95.93068736
HID156658,180.7454135
HID156663,54.3983255
HID156709,317.3449033
HID156924,148.8750414
HID157013,219.5572737
HID157074,222.0565712
HID157079,69.04580445500279
HID157122,33.64811902
HID157261,161.1465133
HID157319,103.6500307
HID157356,174.0855307
HID157586,88.82483443
HID157647,59.62962322
HID157648,270.9554267
HID157666,308.7605022
HID157750,198.0371353
HID157873,97.44729415
HID157932,26.81950776
HID157938,302.9946122
HID158051,168.3914082
HID158186,88.17444612
HID158213,49.88946109
HID158266,93.34119456
HID158267,118.5329295
HID158305,107.8141844
HID158314,108.3687574
HID158330,74.53741235234909
HID158425,167.7884382
HID158497,110.8898397
HID158558,108.3687574
HID158647,78.9359685
HID158689,193.8429073
HID158727,36.03179331
HID158730,86.86340466
HID158846,101.2495875
HID158860,206.9622562
HID158899,138.0444298
HID158905,169.3828756
HID158968,148.1574412
HID159028,248.0871908
HID159040,80.27477406
HID159116,244.2946927
HID159168,55.25553434
HID159320,100.4465798
HID159486,147.7084807
HID159648,191.5400249
HID159663,219.7540417
HID159780,156.2292247
HID159923,229.2927067
HID159932,168.3221549
HID159948,50.28657705
HID160218,78.87338599
HID160237,35.18411614
HID160390,108.1064886
HID160533,173.7743237
HID160535,188.7313214
HID160581,196.0968946
HID160596,72.54926915314989
HID160675,89.89546453
HID160676,198.0371353
HID160777,176.8853556
HID160994,91.07284138
HID161391,118.4156532
HID161433,182.6123118
HID161497,89.43243137113321
HID161538,120.6379896
HID161561,126.3011693
HID161650,207.0659929
HID161683,194.3297909
HID161707,82.51835978
HID161774,96.79113316
HID161804,202.6666284
HID161850,93.34119456
HID161858,135.6900351
HID161914,190.3992518
HID161924,43.08635276
HID161976,108.0281709
HID161983,87.79055146
HID161984,40.16097215
HID162175,54.78027117
HID162219,269.2038651
HID162391,122.7503198
HID162402,97.68815366
HID162476,226.8671808
HID162520,128.86013
HID162549,97.58007847
HID162719,157.1971317
HID162936,199.2431178
HID163071,53.04707739
HID163080,285.9244932
HID163102,237.4742704
HID163168,145.4826886
HID163218,110.279726
HID163230,196.1264637
HID163584,148.1574412
HID163601,61.39489487
HID163610,160.4196128
HID163760,83.25369057073929
HID163822,142.2323002
HID163977,157.1284629
HID164137,181.7700344
HID164185,102.4306186
HID164230,75.14839531
HID164271,137.8760829
HID164336,25.60702942
HID164413,44.09114835
HID164440,118.5827678
HID164464,244.7504431
HID164577,250.6589318
HID164605,71.29904716
HID164662,70.56187893933431
HID164701,183.0508692
HID164724,102.0534519
HID164851,54.19021729
HID164852,132.3131684
HID164887,354.0127551
HID164943,84.67471427
HID164950,79.33685027
HID165005,214.4465555
HID165186,183.1688034
HID165196,74.13005536107261
HID165290,178.8722513
HID165477,162.4121569
HID165520,242.5211321
HID165599,67.61749343
HID165778,129.7212767
HID165836,89.29848802424929
HID165880,95.29407359344211
HID165890,97.15474559
HID165989,149.2156424
HID166156,225.1869474
HID166168,229.7103619
HID166182,79.58420649169349
HID166271,67.72795918947391
HID166477,126.5254482
HID166481,126.5254482
HID166554,171.5986392
HID166595,139.2104202
HID166614,266.330358
HID166759,218.7958995
HID166875,225.1869474
HID167125,275.0307885
HID167205,188.1637261
HID167309,195.2952678
HID167394,169.9711591
HID167480,152.3383112
HID167495,173.0602832
HID167523,97.5417197
HID167652,58.79661316
HID168079,68.31786295
HID168081,46.83881102
HID168102,70.03496560433371
HID168368,101.192046
HID168510,278.2449279
HID168564,104.4824837
HID168675,116.2645413
HID168702,190.5928581
HID168825,116.2645413
HID168887,88.17444612
HID168940,44.74726663
HID168951,82.92002459
HID169051,80.9576185
HID169218,89.48463409
HID169300,64.13324181
HID169399,176.6232206
HID169417,163.0486864
HID169649,139.2104202
HID169666,173.9901494
HID169856,107.723307
HID170052,62.10865533
HID170065,215.7530291
HID170173,147.7084807
HID170187,201.8330786
HID170190,193.1265375
HID170256,151.4403129
HID170337,96.08760938
HID170375,353.8983471
HID170433,235.1770566
HID170439,80.45852328
HID170463,71.23920037
HID170533,122.0864146
HID170565,141.3286058
HID170579,40.16097215
HID170792,123.6054757
HID170849,89.29848802424929
HID170932,120.6379896
HID170957,75.3121173
HID171155,69.59572192
HID171325,70.03496560433371
HID171442,178.4999485
HID171794,165.1564873
HID171910,212.7068208
HID171933,278.6536069
HID172115,69.52638294
HID172152,88.36886783
HID172331,169.9315229
HID172333,172.0580703
HID172345,117.1744377
HID172471,160.5346084
HID172585,130.7430897
HID172594,280.7762738
HID172657,112.869803
HID172834,135.1058181
HID172852,146.1783188
HID172890,206.5957301
HID172922,86.86340466
HID172942,94.14587571296499
HID172971,24.59139404
HID172981,196.1264637
HID173072,164.1588572
HID173184,274.121283
HID173393,83.63114298419021
HID173413,97.5417197
HID173430,78.22515563
HID173440,65.13895988
HID173580,174.0855307
HID173600,151.6310929
HID173604,97.5417197
HID173737,113.5211613
HID173739,161.6211903
HID173834,50.46725855
HID174117,116.6128038
HID174320,145.2229448
HID174427,119.4342501
HID174566,167.0746617
HID174573,57.63417111
HID174647,103.0076065
HID174677,56.96189834
HID174694,228.8084829
HID174737,83.60122193
HID174751,37.81091528
HID174762,120
HID174764,50.7777326
HID174828,70.48413559
HID174954,151.6118378
HID174979,158.4922495
HID175053,155.9312671
HID175136,75.51473856
HID175251,226.8103233
HID175277,340.6780065
HID175319,188.2165379
HID175344,106.4707104
HID175345,99.19402285
HID175363,58.35319309
HID175558,177.5729371
HID175647,136.0608418
HID175924,202.7635694
HID175958,144.331116
HID176021,105.4851522
HID176064,227.8846198
HID176079,221.6426523
HID176123,96.08760938
HID176199,127.676443
HID176220,191.6136207
HID176280,129.1571898
HID176283,31.09377962
HID176296,127.751127
HID176303,184.6569033
HID176320,75.51473856
HID176322,57.92033401
HID176454,188.7313214
HID176484,98.44696737467849
HID176500,88.61695838
HID176560,64.63398418433179
HID176623,169.7913147
HID176629,127.751127
HID176682,35.32306212
HID176713,58.35319309
HID176841,160.2661122
HID176869,73.17715692939279
HID176962,100.2056067
HID177007,120.1329406
HID177021,79.58420649169349
HID177054,71.45480638
HID177114,106.4707104
HID177183,112.869803
HID177211,153.7682576
HID177246,69.49354108
HID177376,93.34119456
HID177460,50.28657705
HID177589,159.0171884
HID177707,118.6064447
HID177723,97.68815366
HID177820,99.55179184679341
HID177825,96.54534599952549
HID177830,220.9809143
HID177873,202.0800713
HID178029,32.4890511
HID178095,350.281968
HID178137,33.64811902
HID178259,32.40126516
HID178378,419.9542495
HID178473,32.74474785
HID178476,129.4340338
HID178492,121.6695247
HID178727,154.1625615
HID178780,28.13051027
HID178895,221.3544998
HID179067,161.1465133
HID179101,92.5063385
HID179317,79.77302892
HID179445,155.2747606
HID179448,259.2175495
HID179587,217.5940098
HID179597,132.7494592
HID179709,155.7944016
HID179720,241.8941157
HID179728,56.24201331
HID179753,130.4994684
HID179811,134.922728
HID179818,143.3034038
HID179910,197.8572763
HID179948,250.8474874
HID179958,94.94445578846231
HID179965,107.5959187
HID179990,91.07284138
HID180160,41.08092215
HID180166,118.934334
HID180226,150.5493513
HID180586,118.6800289
HID180693,26.81950776
HID180724,190.6332784
HID180805,105.6189848
HID180823,36.26046769
HID180937,32.46107547
HID180961,108.5053856
HID181107,109.5567246
HID181115,70.03496560433371
HID181147,122.3290472
HID181194,272.0597593
HID181202,157.1284629
HID181237,78.32460199571631
HID181412,319.2420947
HID181819,114.2431698
HID181823,111.8351922
HID181850,122.2034957
HID181913,142.6551914
HID182050,126.5271105
HID182123,72.01176074
HID182188,188.230336
HID182224,144.331116
HID182606,81.54231584
HID182652,150.5029307
HID182789,54.97999091
HID182838,95.44474886427879
HID182841,212.7068208
HID182964,63.15821569
HID183060,102.4306186
HID183083,151.6684416
HID183123,138.7132605
HID183156,98.6978923
HID183188,155.9509143
HID183190,54.66143657
HID183292,250.2863605
HID183340,169.6048159
HID183389,161.4124398
HID183444,34.69324593
HID183543,81.67853257
HID183654,136.0608418
HID183687,82.51835978
HID183724,51.04968112
HID183765,252.7697912
HID183898,36.63736328
HID184048,89.01276523
HID184216,63.33369225
HID184219,66.76659607
HID184297,33.94183894
HID184298,85.32410089555199
HID184310,33.94183894
HID184424,141.3286058
HID184457,174.8362103
HID184469,49.30218553
HID184766,256.6028078
HID184933,219.7540417
HID184959,94.14587571296499
HID185020,24.59139404
HID185097,71.45480638
HID185178,182.6123118
HID185255,50.2103517
HID185263,32.46107547
HID185293,21.43413117
HID185522,49.225835
HID185718,68.23816686
HID185723,265.8288621
HID185854,330.5386916
HID186065,49.88946109
HID186068,62.10865533
HID186079,41.08092215
HID186104,69.40921368
HID186105,141.3286058
HID186133,104.4765412
HID186136,153.8728634
HID186183,64.04857072
HID186289,81.54231584
HID186406,254.3953627
HID186438,150.1578545
HID186514,236.3584472
HID186716,111.0088113
HID186840,147.2806182
HID186852,212.9638887
HID186962,142.3451095
HID186983,147.5210843
HID186996,218.2824745
HID187033,223.501085
HID187221,209.2563751
HID187266,77.81378213
HID187345,110.84961
HID187392,118.5329295
HID187395,142.0916046
HID187476,61.58161038
HID187781,33.58948059
HID187851,208.1405907
HID187921,43.08635276
HID188062,149.9229459
HID188143,163.3256702
HID188202,149.4959321
HID188331,308.7605022
HID188499,262.026945
HID188591,67.85972356
HID188609,146.0898495
HID188694,204.2239473
HID188789,242.5211321
HID188797,64.63398418433179
HID188840,52.97181367
HID188955,122.0864146
HID188957,232.9580579
HID188989,183.1508032
HID189097,234.194132
HID189100,114.3808954
HID189109,60.00678264
HID189347,126.3011693
HID189389,70.30234694913671
HID189439,162.4121569
HID189553,21.43413117
HID189591,111.3823093
HID189647,232.5817414
HID189869,72.58204049289481
HID190012,170.2204023
HID190188,183.5182838
HID190193,305.2744352
HID190246,104.4824837
HID190335,222.8415316
HID190372,236.3584472
HID190453,97.620562
HID190468,73.67357060400769
HID190485,109.7419142
HID190493,67.70047451
HID190508,347.9786096
HID190603,113.5748052
HID190684,114.5362168
HID190784,67.94541864
HID190873,108.1096024
HID190927,114.2431698
HID190952,186.4072381
HID191007,190.9235699
HID191054,270.9554267
HID191061,222.0565712
HID191227,171.3019248
HID191413,144.1228799
HID191465,142.2323002
HID191540,183.5182838
HID191573,151.6684416
HID191585,108.3687574
HID191604,55.2031315
HID191783,186.8816853
HID191871,139.6731657
HID191923,196.1211991
HID191955,217.1177484
HID191985,72.01176074
HID192003,102.0534519
HID192191,32.92905555
HID192221,191.5400249
HID192418,176.8853556
HID192555,99.49222183
HID192586,103.9323585
HID192613,95.29407359344211
HID192638,151.3709706
HID192709,184.1272119
HID193050,157.1284629
HID193163,135.9067757
HID193255,89.48463409
HID193365,188.1637261
HID193387,223.3204682
HID193400,152.921795
HID193461,189.5197201
HID193521,60.76887503
HID193672,99.50926679
HID193804,123.5979058
HID193849,95.44474886427879
HID193863,200.08147
HID194199,230.4126232
HID194228,79.58420649169349
HID194236,229.2927067
HID194257,161.1465133
HID194328,116.2645413
HID194405,140.3670688
HID194427,57.92033401
HID194617,92.16206106
HID194680,101.6176347
HID194741,187.4899935
HID194755,52.76507734
HID195021,100.5731541
HID195076,79.77302892
HID195139,87.10951107577939
HID195152,179.5089916
HID195200,130.4994684
HID195508,82.17030921
HID195536,149.9993337
HID195748,151.6118378
HID195756,41.08092215
HID195807,65.90007899
HID195856,509.1773293
HID195912,97.38512733
HID195919,180.8740843
HID196016,220.561961
HID196030,114.6496932
HID196037,213.3638526
HID196078,50.7777326
HID196320,119.5280587
HID196392,87.79055146
HID196402,25.50113045
HID196653,149.9229459
HID196690,220.5806011
HID196869,26.10753674
HID196907,59.73223617
HID196911,190
HID197134,282.2743065
HID197394,193.1217041
HID197588,126.6264495
HID197706,58.04446915
HID197738,70.56187893933431
HID197808,79.95433126
HID198184,23.74813932
HID198229,140.5313831
HID198236,179.017195
HID198245,38.76534506
HID198266,154.0848994
HID198307,106.4707104
HID198354,66.27708355443499
HID198407,174.8362103
HID198489,39.99040911
HID198529,119.4307985
HID198567,89.48463409
HID198635,103.5936191
HID199089,132.7494592
HID199213,46.43116345
HID199278,92.23698047
HID199562,39.36299018
HID199601,281.0992279
HID199652,109.358053
HID200008,199.2431178
HID200107,165.0862655
HID200201,112.5522842
HID200285,232.5817414
HID200309,114.3808954
HID200490,170.7591856
HID200598,133.4826256
HID200810,171.6234444
HID200844,41.14907366
HID200867,208.1405907
HID201005,43.15733363
HID201035,216.6465155
HID201192,269.2038651
HID201243,20.69519158
HID201250,281.0992279
HID201283,39.44543884
HID201416,110.0845697
HID201473,92.15931084
HID201476,87.79055146
HID201498,120.250253
HID201611,270.0694544
HID201644,228.6967549
HID201651,183.1508032
HID201900,39.99040911
HID202260,114.7592735
HID202261,43.10278033
HID202350,148.991784
