hhid,weight
HID172212,144.6625208
HID172235,215.6470607
HID172269,26.17669005
HID172291,185.3084657
HID172308,71.80756141
HID172536,21.53758659
HID172666,268.969678
HID172716,156.7385988
HID172757,227.5973781
HID172824,78.232116
HID172924,187.6844148
HID173025,208.4485191
HID173048,25.82866189
HID173154,138.2013681
HID173281,32.55249994
HID173293,242.6591409
HID173373,222.1948687
HID173405,211.7605208
HID173675,150.4763382
HID173738,59.79185398
HID173869,71.96946069
HID173938,38.6236889
HID173948,78.4628892
HID173995,187.1958331
HID174206,366.2973868
HID174334,172.3482985
HID174341,198.1870675
HID174348,188.526842
HID174405,499.484645
HID174497,160.8715059
HID174536,206.9164274
HID174597,373.9315451
HID174622,211.3252448
HID174662,136.7819355
HID174696,188.6989171
HID174748,140.0624582
HID174812,183.3424614
HID174838,191.3479148
HID174861,116.2086275
HID174945,112.7717514
HID175002,66.43401667
HID175015,124.2035659
HID175068,155.11631
HID175095,81.3811923
HID175108,260.2121368
HID175198,91.91126455
HID175327,48.53574471
HID175334,94.62667688
HID175617,162.2754307
HID175641,248.9288025
HID175656,112.5622003
HID175832,165.1582284
HID176039,75.70319543
HID176095,211.0640912
HID176128,120.2767539
HID176467,173.8060079
HID176579,30.94150281
HID176667,159.4631171
HID176715,209.4543026
HID176751,62.68170006
HID176794,309.5764207
HID176825,284.5195887
HID176902,144.6835346
HID176939,172.3476753
HID176957,116.4857873
HID176968,92.30458175
HID176999,25.9725994
HID177054,306.4527987
HID177081,131.4316265
HID177110,157.9370876
HID177143,284.5195887
HID177181,60.21541646
HID177269,168.8645694
HID177328,206.7300413
HID177386,140.1342544
HID177497,352.3129306
HID177546,137.6895048
HID177588,165.8035598
HID177667,83.19814805
HID177842,90.46775074
HID177949,146.5505203
HID177991,113.9022265
HID178019,86.17598086
HID178129,33.1434075
HID178267,160.2420961
HID178276,78.37237436
HID178374,366.2973868
HID178400,150.0724224
HID178494,122.6642107
HID178504,343.5680729
HID178509,183.6612341
HID178545,222.0297638
HID178682,89.49460654
HID178846,151.5697728
HID178859,54.79636523
HID178908,122.6657721
HID178986,186.377839
HID179116,40.20385492
HID179135,50.33448084
HID179397,93.12090554
HID179417,56.99811916
HID179452,276.3290726
HID179641,187.3735893
HID179800,164.0606539
HID179888,38.08006214
HID179992,137.7361432
HID180001,81.26411279
HID180145,193.8911346
HID180171,156.6455348
HID180288,166.5607354
HID180371,156.4928903
HID180381,122.9423609
HID180538,41.56732503
HID180748,112.8416844
HID180778,53.56901313
HID180810,249.5449577
HID180882,143.2300927
HID180887,45.08334702
HID181003,147.040117
HID181088,29.41281076
HID181105,57.10520081
HID181111,24.84129054
HID181195,134.3627656
HID181203,97.902937
HID181212,171.9843435
HID181234,72.73164625
HID181259,179.9071064
HID181366,34.64448616
HID181431,356.9861624
HID181458,176.4501361
HID181674,29.20613622
HID181753,243.2928618
HID181816,104.4625881
HID181842,117.5899127
HID181889,152.3346124
HID181948,134.5130832
HID181997,210.1578819
HID182046,30.64188841
HID182081,97.21543956
HID182128,174.0160414
HID182143,247.3689418
HID182156,149.8530673
HID182284,328.9842158
HID182291,67.93211487
HID182437,97.35674746
HID182458,62.62136822
HID182484,131.0958678
HID182517,29.75641219
HID182580,189.8763493
HID182668,130.0225805
HID182782,33.88440783
HID182802,278.4087897
HID182813,93.90288185
HID182886,87.34702453
HID182953,194.5060874
HID183088,31.23466089
HID183090,126.8144452
HID183202,197.9684923
HID183282,126.6597843
HID183594,58.02566255
HID183717,248.9288025
HID183809,66.84248655
HID183867,33.02432114
HID183946,59.79185398
HID184332,181.531087
HID184334,146.2394931
HID184341,31.28073579
HID184508,125.6808559
HID184557,99.93196756
HID184558,162.3430818
HID184647,179.3633428
HID184654,162.1053762
HID184672,131.5438479
HID184684,179.3633428
HID184716,342.765985
HID184756,38.79038186
HID184803,145.0334592
HID184849,124.7258099
HID184874,219.2218635
HID185027,211.1238065
HID185080,135.983627
HID185128,259.2674541
HID185157,116.2086275
HID185168,127.9503143
HID185457,172.6264261
HID185478,96.74232712
HID185517,162.7456353
HID185591,180.3830284
HID185593,130.3641507
HID185734,45.57638523
HID185973,34.53661075
HID186014,183.8474893
HID186019,44.44049178
HID186050,162.8255347
HID186097,125.3958863
HID186155,199.6166562
HID186212,132.7720225
HID186217,134.1515112
HID186250,182.4708335
HID186400,66.11022006
HID186431,177.554412
HID186444,162.3040348
HID186482,84.97905478
HID186516,69.33179004
HID186639,18.93909
HID186649,52.74343044
HID186659,60.21541646
HID186829,32.25825879
HID186873,207.3889616
HID186996,137.7361432
HID186997,127.5085841
HID187020,170.5534027
HID187126,190.9784703
HID187166,27.88535664
HID187293,30.36071416
HID187505,88.71585137
HID187514,464.0040723
HID187760,128.8525693
HID187791,148.360666
HID188058,36.25200685
HID188165,258.8115852
HID188275,124.0042864
HID188306,131.8367996
HID188475,147.9763471
HID188521,126.8144452
HID188613,71.96946069
HID188616,118.9273247
HID188733,117.3369137
HID188786,178.2707302
HID188948,122.6341534
HID189266,127.5704937
HID189400,160.8715059
HID189441,147.9430051
HID189478,183.6612341
HID189610,189.8398855
HID189620,117.0638535
HID189768,242.1103784
HID189911,35.36305043
HID189960,49.09274154
HID189964,125.2603256
HID190005,146.7598743
HID190053,134.7203592
HID190070,19.16781927
HID190180,115.9703348
HID190299,72.42728234
HID190306,172.3482985
HID190394,278.600988
HID190503,127.7854618
HID190538,92.04483396
HID190569,45.91186414
HID190655,30.80153029
HID190669,118.7710325
HID190997,224.465252
HID191012,109.0446316
HID191190,105.1407521
HID191336,306.3617488
HID191347,344.6965968
HID191353,108.02424
HID191393,126.5536515
HID191478,153.1984875
HID191483,118.9747563
HID191713,134.539023
HID191824,182.2887411
HID191933,176.9262941
HID191984,36.86466431
HID191992,253.8167262
HID192063,306.3617488
HID192250,312.7666828
HID192279,98.17730937
HID192392,25.03351241
HID192444,130.208883
HID192507,380.2107915
HID192651,117.7502747
HID192695,31.69232443
HID192730,230.9922299
HID192747,79.90238245
HID192766,176.4501361
HID192794,140.0624582
HID192996,146.9800987
HID193037,155.9614285
HID193230,49.09274154
HID193348,128.7528701
HID193485,80.27604043
HID193497,242.1103784
HID193526,125.6808559
HID193613,102.4881184
HID193615,198.6518544
HID193667,54.17277987
HID193812,207.9953701
HID193870,113.4523033
HID193898,265.3212638
HID193902,206.7300413
HID193978,143.3769254
HID193995,203.2216866
HID194103,245.8866724
HID194212,31.81003622
HID194384,80.58417548
HID194397,170.7448885
HID194431,117.9225199
HID194440,191.849482
HID194447,188.9407139
HID194472,196.177257
HID194507,146.9497128
HID194518,124.0042864
HID194560,107.1909117
HID194569,166.3440615
HID194576,253.8789981
HID194624,71.07305538
HID194627,21.18646706
HID194631,235.2627173
HID194674,35.47815312
HID194675,120.9261659
HID194701,208.7333326
HID194794,29.78627812
HID194924,151.4094243
HID195194,374.962741
HID195247,105.5727634
HID195295,164.2240978
HID195338,304.8919221
HID195393,45.32928902
HID195477,133.5119843
HID195498,211.0640912
HID195505,119.4354844
HID195558,172.6830538
HID195609,160.7701918
HID195693,182.6203996
HID195762,26.16409905
HID195810,33.70208298
HID195837,34.15043358
HID195872,27.5297419
HID195922,146.4382725
HID195955,90.97732018
HID196066,169.5830879
HID196119,328.9842158
HID196222,91.91126455
HID196261,258.1678215
HID196293,92.04483396
HID196322,137.7361432
HID196332,141.3459199
HID196444,181.531087
HID196463,30.42704561
HID196468,122.0380998
HID196555,124.6166368
HID196735,306.3617488
HID196753,119.8862856
HID196801,70.11560904
HID196810,82.07647502
HID196974,30.80153029
HID197077,58.02841089
HID197119,34.91368492
HID197129,125.4695612
HID197146,44.44049178
HID197205,143.6486842
HID197281,105.5081409
HID197364,88.35305408
HID197393,29.90037561
HID197414,82.58114252
