hhid,province,qty_rice_harvested,area_rice_harvested
HID316445,Kampong Thom,0,0
HID316447,Tboung Khmum,0,0
HID316615,Kampong Speu,195,.06
HID316640,Takeo,25550,3
HID316733,Battambang,1000,1
HID316782,Prey Veng,0,0
HID316791,Kandal,1570,.5
HID317054,,5000,2.5
HID317089,Battambang,2500,1
HID317138,Ratanak Kiri,0,0
HID317248,Kampong Speu,1640,1.3
HID317253,Kampot,0,0
HID317282,Kampong Thom,2400,2.3
HID317357,Phnom Penh,0,0
HID317489,Prey Veng,2000,.85
HID317700,Banteay Meanchey,0,0
HID317807,Tboung Khmum,350,.3
HID317839,Banteay Meanchey,15000,4.48
HID317849,Kampong Chhnang,1500,.3
HID317958,Prey Veng,16000,5
HID318062,Kampong Speu,700,.23
HID318238,Kampong Chhnang,45,.0225
HID318280,Kampong Chhnang,2000,.4
HID318420,Kampot,350,.136
HID318464,Siem Reap,200,.4
HID318489,Takeo,1500,.5
HID318608,Kampong Chhnang,2000,1
HID318652,Kampot,2000,.88
HID318984,Stung Treng,1140,3.5
HID319010,Siem Reap,500,.5
HID319102,Takeo,0,0
HID319109,Prey Veng,35000,10
HID319128,Kampong Cham,5000,1.5
HID319141,Kandal,2000,.78
HID319210,Siem Reap,1500,1.7
HID319428,Kampong Thom,1500,.75
HID319430,Kampong Cham,0,0
HID319442,Svay Rieng,1200,1.72
HID319463,Kampong Cham,600,.22
HID319619,Kampong Thom,0,0
HID319747,Svay Rieng,1850,1.01
HID319780,Kampong Thom,3000,.9
HID319789,Kampong Speu,980,.55
HID319798,Prey Veng,2000,2.28
HID319842,Battambang,0,0
HID319906,Kampong Thom,15000,4.5
HID319936,Prey Veng,6000,.9
HID319976,Kampong Thom,7500,4.5
HID320084,Tboung Khmum,0,0
HID320380,Banteay Meanchey,0,0
HID320392,Takeo,2640,1.5
HID320591,Svay Rieng,2000,.35
HID320617,Svay Rieng,17000,7
HID320667,Takeo,5140,1.93
HID320673,Prey Veng,4000,1.11
HID320790,Takeo,10125,1
HID320825,Tboung Khmum,1300,.7
HID320827,Kep,850,.174
HID320957,Kampong Speu,0,0
HID320975,Svay Rieng,1000,.7
HID321127,Svay Rieng,4000,2.37
HID321177,Pailin,0,0
HID321191,Banteay Meanchey,2000,1
HID321225,Kandal,6000,10
HID321332,,6000,4
HID321498,Prey Veng,10000,1
HID321531,Kampong Speu,500,2
HID321677,Siem Reap,3000,2
HID321776,Siem Reap,0,0
HID321959,Kampong Speu,1500,.77
HID322012,Tboung Khmum,1330,.4
HID322118,Battambang,4000,1.5
HID322129,Prey Veng,840,.8
HID322285,Tboung Khmum,1000,.5
HID322393,Kampong Cham,2400,.651
HID322399,Prey Veng,0,0
HID322436,Pursat,13000,13
HID322557,Ratanak Kiri,0,0
HID322581,Phnom Penh,0,0
HID322694,Prey Veng,0,0
HID322714,Siem Reap,0,0
HID322789,Battambang,8000,3
HID322790,Battambang,0,0
HID322855,Svay Rieng,1025,.5
HID323030,Phnom Penh,0,0
HID323092,Siem Reap,1300,.5
HID323147,Kampong Speu,1820,.65
HID323276,Prey Veng,1500,.2
HID323313,Kratie,1000,.5
HID323333,Kandal,0,0
HID323383,Tboung Khmum,2800,1.5
HID323419,Banteay Meanchey,7000,3
HID323472,Kampong Cham,0,0
HID323542,Pursat,11200,6.05
HID323583,Kampong Cham,0,0
HID323595,Kampong Cham,2000,.55
HID323602,Kandal,0,0
HID323614,Kampong Cham,2800,2.5
HID323650,Kampong Thom,80000,18
HID323737,Kampong Thom,0,0
HID323792,Kampong Speu,350,.1
HID323877,Battambang,7000,1
HID323886,Siem Reap,0,0
HID323914,Kampong Speu,1800,1
HID323920,Svay Rieng,2100,1.977
HID323951,Kandal,900,.3
HID323969,Kampong Cham,700,.36
HID323996,Battambang,1000,.32
HID324024,Prey Veng,200,.85
HID324057,Kep,0,0
HID324080,Preah Vihear,0,0
HID324087,Siem Reap,0,0
HID324229,Kampot,2050,1.27
HID324236,Kampong Speu,0,0
HID324451,Takeo,1610,.54
HID324511,Tboung Khmum,0,0
HID324654,Kampong Thom,3000,1.5
HID324681,Kampong Thom,0,0
HID324707,Pursat,1500,1
HID324842,Otdar Meanchey,13600,13.82
HID325418,Prey Veng,4500,1.95
HID325478,Siem Reap,1280,.5
HID325496,Tboung Khmum,15,.003
HID325639,Svay Rieng,4250,1.69
HID325678,Kandal,500,.16
HID325750,Tboung Khmum,5000,2.5
HID325753,Prey Veng,9200,3.3664
HID325855,Kandal,0,0
HID325903,Kratie,1500,2
HID325933,Takeo,1300,.5184
HID325997,Otdar Meanchey,640,2.5
HID326082,Kampong Speu,0,0
HID326231,Kampong Speu,120,.05
HID326258,Pursat,0,0
HID326275,Kampot,4200,2.3
HID326301,Battambang,0,0
HID326305,Kampong Thom,20000,18
HID326365,Prey Veng,5500,1
HID326381,Siem Reap,1000,1
HID326541,Kampot,1000,.4455
HID326571,Prey Veng,7000,2
HID326618,Prey Veng,1500,.5
HID326698,Prey Veng,3500,1.06
HID326835,Prey Veng,3500,1
HID326865,Preah Sihanouk,0,0
HID327053,Battambang,0,0
HID327267,Mondul Kiri,0,0
HID327321,Prey Veng,0,0
HID327434,Kandal,0,0
HID327459,Takeo,3410,.74
HID327678,Takeo,2030,.93
HID327770,Kampong Chhnang,2600,1
HID327816,Otdar Meanchey,1000,1
HID327947,Kandal,1700,.7
HID327954,Siem Reap,500,1
HID327995,Tboung Khmum,0,0
HID328129,Pursat,10000,2
HID328312,Kampong Speu,6000,2
HID328338,Banteay Meanchey,8000,5.68
HID328393,Prey Veng,2000,.55
HID328416,Kampong Speu,420,.22
HID328470,Battambang,0,0
HID328555,Battambang,0,0
HID329151,Banteay Meanchey,700,.4
HID329161,Tboung Khmum,0,0
HID329279,Prey Veng,6800,2.1
HID329288,Kratie,0,0
HID329408,Stung Treng,2800,2
HID329422,Preah Sihanouk,0,0
HID329442,Stung Treng,0,0
HID329485,Tboung Khmum,0,0
HID329525,Kampong Thom,2005,.9199999999999999
HID329526,Kandal,1500,1.04
HID329581,Takeo,900,.35
HID329598,Takeo,495,.5
HID329729,,1000,1.5
HID329846,Prey Veng,3300,.46
HID329902,Kampong Cham,1500,.6
HID329909,Kampong Thom,1058,.2
HID329981,Kandal,0,0
HID330026,Kratie,2000,1
HID330038,Kampot,2200,.97
HID330042,Tboung Khmum,1500,.5
HID330166,Kampot,450,.072
HID330373,Kampong Cham,2400,.4
HID330383,Kampong Cham,0,0
HID330463,Kampong Chhnang,5000,2
HID330553,Otdar Meanchey,2000,1
HID330808,Kampong Chhnang,575,.112
HID331009,Kampong Cham,950,.0486
HID331024,Banteay Meanchey,12000,8
HID331038,Kampong Cham,1500,1.5
HID331044,Svay Rieng,0,0
HID331111,Kampong Cham,15000,3
HID331120,Battambang,0,0
HID331140,Kampong Chhnang,0,0
HID331244,,0,0
HID331306,Preah Vihear,7000,5
HID331311,Battambang,12000,5
HID331325,Kratie,0,0
HID331359,Prey Veng,2000,1
HID331360,Kampong Cham,0,0
HID331466,Kampong Chhnang,15000,5
HID331609,Mondul Kiri,24500,7
HID332037,Prey Veng,360,.2
HID332088,Kampong Thom,600,1
HID332098,Pursat,0,0
HID332174,Tboung Khmum,0,0
HID332322,Kandal,0,0
HID332464,Kampong Cham,0,0
HID332587,Siem Reap,8000,5.3
HID332618,Kandal,0,0
HID332650,Banteay Meanchey,28000,14
HID332691,Koh Kong,0,0
HID332825,Kampot,1500,.7
HID332842,Kandal,1800,.7
HID333017,Kampong Chhnang,3210,.65
HID333019,Kampong Speu,480,.23
HID333234,Svay Rieng,3315,1
HID333291,Kep,2950,1.11
HID333347,Kampong Speu,5000,1.24
HID333371,Kampong Speu,1800,.6
HID333383,Kampong Thom,45000,10
HID333405,Kandal,0,0
HID333446,Ratanak Kiri,0,0
HID333459,Battambang,2500,1
HID333506,Kampong Thom,1800,.5
HID333507,Tboung Khmum,6300,2
HID333563,Kandal,0,0
HID333567,Tboung Khmum,0,0
HID333620,Kampot,0,0
HID333735,Takeo,27000,3
HID333768,Phnom Penh,0,0
HID333883,Kampong Thom,600,1.5
HID334003,Takeo,5500,2.1664
HID334052,Siem Reap,0,0
HID334081,Kampong Chhnang,3600,1.3
HID334187,Koh Kong,0,0
HID334203,Kampong Cham,0,0
HID334354,Kampong Speu,1000,1.2
HID334570,Kampong Cham,0,0
HID334784,Kampong Speu,750,.6
HID334837,Kampong Cham,0,0
HID334979,Kandal,1300,.5
HID334988,Takeo,2500,.9
HID335002,Takeo,21000,7
HID335004,Siem Reap,5000,3
HID335072,Kampong Speu,2100,.91
HID335121,Takeo,5000,3.2
HID335133,Ratanak Kiri,1800,1
HID335145,Tboung Khmum,1380,.5
HID335577,Kampong Cham,0,0
HID335639,Kampong Chhnang,300,.12
HID335703,Kandal,0,0
HID335874,Takeo,2000,.5
HID335914,Kampong Chhnang,0,0
HID335974,Tboung Khmum,3500,1.4
HID336110,Kampong Cham,600,.6
HID336359,Kampot,825,.4
HID336380,Tboung Khmum,0,0
HID336406,Takeo,1200,.77
HID336506,Battambang,1800,2
HID336770,Prey Veng,4700,.5
HID336915,Kratie,3000,1.5
HID336975,Prey Veng,20000,4.55
HID336983,Tboung Khmum,0,0
HID337126,Takeo,3000,1
HID337130,Phnom Penh,300,.2
HID337135,Kampot,0,0
HID337266,Kampot,480,.5
HID337281,Prey Veng,1500,.6
HID337348,Kampong Speu,1100,.5
HID337455,Kampong Cham,0,0
HID337512,Takeo,0,0
HID337545,Pailin,0,0
HID337617,Kampong Thom,480,.6
HID337656,Prey Veng,1500,.3
HID337919,Tboung Khmum,0,0
HID337924,Svay Rieng,800,.5
HID337998,Kampong Chhnang,28000,3.76
HID338048,Tboung Khmum,1500,1.3
HID338125,Prey Veng,24000,6
HID338159,Preah Vihear,1200,1.5
HID338287,Ratanak Kiri,2900,1.5
HID338370,Siem Reap,1500,1
HID338458,Kampong Cham,1440,1.3
HID338467,Kampong Speu,4000,1.5
HID338480,Kampong Cham,0,0
HID338555,Battambang,0,0
HID339271,Siem Reap,700,1
HID339343,Kampot,1500,.48
HID339345,Takeo,5000,1
HID339402,Kampong Cham,0,0
HID339512,Prey Veng,0,0
HID339616,Kampong Chhnang,375,.4
HID339634,Kampong Cham,3000,.9
HID339730,Prey Veng,1620,.6
HID339748,Siem Reap,3000,3
HID339789,Kandal,0,0
HID339826,Siem Reap,1000,1
HID339953,Kampong Thom,6000,5.5
HID339968,,3500,1.2
HID339973,Siem Reap,0,0
HID340070,Prey Veng,1500,.5
HID340128,Kampong Cham,5000,1
HID340214,Svay Rieng,600,.25
HID340324,Mondul Kiri,4000,1.5
HID340389,Battambang,1500,.7
HID340489,Kampong Speu,500,.25
HID340496,Kampong Chhnang,1000,.3
HID340523,Otdar Meanchey,2250,2.5
HID340582,Kampong Cham,2440,.97
HID340631,Svay Rieng,1000,.5
HID340794,Kampong Cham,0,0
HID340944,Battambang,6000,1.5
HID341176,Prey Veng,0,0
HID341614,,0,0
HID341688,Kratie,2000,1
HID341724,Kampong Speu,3050,.8999999999999999
HID341843,Kampot,1500,1
HID341853,Kampong Thom,240,.3
HID341906,Pursat,14000,3.8
HID341948,Kandal,3650,1
HID341953,Prey Veng,18000,1.5
HID342007,Takeo,14000,2
HID342223,Kampong Thom,0,0
HID342234,Svay Rieng,1500,.5
HID342252,Kampong Cham,1400,1
HID342450,Kandal,1300,.23
HID342585,Kampong Chhnang,500,.2
HID342589,Svay Rieng,7165,2.1
HID342671,Siem Reap,0,0
HID342732,Kampong Speu,1100,.45
HID342761,Siem Reap,0,0
HID342794,Kampong Speu,1800,.7
HID342875,Kampot,1500,.5
HID343016,Kratie,2080,1
HID343095,Kampot,2000,1.04
HID343111,Ratanak Kiri,0,0
HID343125,Takeo,1200,.55
HID343156,,5600,2
HID343220,Kampong Thom,4000,2
HID343254,Kampong Speu,370,.33
HID343283,Kampot,2500,1.1786
HID343492,Prey Veng,1200,.6
HID343510,Kep,0,0
HID343569,Prey Veng,1380,.47
HID343691,Kandal,0,0
HID343697,Battambang,15000,6
HID343727,Tboung Khmum,7000,1.5
HID343778,Prey Veng,2000,1
HID344211,Kampong Speu,960,.14
HID344295,Kampong Chhnang,0,0
HID344727,Kampong Speu,4200,.85
HID344764,Prey Veng,3000,1
HID345073,Kampong Cham,27600,7.89
HID345234,Phnom Penh,0,0
HID345303,Kampot,650,.35
HID345316,Phnom Penh,0,0
HID345353,Kandal,40000,10
HID345394,Kampong Cham,1200,1.3
HID345438,Kandal,0,0
HID345533,Kampong Cham,1300,.5
HID345866,Battambang,12000,7
HID346046,Takeo,2000,.5
HID346176,Kep,360,.4
HID346233,Takeo,2150,.74
HID346275,Kandal,0,0
HID346316,Otdar Meanchey,6200,4
HID346357,Kandal,850,.25
HID346367,Kampong Chhnang,45000,9
HID346615,Prey Veng,4600,1.45
HID346630,Kampong Chhnang,8500,2.6599
HID346657,Tboung Khmum,2500,.8
HID346686,Prey Veng,13500,3.8
HID346759,Siem Reap,700,1
HID346770,Kratie,0,0
HID346813,Kampong Cham,960,.99
HID346820,Siem Reap,0,0
HID346873,Preah Sihanouk,0,0
HID346874,Prey Veng,2700,.7
HID346880,Otdar Meanchey,2000,2
HID346941,Kampong Speu,1300,.5
HID346974,Svay Rieng,0,0
HID346988,Prey Veng,700,.8
HID347050,Kampong Cham,400,.12
HID347201,Banteay Meanchey,2600,3.75
HID347267,Takeo,0,0
HID347287,Svay Rieng,500,.5
HID347411,Kampong Thom,10500,3
HID347412,Battambang,0,0
HID347428,Prey Veng,300,.25
HID347472,Kampong Cham,150,.2
HID347514,Tboung Khmum,350,.2
HID347585,Kampong Speu,3000,1
HID347591,Takeo,750,.3
HID347759,Kampot,2300,.9890000000000001
HID347820,Prey Veng,5000,1.2
HID347835,Prey Veng,4000,2
HID348051,Prey Veng,1540,.62
HID348067,Pursat,2275,1.6
HID348093,Kampong Cham,0,0
HID348111,Tboung Khmum,2000,.9
HID348184,Kampong Cham,5000,1.1
HID348213,Kampong Thom,1000,.4
HID348227,Battambang,8000,4
HID348234,Kampong Chhnang,2500,.82
HID348339,Pursat,0,0
HID348397,Kampong Chhnang,2000,.48
HID348473,,10000,5
HID348507,Kampot,2800,2
HID348570,,1000,1
HID348587,Banteay Meanchey,40000,15
HID348629,Kampong Cham,30000,2.69
HID348693,Takeo,3600,.7
HID348767,Siem Reap,0,0
HID348948,Prey Veng,700,.2
HID349105,Kampot,1000,.9399999999999999
HID349450,Kampong Speu,0,0
HID349458,Prey Veng,0,0
HID349596,Kampong Speu,6000,2.3
HID349659,Kampong Chhnang,32400,5.4
HID349679,Kandal,0,0
HID349701,Kampong Chhnang,720,.5
HID349799,Takeo,10000,2.05
HID349827,Kandal,0,0
HID349879,Battambang,0,0
HID349965,Kandal,1700,.5
HID349985,Kampot,0,0
HID350002,Siem Reap,300,1
HID350053,Svay Rieng,1500,.7
HID350057,Prey Veng,0,0
HID350082,Kandal,0,0
HID350147,Siem Reap,6000,3
HID350178,Kampong Cham,1500,.5
HID350219,Kratie,0,0
HID350285,Kampong Speu,500,.25
HID350392,Takeo,1500,.4
HID350548,Kandal,2000,.32
HID350561,Kampong Thom,3500,1.4
HID350582,Tboung Khmum,0,0
HID350636,Prey Veng,6000,.85
HID350640,Takeo,3300,2
HID350775,Siem Reap,2000,1
HID350867,Preah Vihear,3000,3.5
HID350931,Prey Veng,0,0
HID350951,Kampong Chhnang,3940,2.55
HID351053,Prey Veng,8000,2.7
HID351259,Kampong Speu,560,.3
HID351299,Takeo,0,0
HID351370,Banteay Meanchey,0,0
HID351375,Tboung Khmum,400,.36
HID351380,Tboung Khmum,0,0
HID351708,Kampong Cham,780,.5
HID351822,Kampong Cham,0,0
HID351965,Takeo,1200,.3
HID351989,Siem Reap,1000,.7
HID352034,Svay Rieng,2500,.99
HID352052,Takeo,2500,1
HID352095,Siem Reap,10700,2
HID352164,Kampong Cham,2240,.5
HID352205,Kampong Thom,0,0
HID352456,Mondul Kiri,0,0
HID352507,Pursat,0,0
HID352737,Kampong Speu,1450,.5600000000000001
HID352777,Banteay Meanchey,4000,2
HID352823,Tboung Khmum,0,0
HID352946,Takeo,2220,.77
HID352974,Kampong Thom,0,0
HID353013,Kratie,0,0
HID353096,Prey Veng,1000,1
HID353152,Takeo,1500,.7
HID353397,Pursat,3000,3
HID353399,Kampong Thom,1000,1
HID353513,Prey Veng,1750,.7
HID353560,Prey Veng,6200,2
HID353569,Battambang,1300,.32
HID353573,Stung Treng,0,0
HID353585,,840,.28
HID353594,Kampong Speu,620,.35
HID353707,Prey Veng,880,4.3
HID353715,Stung Treng,2000,.5
HID353761,Siem Reap,700,2
HID353763,Kandal,0,0
HID353813,Kampong Thom,0,0
HID353858,Kandal,3300,1.23
HID353948,Banteay Meanchey,1700,.5
HID353961,Tboung Khmum,900,.7
HID354251,Kampong Thom,0,0
HID354285,Kampong Chhnang,6000,1.5
HID354370,Prey Veng,3000,4.5
HID354421,Kampong Speu,5525,2.21
HID354468,Pursat,15000,5
HID354488,Phnom Penh,720,.25
HID354544,Pailin,0,0
HID354582,Battambang,4000,2
HID354670,Kratie,0,0
HID354731,Preah Vihear,3000,3
HID354765,Pursat,2000,2
HID354884,Takeo,2500,.8
HID355010,Battambang,0,0
HID355032,Svay Rieng,0,0
HID355055,Preah Vihear,2500,2
HID355154,Prey Veng,1400,.52
HID355234,Siem Reap,810,.18
HID355328,Kratie,0,0
HID355352,Siem Reap,1800,2
HID355355,Prey Veng,1000,.4
HID355367,Koh Kong,0,0
HID355524,Tboung Khmum,80,.2
HID355533,Battambang,0,0
HID355633,Kandal,0,0
HID355658,Pursat,3000,2
HID355669,Kampot,1500,.62
HID355705,Kampong Cham,500,.35
HID355772,Kampong Thom,230,.1
HID355793,Kandal,0,0
HID355835,Kampong Cham,0,0
HID355877,Kampong Cham,0,0
HID355957,Battambang,0,0
HID356086,Kandal,500,.2
HID356278,Kampot,2000,1.05
HID356356,Pursat,18000,10
HID356451,Kampong Cham,20000,3.7
HID356594,Battambang,18000,6
HID356707,Mondul Kiri,26500,9.1
HID356725,Battambang,6500,4.37
HID356784,Kampong Speu,0,0
HID356840,Preah Sihanouk,1000,1
HID356923,Takeo,420,.5
HID356929,Kampot,0,0
HID357132,Kandal,0,0
HID357364,Kampong Chhnang,360,.3
HID357446,Kratie,0,0
HID357474,Takeo,4200,.24
HID357689,Mondul Kiri,0,0
HID357825,Kandal,3600,1
HID357965,Phnom Penh,0,0
HID358027,Ratanak Kiri,900,1
HID358136,Kep,2650,1.05
HID358204,Svay Rieng,4500,2.2
HID358372,Kampong Thom,4000,2
HID358427,Kampong Cham,2000,.4
HID358463,Kandal,0,0
HID358501,Takeo,975,.37
HID358565,Pursat,0,0
HID358600,Kampong Thom,49000,4.9
HID358920,Pursat,4000,5
HID358952,Kampong Cham,1200,.5
HID358981,Kampong Thom,0,0
HID359072,Koh Kong,0,0
HID359254,Svay Rieng,3000,1.3
HID359304,Prey Veng,2500,1.25
HID359309,Siem Reap,10000,2.79
HID359317,Banteay Meanchey,0,0
HID359321,Kratie,0,0
HID359592,Prey Veng,1330,.6899999999999999
HID359683,Koh Kong,0,0
HID359763,Siem Reap,1500,3.5
HID359822,Battambang,3300,2.7
HID359825,Svay Rieng,2500,1.55
HID359845,Siem Reap,400,.5
HID359909,Takeo,0,0
HID359980,Kampot,2500,2.2
HID360084,Battambang,18000,5.47
HID360109,Siem Reap,3000,2
HID360189,Kandal,0,0
HID360317,Battambang,400,.5
HID360358,Svay Rieng,0,0
HID360433,Kampot,1000,.5
HID360457,Kampong Speu,0,0
HID360579,Kampong Thom,120,.2
HID360658,Kampong Thom,4000,1.7
HID360660,Svay Rieng,10500,3.69
HID360703,Kandal,0,0
HID360757,Svay Rieng,7000,2.4
HID360825,Takeo,2310,.42
HID360850,Kratie,1500,1
HID360907,Kampong Thom,200,.5
HID360980,Banteay Meanchey,4500,3
HID361072,Svay Rieng,4950,2
HID361088,Kandal,0,0
HID361090,Takeo,250,.1
HID361121,Phnom Penh,1050,.7
HID361126,Kandal,950,.25
HID361172,Battambang,2000,3.5
HID361184,Svay Rieng,1400,1.1
HID361188,Prey Veng,360,.5
HID361192,Pursat,3500,1.5
HID361323,Kampong Chhnang,4850,1.9893
HID361450,Kampong Thom,1500,1
HID361476,Prey Veng,3000,2.4
HID361540,Phnom Penh,1500,1
HID361573,Kratie,3000,1
HID361595,Kampot,3100,1.38
HID361600,Preah Sihanouk,0,0
HID361674,Banteay Meanchey,0,0
HID361708,Svay Rieng,0,0
HID361793,Kampong Thom,3500,1
HID361923,Kampot,2680,5
HID361955,Svay Rieng,3500,1
HID362204,Prey Veng,0,0
HID362244,Takeo,960,.39
HID362548,Kandal,0,0
HID362570,Prey Veng,7000,1.5
HID362725,Kampong Speu,1800,1.18
HID362830,Siem Reap,2800,1.16
HID362877,Takeo,2400,1
HID362908,Pursat,4000,2
HID362947,Kampot,1750,.5
HID362996,Preah Vihear,10000,8.5
HID363002,Prey Veng,0,0
HID363128,Banteay Meanchey,2500,1.5
HID363158,Battambang,1500,.7
HID363194,Svay Rieng,0,0
HID363197,Prey Veng,600,.2
HID363265,Tboung Khmum,4200,1.65
HID363289,Battambang,1400,1.32
HID363360,Tboung Khmum,980,.4
HID363377,Prey Veng,0,0
HID363393,Battambang,15000,5
HID363405,Takeo,1100,.4
HID363463,Prey Veng,910,.35
HID363527,Stung Treng,650,.3
HID363545,Kampong Cham,120,.3
HID363576,Kampot,2365,.67
HID363706,Prey Veng,2800,1.3
HID363763,Siem Reap,3000,3
HID363852,Prey Veng,5200,1.5
HID363879,Kampong Cham,1300,.7
HID363951,Battambang,0,0
HID363987,Kampong Speu,3200,.8
HID363994,Pailin,0,0
HID364162,Kampong Cham,0,0
HID364286,Tboung Khmum,1500,.5
HID364537,Kampot,600,.5
HID364606,Ratanak Kiri,900,1
HID364857,Prey Veng,700,1.6
HID364891,Mondul Kiri,3000,1.5
HID364927,Kampong Thom,8000,1.5
HID364961,Kampong Chhnang,6500,.84
HID365099,Svay Rieng,1500,1.2
HID365192,Takeo,24000,2.67
HID365246,Tboung Khmum,0,0
HID365342,Kratie,0,0
HID365442,Siem Reap,0,0
HID365528,Battambang,1200,.24
HID365570,Takeo,9500,2
HID365701,Takeo,1500,.55
HID365879,Tboung Khmum,4000,2
HID365979,Kampong Speu,5000,2.3
HID366077,Kandal,0,0
HID366276,Kampot,1250,.3
HID366353,Pailin,0,0
HID366446,,0,0
HID366571,Tboung Khmum,0,0
HID366670,Kampot,1080,.325
HID366707,Preah Vihear,700,1
HID366794,Prey Veng,3000,1
HID366832,Prey Veng,2000,.7
HID367054,Kep,825,.15
HID367235,Kampot,1000,.6
HID367291,Phnom Penh,900,1.05
HID367417,Siem Reap,1150,1.61
HID367446,Mondul Kiri,0,0
HID367508,Phnom Penh,600,.5
HID367517,Kampong Thom,1000,.9
HID367519,Ratanak Kiri,0,0
HID367571,Kampong Thom,0,0
HID367588,Pailin,0,0
HID367772,Tboung Khmum,0,0
HID367836,Otdar Meanchey,12000,5
HID367896,Kampong Speu,630,.21
HID368195,Prey Veng,4725,1.28
HID368246,Kampong Thom,288,.25
HID368322,Battambang,9000,3
HID368339,Kep,969,.5
HID368459,Prey Veng,1700,.7
HID368570,Kampong Cham,2500,.8
HID368578,Otdar Meanchey,0,0
HID368582,Kampong Cham,600,.1
HID368812,Siem Reap,500,.5
HID368833,Prey Veng,3800,2.25
HID369135,Takeo,17000,3.6
HID369240,Kandal,0,0
HID369446,Prey Veng,0,0
HID369457,Kampong Thom,720,1.8
HID369500,Takeo,5000,2
HID369845,Ratanak Kiri,600,1
HID369878,Kampong Chhnang,0,0
HID369880,Battambang,8000,1.64
HID369895,Kratie,1000,2
HID369906,,0,0
HID369970,Siem Reap,5400,1
HID369976,Prey Veng,1650,.6
HID370030,Battambang,0,0
HID370052,Tboung Khmum,500,.3
HID370078,Preah Sihanouk,500,.25
HID370166,Takeo,2000,1
HID370253,Prey Veng,1200,.51
HID370314,Phnom Penh,0,0
HID370428,Kampong Speu,0,0
HID370511,Tboung Khmum,1200,.3
HID370575,Kampong Speu,1500,.48
HID370748,,500,.4
HID370781,Prey Veng,0,0
HID370798,Banteay Meanchey,4500,1.84
HID370831,Kampot,2200,1.48
HID370850,Tboung Khmum,700,.25
HID370883,Kampot,3200,2
HID371063,Kampong Speu,0,0
HID371112,Tboung Khmum,500,.5
HID371134,Battambang,0,0
HID371181,Kampong Chhnang,700,.61
HID371473,Preah Vihear,3000,3.5
HID371711,Kandal,7000,7
HID371728,Kampong Speu,2500,1.5
HID371827,Stung Treng,5115,4
HID372090,Banteay Meanchey,0,0
HID372172,Battambang,0,0
HID372293,Kratie,600,.3
HID372351,Svay Rieng,3500,1.79
HID372446,Prey Veng,0,0
HID372517,Battambang,0,0
HID372533,Battambang,13000,6
HID372649,Takeo,2000,1.31
HID372684,Battambang,0,0
HID372706,Banteay Meanchey,0,0
HID372712,Kampong Thom,3960,2
HID372795,Kampot,700,.24
HID372848,Koh Kong,8500,2.9
HID373015,Otdar Meanchey,1300,.7
HID373047,Kampong Thom,720,.53
HID373054,Pursat,40000,18
HID373124,Battambang,2000,.48
HID373194,Battambang,75000,18
HID373195,Prey Veng,1000,.3
HID373319,Pursat,0,0
HID373391,Mondul Kiri,5900,2.7
HID373476,Kratie,0,0
HID373589,Kampong Thom,15000,3
HID373738,Kampong Cham,26000,7.5
HID373867,Kampot,6000,2.6
HID374076,Prey Veng,0,0
HID374096,Tboung Khmum,2100,.8
HID374127,Kampong Cham,630,.4
HID374165,,0,0
HID374282,Takeo,5000,3
HID374436,Mondul Kiri,300,.25
HID374471,Takeo,1000,.6
HID374507,Kampong Speu,0,0
HID374532,Battambang,7000,4.5
HID374541,Kratie,0,0
HID374580,Banteay Meanchey,0,0
HID374847,Preah Vihear,0,0
HID374856,Battambang,2000,.5
HID374883,Kampong Thom,0,0
HID374892,Ratanak Kiri,500,1
HID374901,Takeo,6000,.65
HID374904,Pursat,19000,4
HID374948,Siem Reap,1000,1
HID374977,Battambang,0,0
HID374989,Kampong Cham,0,0
HID375205,Kampong Speu,896,.32
HID375222,Pailin,0,0
HID375239,Phnom Penh,480,.31
HID375268,Phnom Penh,1000,.4
HID375419,Siem Reap,2500,2
HID375497,Pursat,0,0
HID375586,Tboung Khmum,0,0
HID375610,Pursat,0,0
HID375693,Siem Reap,1200,1.5
HID375816,Banteay Meanchey,2000,.15
HID375916,Tboung Khmum,0,0
HID375961,Prey Veng,7000,.8
HID376026,Kampong Chhnang,450,.21
HID376032,Kampot,5000,1.48
HID376056,Banteay Meanchey,0,0
HID376286,Koh Kong,0,0
HID376368,Prey Veng,2500,1.5
HID376401,Prey Veng,80000,17
HID376504,Pailin,0,0
HID376519,,0,0
HID376560,Kep,1800,.5
HID376626,,1150,.787
HID376726,Battambang,2500,1
HID376986,Prey Veng,15000,3
HID377022,Siem Reap,0,0
HID377080,Tboung Khmum,0,0
HID377089,Kampot,850,.114
HID377287,Prey Veng,6000,2.2
HID377343,Kep,0,0
HID377362,Phnom Penh,300,.5
HID377454,Banteay Meanchey,4000,.9
HID377483,Battambang,10000,3.4
HID377544,Preah Sihanouk,1500,2
HID377714,Kampong Speu,0,0
HID377986,Tboung Khmum,0,0
HID378034,Kampot,1650,.412
HID378249,Kandal,0,0
HID378275,Koh Kong,0,0
HID378290,Pursat,0,0
HID378371,Battambang,0,0
HID378394,Battambang,14000,7.5
HID378470,Preah Vihear,900,.3
HID378657,Pursat,7000,1.5
HID378683,Kampong Chhnang,0,0
HID378720,Svay Rieng,9900,3.3
HID378753,Preah Vihear,1350,.5
HID378760,Banteay Meanchey,2000,1
HID378997,Tboung Khmum,0,0
