hhid,province,area_rice_harvested,area_rice_planted,qty_rice_harvested,qty_rice_own_use,qty_rice_sale,qty_rice_gift,qty_rice_pay,qty_rice_feed,qty_rice_seed,qty_rice_lost,qty_rice_processed
HID100022,Kampong Speu,0,0,0,,,,,,,,
HID100123,Siem Reap,0,0,0,,,,,,,,
HID100505,Stung Treng,2,2,0,0,0,0,0,0,0,0,0
HID100568,Banteay Meanchey,1.5,1.5,2200,1500,700,0,0,0,0,0,0
HID100622,Siem Reap,2,2,0,0,0,0,0,0,0,0,0
HID100703,Kandal,1,1,0,0,0,0,0,0,0,0,0
HID100709,Banteay Meanchey,0,0,0,,,,,,,,
HID100767,Kampong Cham,0,0,0,,,,,,,,
HID100830,Banteay Meanchey,0,0,0,,,,,,,,
HID100960,Tboung Khmum,0,0,0,,,,,,,,
HID101040,Kep,.1049999967217445,.1049999967217445,0,0,0,0,0,0,0,0,0
HID101076,Kampot,.5,.5,0,0,0,0,0,0,0,0,0
HID101086,Battambang,0,0,0,,,,,,,,
HID101130,Kampot,.6000000238418579,.6000000238418579,4200,3600,600,0,0,0,0,0,0
HID101147,Tboung Khmum,0,0,0,,,,,,,,
HID101152,Banteay Meanchey,8,8,16000,6000,10000,0,0,0,0,0,0
HID101200,Takeo,1.799999952316284,1.799999952316284,4000,1000,3000,0,0,0,0,0,0
HID101213,Takeo,0,0,0,,,,,,,,
HID101260,Svay Rieng,.4000000059604645,.4000000059604645,0,0,0,0,0,0,0,0,0
HID101624,Siem Reap,2.900000095367432,2.900000095367432,4000,2000,2000,0,0,0,0,0,0
HID101636,Kampong Chhnang,.5,.5,0,0,0,0,0,0,0,0,0
HID101774,Prey Veng,1.509999990463257,1.509999990463257,3000,1500,1000,0,0,0,500,0,0
HID101937,Kampong Cham,.300000011920929,.300000011920929,0,0,0,0,0,0,0,0,0
HID102011,Ratanak Kiri,0,0,0,,,,,,,,
HID102100,Svay Rieng,.5,.5,0,0,0,0,0,0,0,0,0
HID102181,Prey Veng,1.100000023841858,1.100000023841858,7500,2500,5000,0,0,0,0,0,0
HID102229,Otdar Meanchey,2,2,0,0,0,0,0,0,0,0,0
HID102441,Kampong Cham,0,0,0,,,,,,,,
HID102496,Kampot,.6600000262260437,.6600000262260437,0,0,0,0,0,0,0,0,0
HID102562,Kandal,0,0,0,,,,,,,,
HID102779,Siem Reap,.5,.5,0,0,0,0,0,0,0,0,0
HID102839,Kandal,1.200000047683716,1.200000047683716,11000,1000,10000,0,0,0,0,0,0
HID102877,Banteay Meanchey,3.279999971389771,3.279999971389771,4000,1000,3000,0,0,0,0,0,0
HID102931,Kampong Cham,1.200000047683716,1.200000047683716,0,0,0,0,0,0,0,0,0
HID103006,Otdar Meanchey,1,1,0,0,0,0,0,0,0,0,0
HID103057,Prey Veng,.800000011920929,.800000011920929,0,0,0,0,0,0,0,0,0
HID103066,Kampong Speu,.300000011920929,.300000011920929,0,0,0,0,0,0,0,0,0
HID103140,Preah Sihanouk,0,0,0,,,,,,,,
HID103196,Preah Vihear,4,4,6000,2000,4000,0,0,0,0,0,0
HID103225,Takeo,1,1,6300,3300,3000,0,0,0,0,0,0
HID103340,Banteay Meanchey,3,3,3000,400,2000,0,0,0,600,0,0
HID103410,Mondul Kiri,0,0,0,,,,,,,,
HID103416,Kampong Chhnang,.8600000143051147,.8600000143051147,1050,750,300,0,0,0,0,0,0
HID103572,Prey Veng,.5,.5,0,0,0,0,0,0,0,0,0
HID103647,Takeo,1.279999971389771,1.279999971389771,3400,1750,1500,0,0,0,150,0,0
HID103775,Banteay Meanchey,0,0,0,,,,,,,,
HID103871,Kampong Cham,.4000000059604645,.4000000059604645,0,0,0,0,0,0,0,0,0
HID103915,Preah Vihear,1.5,1.5,0,0,0,0,0,0,0,0,0
HID103986,Phnom Penh,.2300000041723251,.2300000041723251,0,0,0,0,0,0,0,0,0
HID103990,Prey Veng,.5,1,0,0,0,0,0,0,0,0,0
HID104034,Takeo,.3799999952316284,.3799999952316284,0,0,0,0,0,0,0,0,0
HID104238,Takeo,.2000000029802322,.2000000029802322,0,0,0,0,0,0,0,0,0
HID104328,Svay Rieng,.2000000029802322,.2000000029802322,0,0,0,0,0,0,0,0,0
HID104349,Kampot,0,0,0,,,,,,,,
HID104451,Kampong Cham,0,0,0,,,,,,,,
HID104495,Kampong Chhnang,.9900000095367432,.9900000095367432,0,0,0,0,0,0,0,0,0
HID104497,Siem Reap,1,1,0,0,0,0,0,0,0,0,0
HID104607,Svay Rieng,2,2,0,0,0,0,0,0,0,0,0
HID104779,Kampong Speu,.4000000059604645,.4000000059604645,0,0,0,0,0,0,0,0,0
HID104786,Preah Vihear,2.5,3,0,0,0,0,0,0,0,0,0
HID104920,Siem Reap,.5,.5,0,0,0,0,0,0,0,0,0
HID104929,Kampot,0,0,0,,,,,,,,
HID105113,Kampong Cham,0,0,0,,,,,,,,
HID105181,Banteay Meanchey,1.850000023841858,2,8000,1000,7000,0,0,0,0,0,0
HID105281,Takeo,1.899999976158142,1.899999976158142,8000,1000,5000,0,0,0,1000,1000,0
HID105463,Prey Veng,.2000000029802322,.2000000029802322,0,0,0,0,0,0,0,0,0
HID105557,Kampot,0,0,0,,,,,,,,
HID105612,Kandal,.25,.25,0,0,0,0,0,0,0,0,0
HID105858,Kampong Speu,0,0,0,,,,,,,,
HID105861,Koh Kong,.1500000059604645,.1500000059604645,0,0,0,0,0,0,0,0,0
HID105878,Svay Rieng,4,4,59000,0,59000,0,0,0,0,0,0
HID105943,Kampong Chhnang,2.400000095367432,2.400000095367432,11000,1500,8000,1500,0,0,0,0,0
HID105944,Pursat,0,0,0,,,,,,,,
HID105976,Banteay Meanchey,2,2,0,0,0,0,0,0,0,0,0
HID106020,Battambang,5.5,5.5,10000,3000,7000,0,0,0,0,0,0
HID106089,Tboung Khmum,0,0,0,,,,,,,,
HID106192,Prey Veng,2,2,6000,1500,4260,0,0,0,240,0,0
HID106199,Kandal,0,0,0,,,,,,,,
HID106297,Kampot,.8999999761581421,.8999999761581421,3000,1500,1500,0,0,0,0,0,0
HID106338,Siem Reap,.550000011920929,.550000011920929,0,0,0,0,0,0,0,0,0
HID106354,Prey Veng,0,0,0,,,,,,,,
HID106381,Kandal,.5,.5,0,0,0,0,0,0,0,0,0
HID106472,Takeo,.7300000190734863,.7300000190734863,1400,770,220,200,0,100,110,0,0
HID106720,Kampong Speu,0,0,0,,,,,,,,
HID106741,Kampong Cham,0,0,0,,,,,,,,
HID106763,Prey Veng,2.5,2.5,1500,1000,0,0,0,0,500,0,0
HID106833,Kampot,0,0,0,0,0,0,0,0,0,0,0
HID106842,Otdar Meanchey,3,3,5000,3000,2000,0,0,0,0,0,0
HID107036,Banteay Meanchey,0,0,0,,,,,,,,
HID107054,Prey Veng,.0500000007450581,.0500000007450581,0,0,0,0,0,0,0,0,0
HID107178,Kandal,.6000000238418579,.6000000238418579,6400,1400,4800,0,0,0,200,0,0
HID107233,Prey Veng,.7900000214576721,.7900000214576721,2005,1200,500,25,0,0,250,30,0
HID107298,Mondul Kiri,0,0,0,,,,,,,,
HID107333,Ratanak Kiri,0,0,0,,,,,,,,
HID107374,Takeo,.449999988079071,.449999988079071,3800,700,3100,0,0,0,0,0,0
HID107433,Kampong Cham,3,4,13500,1400,12100,0,0,0,0,0,0
HID107458,Kep,.135000005364418,.135000005364418,0,0,0,0,0,0,0,0,0
HID107544,Tboung Khmum,0,0,0,,,,,,,,
HID107683,Svay Rieng,.800000011920929,.800000011920929,0,0,0,0,0,0,0,0,0
HID107789,Prey Veng,.5,.5,1500,500,0,0,0,300,300,0,400
HID107794,Kampong Speu,0,0,0,,,,,,,,
HID107830,Pailin,0,0,0,,,,,,,,
HID107954,Svay Rieng,.8999999761581421,.8999999761581421,0,0,0,0,0,0,0,0,0
HID108190,Kandal,1,1,5000,2000,3000,0,0,0,0,0,0
HID108223,Battambang,0,0,0,,,,,,,,
HID108301,Prey Veng,.8999999761581421,.8999999761581421,5000,1000,3800,0,0,0,200,0,0
HID108322,Kampong Chhnang,3,3,3100,1000,1000,0,0,100,1000,0,0
HID108329,Siem Reap,2,2,0,0,0,0,0,0,0,0,0
HID108487,Siem Reap,3,3,6000,2000,4000,0,0,0,0,0,0
HID108666,Kampot,0,0,0,,,,,,,,
HID108823,Kampong Thom,.699999988079071,.699999988079071,0,0,0,0,0,0,0,0,0
HID108825,Prey Veng,2.700000047683716,2.700000047683716,15600,3800,11800,0,0,0,0,0,0
HID108830,Siem Reap,1.700000047683716,1.700000047683716,4000,1500,2500,0,0,0,0,0,0
HID108879,Battambang,0,0,0,,,,,,,,
HID108915,Kampong Chhnang,1.5,1.5,2000,1000,1000,0,0,0,0,0,0
HID108977,Siem Reap,0,0,0,,,,,,,,
HID109004,Svay Rieng,.4000000059604645,.4000000059604645,0,0,0,0,0,0,0,0,0
HID109018,Kampong Cham,.800000011920929,.800000011920929,0,0,0,0,0,0,0,0,0
HID109028,Svay Rieng,.0199999995529652,.0199999995529652,0,0,0,0,0,0,0,0,0
HID109256,Prey Veng,.6100000143051147,.6499999910593033,1400,1200,200,0,0,0,0,0,0
HID109257,Pursat,.75,.75,0,0,0,0,0,0,0,0,0
HID109458,Svay Rieng,3,3,9000,0,5000,0,0,0,300,0,3700
HID109658,Battambang,2,2,8000,2000,6000,0,0,0,0,0,0
HID109748,Svay Rieng,1.149999976158142,1.149999976158142,3500,2500,1000,0,0,0,0,0,0
HID109761,Kampong Thom,3.5,4,25000,1000,24000,0,0,0,0,0,0
HID109937,Svay Rieng,.5,.5,0,0,0,0,0,0,0,0,0
HID109947,Kandal,.25,.25,2000,800,1000,0,0,0,200,0,0
HID109975,Pursat,0,0,0,,,,,,,,
HID110056,Preah Sihanouk,0,0,0,,,,,,,,
HID110113,Battambang,0,0,0,,,,,,,,
HID110309,Kampong Chhnang,3,3,6000,2000,3000,0,0,0,1000,0,0
HID110378,Siem Reap,0,0,0,,,,,,,,
HID110388,Tboung Khmum,.5,.5,1500,500,800,0,0,10,190,0,0
HID110491,Svay Rieng,.699999988079071,.699999988079071,0,0,0,0,0,0,0,0,0
HID110587,Ratanak Kiri,1.5,1.5,0,0,0,0,0,0,0,0,0
HID110619,Kampong Cham,0,0,0,,,,,,,,
HID110713,Kampong Speu,0,0,0,,,,,,,,
HID110928,Kampong Chhnang,.5,.5,465,400,0,0,0,10,50,5,0
HID110989,Kandal,.8199999928474426,.8199999928474426,4000,500,3500,0,0,0,0,0,0
HID111085,Prey Veng,.1000000014901161,.1000000014901161,0,0,0,0,0,0,0,0,0
HID111159,Battambang,0,0,0,0,0,0,0,0,0,0,0
HID111180,Takeo,.1000000014901161,.1000000014901161,0,0,0,0,0,0,0,0,0
HID111186,Koh Kong,1.5,1.5,0,0,0,0,0,0,0,0,0
HID111523,Takeo,1.700000047683716,1.700000047683716,19370,800,18000,0,0,200,320,50,0
HID111575,Siem Reap,.25,.25,0,0,0,0,0,0,0,0,0
HID111586,Kep,.25,.25,0,0,0,0,0,0,0,0,0
HID111662,Kratie,0,0,0,,,,,,,,
HID111726,Kampong Thom,.0500000007450581,2.25,0,0,0,0,0,0,0,0,0
HID111789,Svay Rieng,.5,.5,0,0,0,0,0,0,0,0,0
HID111850,Kampong Thom,0,0,0,,,,,,,,
HID111866,Kandal,2.5,2.5,16250,9250,7000,0,0,0,0,0,0
HID111879,Battambang,3,3,4500,2000,2000,0,0,0,500,0,0
HID111887,Kampong Speu,.550000011920929,.550000011920929,0,0,0,0,0,0,0,0,0
HID111919,Battambang,2,2,0,0,0,0,0,0,0,0,0
HID111925,,0,0,0,,,,,,,,
HID112103,Kampong Cham,.449999988079071,.449999988079071,0,0,0,0,0,0,0,0,0
HID112120,Kandal,1,1,5000,500,4500,0,0,0,0,0,0
HID112239,Battambang,0,0,0,,,,,,,,
HID112311,Siem Reap,1,1,1000,600,400,0,0,0,0,0,0
HID112337,Otdar Meanchey,1,1,0,0,0,0,0,0,0,0,0
HID112407,Prey Veng,2,2,5500,2000,0,0,0,1000,1000,0,1500
HID112659,Siem Reap,0,0,0,,,,,,,,
HID112680,Siem Reap,2.5,2.5,4500,1500,3000,0,0,0,0,0,0
HID112704,Kampong Thom,.4000000059604645,.699999988079071,0,0,0,0,0,0,0,0,0
HID112759,Kampot,0,0,0,,,,,,,,
HID112777,Prey Veng,3,3,13000,1000,10000,0,0,0,2000,0,0
HID112791,Battambang,1,1,1.700000047683716,0,1.700000047683716,0,0,0,0,0,0
HID112863,Takeo,1,1,752,0,2,0,0,50,500,0,200
HID112887,Battambang,0,0,0,,,,,,,,
HID112889,Prey Veng,0,0,0,,,,,,,,
HID112894,Svay Rieng,.5299999713897705,.5299999713897705,0,0,0,0,0,0,0,0,0
HID113294,Prey Veng,5,5,40000,4500,35500,0,0,0,0,0,0
HID113423,Prey Veng,.4000000059604645,.4000000059604645,5300,2300,3000,0,0,0,0,0,0
HID113435,Svay Rieng,.3300000131130219,.3300000131130219,0,0,0,0,0,0,0,0,0
HID113504,Stung Treng,0,0,0,,,,,,,,
HID113609,Pursat,0,0,0,,,,,,,,
HID113648,Battambang,.5,.5,2000,350,1500,0,0,0,150,0,0
HID113672,Battambang,.5,.5,2000,0,2000,0,0,0,0,0,0
HID113809,Kampong Thom,0,0,0,,,,,,,,
HID113897,Stung Treng,2,2,0,0,0,0,0,0,0,0,0
HID113917,Kandal,0,0,0,,,,,,,,
HID113940,Kampong Speu,.699999988079071,.699999988079071,2900,1600,1300,0,0,0,0,0,0
HID113941,Kampong Thom,.5,.5,0,0,0,0,0,0,0,0,0
HID113953,Prey Veng,1,1,3500,2380,1000,0,0,0,120,0,0
HID113982,Prey Veng,3,3,5000,500,3000,0,0,300,700,0,500
HID114049,Kampong Speu,.4000000059604645,.4000000059604645,0,0,0,0,0,0,0,0,0
HID114062,Takeo,.25,.25,0,0,0,0,0,0,0,0,0
HID114330,Prey Veng,0,0,0,,,,,,,,
HID114358,Preah Vihear,4,4,65,50,0,0,10,0,5,0,0
HID114430,Siem Reap,.5,.5,0,0,0,0,0,0,0,0,0
HID114473,Kep,1,1,2280,1710,570,0,0,0,0,0,0
HID114648,Kampong Cham,.2700000107288361,.2700000107288361,0,0,0,0,0,0,0,0,0
HID114696,Kampot,.0299999993294477,.0299999993294477,0,0,0,0,0,0,0,0,0
HID114776,Kratie,0,0,0,,,,,,,,
HID115211,Pursat,0,0,0,,,,,,,,
HID115229,Kampong Speu,.4000000059604645,.4000000059604645,0,0,0,0,0,0,0,0,0
HID115231,Tboung Khmum,.5,.5,0,0,0,0,0,0,0,0,0
HID115233,Kampong Thom,0,0,0,,,,,,,,
HID115254,Kampong Cham,4,4,140,60,50,0,0,0,30,0,0
HID115447,Mondul Kiri,0,0,0,,,,,,,,
HID115466,Kampong Cham,1,1,0,0,0,0,0,0,0,0,0
HID115589,Battambang,.6399999856948853,.6399999856948853,2500,1000,1000,500,0,0,0,0,0
HID115624,Battambang,0,0,0,,,,,,,,
HID115693,Battambang,3.900000095367432,4,17000,2300,14700,0,0,0,0,0,0
HID115723,Kratie,0,0,0,,,,,,,,
HID115993,Battambang,10,10,60000,4000,56000,0,0,0,0,0,0
HID116013,Prey Veng,.300000011920929,.300000011920929,3800,2000,1800,0,0,0,0,0,0
HID116062,Svay Rieng,1.370000004768372,1.370000004768372,0,0,0,0,0,0,0,0,0
HID116138,Kampot,.4000000059604645,.4000000059604645,0,0,0,0,0,0,0,0,0
HID116154,Pursat,1.299999952316284,1.299999952316284,12800,1500,11300,0,0,0,0,0,0
HID116252,Kampong Speu,.4000000059604645,.4000000059604645,0,0,0,0,0,0,0,0,0
HID116291,Takeo,1.300000011920929,1.300000011920929,3500,0,3500,0,0,0,0,0,0
HID116508,Takeo,2,2,3100,2300,0,0,0,600,200,0,0
HID116686,Kandal,.4000000059604645,.4000000059604645,0,0,0,0,0,0,0,0,0
HID116727,Takeo,1.210000038146973,1.210000038146973,2000,590,1000,0,0,10,400,0,0
HID116742,Kampong Cham,0,0,0,,,,,,,,
HID116940,Siem Reap,0,0,0,,,,,,,,
HID116999,Siem Reap,3.5,3.5,29000,0,29000,0,0,0,0,0,0
HID117332,Kampong Speu,.5,.5,0,0,0,0,0,0,0,0,0
HID117496,Prey Veng,1.5,1.5,8000,1000,7000,0,0,0,0,0,0
HID117571,Prey Veng,1.299999952316284,1.299999952316284,4000,2000,2000,0,0,0,0,0,0
HID117583,Svay Rieng,6,6,15000,4000,11000,0,0,0,0,0,0
HID117645,Kampong Thom,.0450000017881393,.0450000017881393,240,216,0,0,0,0,24,0,0
HID117661,Otdar Meanchey,0,0,0,,,,,,,,
HID117737,Battambang,0,0,0,,,,,,,,
HID117739,Prey Veng,2,2,6000,1580,4000,0,0,20,300,0,100
HID117762,Takeo,.4449999928474426,.4449999928474426,0,0,0,0,0,0,0,0,0
HID117917,Kandal,0,0,0,,,,,,,,
HID118098,Tboung Khmum,1,1,0,0,0,0,0,0,0,0,0
HID118239,Kampong Speu,.5,.5,0,0,0,0,0,0,0,0,0
HID118274,Kampong Speu,1.100000023841858,1.100000023841858,3100,2100,1000,0,0,0,0,0,0
HID118295,Siem Reap,2,2,4000,0,3000,0,0,0,1000,0,0
HID118345,Kampong Speu,.4099999964237213,.4099999964237213,960,450,400,40,0,15,55,0,0
HID118450,Kampong Thom,.300000011920929,1.049999952316284,0,0,0,0,0,0,0,0,0
HID118559,Preah Vihear,2.5,2.5,0,0,0,0,0,0,0,0,0
HID118706,Prey Veng,0,0,0,,,,,,,,
HID118765,Kampot,.300000011920929,.300000011920929,0,0,0,0,0,0,0,0,0
HID118955,Siem Reap,1,1,0,0,0,0,0,0,0,0,0
HID119020,Svay Rieng,1,1,0,0,0,0,0,0,0,0,0
HID119047,Kandal,0,0,0,,,,,,,,
HID119075,Preah Sihanouk,0,0,0,,,,,,,,
HID119164,Kandal,0,0,0,,,,,,,,
HID119175,Prey Veng,0,0,0,,,,,,,,
HID119193,Kampong Speu,.1800000071525574,.1800000071525574,0,0,0,0,0,0,0,0,0
HID119211,Stung Treng,.5,.5,0,0,0,0,0,0,0,0,0
HID119310,Siem Reap,3,3,6000,500,5500,0,0,0,0,0,0
HID119629,Siem Reap,.949999988079071,.949999988079071,5000,3000,2000,0,0,0,0,0,0
HID119754,Kratie,0,0,0,,,,,,,,
HID119789,Preah Vihear,3,3,5000,3000,2000,0,0,0,0,0,0
HID119834,Prey Veng,2,2,6600,2200,4400,0,0,0,0,0,0
HID119952,Kratie,0,0,0,,,,,,,,
HID119987,Kandal,1,1,4000,1200,2800,0,0,0,0,0,0
HID120275,Battambang,1,1,3000,1500,1300,0,0,0,200,0,0
HID120319,Prey Veng,.5,.5,0,0,0,0,0,0,0,0,0
HID120393,Siem Reap,1.5,1.5,6000,2000,4000,0,0,0,0,0,0
HID120588,Kampong Cham,.5,.5,2250,0,2250,0,0,0,0,0,0
HID120639,Kampong Speu,.300000011920929,.300000011920929,0,0,0,0,0,0,0,0,0
HID120777,Preah Sihanouk,0,0,0,,,,,,,,
HID120868,Kampong Cham,0,0,0,,,,,,,,
HID120917,Kampot,0,0,0,,,,,,,,
HID121044,Prey Veng,.800000011920929,.800000011920929,1300,830,0,350,0,0,120,0,0
HID121087,Kampong Cham,1,1,0,0,0,0,0,0,0,0,0
HID121148,Battambang,0,0,0,0,0,0,0,0,0,0,0
HID121157,Kampong Thom,.5,.5,2840,500,2200,0,0,70,70,0,0
HID121249,Takeo,.2000000029802322,.2000000029802322,0,0,0,0,0,0,0,0,0
HID121390,Banteay Meanchey,.5,.5,0,0,0,0,0,0,0,0,0
HID121420,Takeo,.300000011920929,.300000011920929,0,0,0,0,0,0,0,0,0
HID121498,Phnom Penh,0,0,0,,,,,,,,
HID121529,Siem Reap,.303000011947006,.303000011947006,0,0,0,0,0,0,0,0,0
HID121576,Banteay Meanchey,0,0,0,,,,,,,,
HID121641,Kampot,.4000000059604645,.4000000059604645,0,0,0,0,0,0,0,0,0
HID121646,Stung Treng,3,3,0,0,0,0,0,0,0,0,0
HID121731,Kampong Chhnang,0,0,0,,,,,,,,
HID121747,Siem Reap,4.5,4.5,6000,2000,4000,0,0,0,0,0,0
HID121938,Kampong Cham,5,5,17500,0,17500,0,0,0,0,0,0
HID121965,Pursat,2.309999972581863,2.309999972581863,0,0,0,0,0,0,0,0,0
HID122000,Svay Rieng,.300000011920929,.300000011920929,0,0,0,0,0,0,0,0,0
HID122009,Prey Veng,.4500000178813934,.4500000178813934,700,300,400,0,0,0,0,0,0
HID122041,Pailin,0,0,0,,,,,,,,
HID122177,Preah Vihear,4,4,6000,3000,3000,0,0,0,0,0,0
HID122206,Battambang,1.5,1.5,5500,1000,4500,0,0,0,0,0,0
HID122284,Kampot,.239999994635582,.239999994635582,0,0,0,0,0,0,0,0,0
HID122524,Kampong Cham,2,2,8000,2000,6000,0,0,0,0,0,0
HID122625,Kratie,0,0,0,,,,,,,,
HID122640,Pursat,0,0,0,,,,,,,,
HID122642,Tboung Khmum,.300000011920929,.300000011920929,2200,900,1000,0,300,0,0,0,0
HID122780,Takeo,1.029999971389771,1.029999971389771,0,0,0,0,0,0,0,0,0
HID122860,Takeo,.7400000095367432,.7400000095367432,0,0,0,0,0,0,0,0,0
HID122897,Preah Vihear,4.5,4.5,4000,1500,2500,0,0,0,0,0,0
HID123076,Kampong Thom,0,0,0,,,,,,,,
HID123113,Ratanak Kiri,0,0,0,,,,,,,,
HID123310,Kandal,.6000000238418579,.6000000238418579,0,0,0,0,0,0,0,0,0
HID123378,Kampong Cham,0,0,0,,,,,,,,
HID123549,Svay Rieng,.2899999916553497,.2899999916553497,0,0,0,0,0,0,0,0,0
HID123603,Kampong Cham,.0399999991059303,.0399999991059303,0,0,0,0,0,0,0,0,0
HID123641,Prey Veng,3.5,3.5,14000,2000,11000,0,0,0,1000,0,0
HID123645,Kampong Speu,.5,.5,0,0,0,0,0,0,0,0,0
HID123650,Kampong Thom,1,1,0,0,0,0,0,0,0,0,0
HID123684,Pursat,0,0,0,,,,,,,,
HID123782,Banteay Meanchey,.4000000059604645,.4000000059604645,400,0,400,0,0,0,0,0,0
HID123950,Kampot,1.700000047683716,1.700000047683716,3150,1500,1650,0,0,0,0,0,0
HID124206,Kampot,.6000000238418579,.6000000238418579,0,0,0,0,0,0,0,0,0
HID124291,Prey Veng,.4600000083446503,.4600000083446503,4880,1500,3380,0,0,0,0,0,0
HID124300,Siem Reap,2,2,3000,1000,2000,0,0,0,0,0,0
HID124374,Svay Rieng,.75,.75,0,0,0,0,0,0,0,0,0
HID124711,Banteay Meanchey,2,4,3000,2000,1000,0,0,0,0,0,0
HID124719,Takeo,1,1,2200,1900,300,0,0,0,0,0,0
HID124741,Kandal,0,0,0,,,,,,,,
HID124746,Prey Veng,.2000000029802322,.2000000029802322,500,450,0,0,0,0,50,0,0
HID124774,Mondul Kiri,0,0,0,,,,,,,,
HID124859,Prey Veng,.4000000059604645,.4000000059604645,4000,1000,2000,0,1000,0,0,0,0
HID125041,Kratie,5,5,7500,2500,5000,0,0,0,0,0,0
HID125146,Kampong Cham,.6000000238418579,.6000000238418579,5000,2000,3000,0,0,0,0,0,0
HID125199,Svay Rieng,.300000011920929,.300000011920929,0,0,0,0,0,0,0,0,0
HID125228,Takeo,.3499999940395355,.3499999940395355,0,0,0,0,0,0,0,0,0
HID125229,Takeo,2.059999942779541,2.059999942779541,10100,800,8260,0,0,0,1040,0,0
HID125283,Kampong Cham,.5,.5,0,0,0,0,0,0,0,0,0
HID125414,Siem Reap,2,2,4000,1500,2500,0,0,0,0,0,0
HID125542,Kampong Cham,0,0,0,,,,,,,,
HID125588,Kandal,0,0,0,,,,,,,,
HID125768,Takeo,1.479999959468842,1.479999959468842,2300,1400,400,300,0,100,100,0,0
HID125818,Kampong Speu,.25,.25,0,0,0,0,0,0,0,0,0
HID125985,Kandal,0,0,0,,,,,,,,
HID126016,Kandal,.2899999916553497,.2899999916553497,0,0,0,0,0,0,0,0,0
HID126107,Kampong Thom,.5,.5,0,0,0,0,0,0,0,0,0
HID126131,Siem Reap,5.699999809265137,5.699999809265137,11000,3000,8000,0,0,0,0,0,0
HID126208,Prey Veng,3,3,13000,1000,11000,0,0,0,1000,0,0
HID126250,Kandal,0,0,0,,,,,,,,
HID126360,Prey Veng,2.25,2.25,30000,3000,27000,0,0,0,0,0,0
HID126399,Banteay Meanchey,0,0,0,,,,,,,,
HID126605,Kampong Thom,1,1,0,0,0,0,0,0,0,0,0
HID126617,Preah Vihear,2.700000047683716,2.700000047683716,1200,400,800,0,0,0,0,0,0
HID126622,Svay Rieng,.550000011920929,.550000011920929,0,0,0,0,0,0,0,0,0
HID126771,Koh Kong,.5,.5,0,0,0,0,0,0,0,0,0
HID126789,Kandal,.25,.25,0,0,0,0,0,0,0,0,0
HID126797,Siem Reap,5,5,8000,3000,5000,0,0,0,0,0,0
HID126842,Mondul Kiri,1.5,1.5,0,0,0,0,0,0,0,0,0
HID126852,Kandal,.5,.5,0,0,0,0,0,0,0,0,0
HID126885,Banteay Meanchey,1,4,16000,0,15000,0,0,0,1000,0,0
HID127369,Kampot,.699999988079071,.699999988079071,4500,2000,2000,200,0,100,200,0,0
HID127497,Kampong Speu,.300000011920929,.300000011920929,0,0,0,0,0,0,0,0,0
HID127505,Preah Sihanouk,0,0,0,,,,,,,,
HID127531,Prey Veng,.239999994635582,.239999994635582,0,0,0,0,0,0,0,0,0
HID127743,Siem Reap,4.300000190734863,4.300000190734863,7600,7200,0,0,0,0,400,0,0
HID127758,Kampong Thom,0,0,0,,,,,,,,
HID127963,Kampot,.75,.75,1375,825,550,0,0,0,0,0,0
HID127983,Prey Veng,5,5,16000,4000,12000,0,0,0,0,0,0
HID128059,Kampong Speu,.550000011920929,.550000011920929,0,0,0,0,0,0,0,0,0
HID128105,Prey Veng,.800000011920929,.800000011920929,0,0,0,0,0,0,0,0,0
HID128167,Kampong Thom,.4000000059604645,.4000000059604645,0,0,0,0,0,0,0,0,0
HID128225,Takeo,.5,.5,2000,1200,300,0,0,300,200,0,0
HID128235,Kandal,0,0,0,,,,,,,,
HID128321,Siem Reap,0,0,0,,,,,,,,
HID128324,Takeo,.5299999713897705,.5299999713897705,2000,1695,0,0,100,100,100,5,0
HID128344,Battambang,0,0,0,,,,,,,,
HID128395,Prey Veng,2.700000047683716,2.700000047683716,5600,1200,3600,0,0,0,800,0,0
HID128529,Battambang,8,8,10000,5000,5000,0,0,0,0,0,0
HID128614,Kampong Speu,.300000011920929,.300000011920929,0,0,0,0,0,0,0,0,0
HID128663,Prey Veng,.5,.5,0,0,0,0,0,0,0,0,0
HID128773,Banteay Meanchey,0,0,0,,,,,,,,
HID129085,Svay Rieng,1.5,1.5,0,0,0,0,0,0,0,0,0
HID129229,Prey Veng,0,0,0,,,,,,,,
HID129388,Siem Reap,2,2,2500,1850,400,0,0,0,250,0,0
HID129456,Kampong Speu,.4000000059604645,.4000000059604645,0,0,0,0,0,0,0,0,0
HID129673,Takeo,1,1,0,0,0,0,0,0,0,0,0
HID129705,Svay Rieng,0,0,0,,,,,,,,
HID129722,Kratie,0,0,0,,,,,,,,
HID129755,Kampong Cham,.1749999970197678,.1749999970197678,0,0,0,0,0,0,0,0,0
HID129769,Kampot,0,0,0,,,,,,,,
HID129993,Battambang,0,0,0,,,,,,,,
HID130005,Kampong Thom,.1000000014901161,.699999988079071,0,0,0,0,0,0,0,0,0
HID130073,Kampong Cham,6,6,24000,2800,21200,0,0,0,0,0,0
HID130103,Kampot,0,0,0,,,,,,,,
HID130165,Pursat,1.5,1.5,6000,1500,4500,0,0,0,0,0,0
HID130530,Kampong Cham,0,0,0,,,,,,,,
HID130541,Stung Treng,0,0,0,,,,,,,,
