hhid,province,area_rice_harvested,area_rice_planted,qty_rice_harvested,qty_rice_own_use,qty_rice_sale,qty_rice_gift,qty_rice_pay,qty_rice_feed,qty_rice_seed,qty_rice_lost,qty_rice_processed
HID100022,5,0,0,0,,,,,,,,
HID100123,17,0,0,0,,,,,,,,
HID100505,19,2,2,0,0,0,0,0,0,0,0,0
HID100568,1,1.5,1.5,2200,1500,700,0,0,0,0,0,0
HID100622,17,2,2,0,0,0,0,0,0,0,0,0
HID100703,8,1,1,0,0,0,0,0,0,0,0,0
HID100709,1,0,0,0,,,,,,,,
HID100767,3,0,0,0,,,,,,,,
HID100830,1,0,0,0,,,,,,,,
HID100960,25,0,0,0,,,,,,,,
HID101040,23,.1049999967217445,.1049999967217445,0,0,0,0,0,0,0,0,0
HID101076,7,.5,.5,0,0,0,0,0,0,0,0,0
HID101086,2,0,0,0,,,,,,,,
HID101130,7,.6000000238418579,.6000000238418579,4200,3600,600,0,0,0,0,0,0
HID101147,25,0,0,0,,,,,,,,
HID101152,1,8,8,16000,6000,10000,0,0,0,0,0,0
HID101200,21,1.799999952316284,1.799999952316284,4000,1000,3000,0,0,0,0,0,0
HID101213,21,0,0,0,,,,,,,,
HID101260,20,.4000000059604645,.4000000059604645,0,0,0,0,0,0,0,0,0
HID101624,17,2.900000095367432,2.900000095367432,4000,2000,2000,0,0,0,0,0,0
HID101636,4,.5,.5,0,0,0,0,0,0,0,0,0
HID101774,14,1.509999990463257,1.509999990463257,3000,1500,1000,0,0,0,500,0,0
HID101937,3,.300000011920929,.300000011920929,0,0,0,0,0,0,0,0,0
HID102011,16,0,0,0,,,,,,,,
HID102100,20,.5,.5,0,0,0,0,0,0,0,0,0
HID102181,14,1.100000023841858,1.100000023841858,7500,2500,5000,0,0,0,0,0,0
HID102229,22,2,2,0,0,0,0,0,0,0,0,0
HID102441,3,0,0,0,,,,,,,,
HID102496,7,.6600000262260437,.6600000262260437,0,0,0,0,0,0,0,0,0
HID102562,8,0,0,0,,,,,,,,
HID102779,17,.5,.5,0,0,0,0,0,0,0,0,0
HID102839,8,1.200000047683716,1.200000047683716,11000,1000,10000,0,0,0,0,0,0
HID102877,1,3.279999971389771,3.279999971389771,4000,1000,3000,0,0,0,0,0,0
HID102931,3,1.200000047683716,1.200000047683716,0,0,0,0,0,0,0,0,0
HID103006,22,1,1,0,0,0,0,0,0,0,0,0
HID103057,14,.800000011920929,.800000011920929,0,0,0,0,0,0,0,0,0
HID103066,5,.300000011920929,.300000011920929,0,0,0,0,0,0,0,0,0
HID103140,18,0,0,0,,,,,,,,
HID103196,13,4,4,6000,2000,4000,0,0,0,0,0,0
HID103225,21,1,1,6300,3300,3000,0,0,0,0,0,0
HID103340,1,3,3,3000,400,2000,0,0,0,600,0,0
HID103410,11,0,0,0,,,,,,,,
HID103416,4,.8600000143051147,.8600000143051147,1050,750,300,0,0,0,0,0,0
HID103572,14,.5,.5,0,0,0,0,0,0,0,0,0
HID103647,21,1.279999971389771,1.279999971389771,3400,1750,1500,0,0,0,150,0,0
HID103775,1,0,0,0,,,,,,,,
HID103871,3,.4000000059604645,.4000000059604645,0,0,0,0,0,0,0,0,0
HID103915,13,1.5,1.5,0,0,0,0,0,0,0,0,0
HID103986,12,.2300000041723251,.2300000041723251,0,0,0,0,0,0,0,0,0
HID103990,14,.5,1,0,0,0,0,0,0,0,0,0
HID104034,21,.3799999952316284,.3799999952316284,0,0,0,0,0,0,0,0,0
HID104238,21,.2000000029802322,.2000000029802322,0,0,0,0,0,0,0,0,0
HID104328,20,.2000000029802322,.2000000029802322,0,0,0,0,0,0,0,0,0
HID104349,7,0,0,0,,,,,,,,
HID104451,3,0,0,0,,,,,,,,
HID104495,4,.9900000095367432,.9900000095367432,0,0,0,0,0,0,0,0,0
HID104497,17,1,1,0,0,0,0,0,0,0,0,0
HID104607,20,2,2,0,0,0,0,0,0,0,0,0
HID104779,5,.4000000059604645,.4000000059604645,0,0,0,0,0,0,0,0,0
HID104786,13,2.5,3,0,0,0,0,0,0,0,0,0
HID104920,17,.5,.5,0,0,0,0,0,0,0,0,0
HID104929,7,0,0,0,,,,,,,,
HID105113,3,0,0,0,,,,,,,,
HID105181,1,1.850000023841858,2,8000,1000,7000,0,0,0,0,0,0
HID105281,21,1.899999976158142,1.899999976158142,8000,1000,5000,0,0,0,1000,1000,0
HID105463,14,.2000000029802322,.2000000029802322,0,0,0,0,0,0,0,0,0
HID105557,7,0,0,0,,,,,,,,
HID105612,8,.25,.25,0,0,0,0,0,0,0,0,0
HID105858,5,0,0,0,,,,,,,,
HID105861,9,.1500000059604645,.1500000059604645,0,0,0,0,0,0,0,0,0
HID105878,20,4,4,59000,0,59000,0,0,0,0,0,0
HID105943,4,2.400000095367432,2.400000095367432,11000,1500,8000,1500,0,0,0,0,0
HID105944,15,0,0,0,,,,,,,,
HID105976,1,2,2,0,0,0,0,0,0,0,0,0
HID106020,2,5.5,5.5,10000,3000,7000,0,0,0,0,0,0
HID106089,25,0,0,0,,,,,,,,
HID106192,14,2,2,6000,1500,4260,0,0,0,240,0,0
HID106199,8,0,0,0,,,,,,,,
HID106297,7,.8999999761581421,.8999999761581421,3000,1500,1500,0,0,0,0,0,0
HID106338,17,.550000011920929,.550000011920929,0,0,0,0,0,0,0,0,0
HID106354,14,0,0,0,,,,,,,,
HID106381,8,.5,.5,0,0,0,0,0,0,0,0,0
HID106472,21,.7300000190734863,.7300000190734863,1400,770,220,200,0,100,110,0,0
HID106720,5,0,0,0,,,,,,,,
HID106741,3,0,0,0,,,,,,,,
HID106763,14,2.5,2.5,1500,1000,0,0,0,0,500,0,0
HID106833,7,0,0,0,0,0,0,0,0,0,0,0
HID106842,22,3,3,5000,3000,2000,0,0,0,0,0,0
HID107036,1,0,0,0,,,,,,,,
HID107054,14,.0500000007450581,.0500000007450581,0,0,0,0,0,0,0,0,0
HID107178,8,.6000000238418579,.6000000238418579,6400,1400,4800,0,0,0,200,0,0
HID107233,14,.7900000214576721,.7900000214576721,2005,1200,500,25,0,0,250,30,0
HID107298,11,0,0,0,,,,,,,,
HID107333,16,0,0,0,,,,,,,,
HID107374,21,.449999988079071,.449999988079071,3800,700,3100,0,0,0,0,0,0
HID107433,3,3,4,13500,1400,12100,0,0,0,0,0,0
HID107458,23,.135000005364418,.135000005364418,0,0,0,0,0,0,0,0,0
HID107544,25,0,0,0,,,,,,,,
HID107683,20,.800000011920929,.800000011920929,0,0,0,0,0,0,0,0,0
HID107789,14,.5,.5,1500,500,0,0,0,300,300,0,400
HID107794,5,0,0,0,,,,,,,,
HID107830,24,0,0,0,,,,,,,,
HID107954,20,.8999999761581421,.8999999761581421,0,0,0,0,0,0,0,0,0
HID108190,8,1,1,5000,2000,3000,0,0,0,0,0,0
HID108223,2,0,0,0,,,,,,,,
HID108301,14,.8999999761581421,.8999999761581421,5000,1000,3800,0,0,0,200,0,0
HID108322,4,3,3,3100,1000,1000,0,0,100,1000,0,0
HID108329,17,2,2,0,0,0,0,0,0,0,0,0
HID108487,17,3,3,6000,2000,4000,0,0,0,0,0,0
HID108666,7,0,0,0,,,,,,,,
HID108823,6,.699999988079071,.699999988079071,0,0,0,0,0,0,0,0,0
HID108825,14,2.700000047683716,2.700000047683716,15600,3800,11800,0,0,0,0,0,0
HID108830,17,1.700000047683716,1.700000047683716,4000,1500,2500,0,0,0,0,0,0
HID108879,2,0,0,0,,,,,,,,
HID108915,4,1.5,1.5,2000,1000,1000,0,0,0,0,0,0
HID108977,17,0,0,0,,,,,,,,
HID109004,20,.4000000059604645,.4000000059604645,0,0,0,0,0,0,0,0,0
HID109018,3,.800000011920929,.800000011920929,0,0,0,0,0,0,0,0,0
HID109028,20,.0199999995529652,.0199999995529652,0,0,0,0,0,0,0,0,0
HID109256,14,.6100000143051147,.6499999910593033,1400,1200,200,0,0,0,0,0,0
HID109257,15,.75,.75,0,0,0,0,0,0,0,0,0
HID109458,20,3,3,9000,0,5000,0,0,0,300,0,3700
HID109658,2,2,2,8000,2000,6000,0,0,0,0,0,0
HID109748,20,1.149999976158142,1.149999976158142,3500,2500,1000,0,0,0,0,0,0
HID109761,6,3.5,4,25000,1000,24000,0,0,0,0,0,0
HID109937,20,.5,.5,0,0,0,0,0,0,0,0,0
HID109947,8,.25,.25,2000,800,1000,0,0,0,200,0,0
HID109975,15,0,0,0,,,,,,,,
HID110056,18,0,0,0,,,,,,,,
HID110113,2,0,0,0,,,,,,,,
HID110309,4,3,3,6000,2000,3000,0,0,0,1000,0,0
HID110378,17,0,0,0,,,,,,,,
HID110388,25,.5,.5,1500,500,800,0,0,10,190,0,0
HID110491,20,.699999988079071,.699999988079071,0,0,0,0,0,0,0,0,0
HID110587,16,1.5,1.5,0,0,0,0,0,0,0,0,0
HID110619,3,0,0,0,,,,,,,,
HID110713,5,0,0,0,,,,,,,,
HID110928,4,.5,.5,465,400,0,0,0,10,50,5,0
HID110989,8,.8199999928474426,.8199999928474426,4000,500,3500,0,0,0,0,0,0
HID111085,14,.1000000014901161,.1000000014901161,0,0,0,0,0,0,0,0,0
HID111159,2,0,0,0,0,0,0,0,0,0,0,0
HID111180,21,.1000000014901161,.1000000014901161,0,0,0,0,0,0,0,0,0
HID111186,9,1.5,1.5,0,0,0,0,0,0,0,0,0
HID111523,21,1.700000047683716,1.700000047683716,19370,800,18000,0,0,200,320,50,0
HID111575,17,.25,.25,0,0,0,0,0,0,0,0,0
HID111586,23,.25,.25,0,0,0,0,0,0,0,0,0
HID111662,10,0,0,0,,,,,,,,
HID111726,6,.0500000007450581,2.25,0,0,0,0,0,0,0,0,0
HID111789,20,.5,.5,0,0,0,0,0,0,0,0,0
HID111850,6,0,0,0,,,,,,,,
HID111866,8,2.5,2.5,16250,9250,7000,0,0,0,0,0,0
HID111879,2,3,3,4500,2000,2000,0,0,0,500,0,0
HID111887,5,.550000011920929,.550000011920929,0,0,0,0,0,0,0,0,0
HID111919,2,2,2,0,0,0,0,0,0,0,0,0
HID111925,,0,0,0,,,,,,,,
HID112103,3,.449999988079071,.449999988079071,0,0,0,0,0,0,0,0,0
HID112120,8,1,1,5000,500,4500,0,0,0,0,0,0
HID112239,2,0,0,0,,,,,,,,
HID112311,17,1,1,1000,600,400,0,0,0,0,0,0
HID112337,22,1,1,0,0,0,0,0,0,0,0,0
HID112407,14,2,2,5500,2000,0,0,0,1000,1000,0,1500
HID112659,17,0,0,0,,,,,,,,
HID112680,17,2.5,2.5,4500,1500,3000,0,0,0,0,0,0
HID112704,6,.4000000059604645,.699999988079071,0,0,0,0,0,0,0,0,0
HID112759,7,0,0,0,,,,,,,,
HID112777,14,3,3,13000,1000,10000,0,0,0,2000,0,0
HID112791,2,1,1,1.700000047683716,0,1.700000047683716,0,0,0,0,0,0
HID112863,21,1,1,752,0,2,0,0,50,500,0,200
HID112887,2,0,0,0,,,,,,,,
HID112889,14,0,0,0,,,,,,,,
HID112894,20,.5299999713897705,.5299999713897705,0,0,0,0,0,0,0,0,0
HID113294,14,5,5,40000,4500,35500,0,0,0,0,0,0
HID113423,14,.4000000059604645,.4000000059604645,5300,2300,3000,0,0,0,0,0,0
HID113435,20,.3300000131130219,.3300000131130219,0,0,0,0,0,0,0,0,0
HID113504,19,0,0,0,,,,,,,,
HID113609,15,0,0,0,,,,,,,,
HID113648,2,.5,.5,2000,350,1500,0,0,0,150,0,0
HID113672,2,.5,.5,2000,0,2000,0,0,0,0,0,0
HID113809,6,0,0,0,,,,,,,,
HID113897,19,2,2,0,0,0,0,0,0,0,0,0
HID113917,8,0,0,0,,,,,,,,
HID113940,5,.699999988079071,.699999988079071,2900,1600,1300,0,0,0,0,0,0
HID113941,6,.5,.5,0,0,0,0,0,0,0,0,0
HID113953,14,1,1,3500,2380,1000,0,0,0,120,0,0
HID113982,14,3,3,5000,500,3000,0,0,300,700,0,500
HID114049,5,.4000000059604645,.4000000059604645,0,0,0,0,0,0,0,0,0
HID114062,21,.25,.25,0,0,0,0,0,0,0,0,0
HID114330,14,0,0,0,,,,,,,,
HID114358,13,4,4,65,50,0,0,10,0,5,0,0
HID114430,17,.5,.5,0,0,0,0,0,0,0,0,0
HID114473,23,1,1,2280,1710,570,0,0,0,0,0,0
HID114648,3,.2700000107288361,.2700000107288361,0,0,0,0,0,0,0,0,0
HID114696,7,.0299999993294477,.0299999993294477,0,0,0,0,0,0,0,0,0
HID114776,10,0,0,0,,,,,,,,
HID115211,15,0,0,0,,,,,,,,
HID115229,5,.4000000059604645,.4000000059604645,0,0,0,0,0,0,0,0,0
HID115231,25,.5,.5,0,0,0,0,0,0,0,0,0
HID115233,6,0,0,0,,,,,,,,
HID115254,3,4,4,140,60,50,0,0,0,30,0,0
HID115447,11,0,0,0,,,,,,,,
HID115466,3,1,1,0,0,0,0,0,0,0,0,0
HID115589,2,.6399999856948853,.6399999856948853,2500,1000,1000,500,0,0,0,0,0
HID115624,2,0,0,0,,,,,,,,
HID115693,2,3.900000095367432,4,17000,2300,14700,0,0,0,0,0,0
HID115723,10,0,0,0,,,,,,,,
HID115993,2,10,10,60000,4000,56000,0,0,0,0,0,0
HID116013,14,.300000011920929,.300000011920929,3800,2000,1800,0,0,0,0,0,0
HID116062,20,1.370000004768372,1.370000004768372,0,0,0,0,0,0,0,0,0
HID116138,7,.4000000059604645,.4000000059604645,0,0,0,0,0,0,0,0,0
HID116154,15,1.299999952316284,1.299999952316284,12800,1500,11300,0,0,0,0,0,0
HID116252,5,.4000000059604645,.4000000059604645,0,0,0,0,0,0,0,0,0
HID116291,21,1.300000011920929,1.300000011920929,3500,0,3500,0,0,0,0,0,0
HID116508,21,2,2,3100,2300,0,0,0,600,200,0,0
HID116686,8,.4000000059604645,.4000000059604645,0,0,0,0,0,0,0,0,0
HID116727,21,1.210000038146973,1.210000038146973,2000,590,1000,0,0,10,400,0,0
HID116742,3,0,0,0,,,,,,,,
HID116940,17,0,0,0,,,,,,,,
HID116999,17,3.5,3.5,29000,0,29000,0,0,0,0,0,0
HID117332,5,.5,.5,0,0,0,0,0,0,0,0,0
HID117496,14,1.5,1.5,8000,1000,7000,0,0,0,0,0,0
HID117571,14,1.299999952316284,1.299999952316284,4000,2000,2000,0,0,0,0,0,0
HID117583,20,6,6,15000,4000,11000,0,0,0,0,0,0
HID117645,6,.0450000017881393,.0450000017881393,240,216,0,0,0,0,24,0,0
HID117661,22,0,0,0,,,,,,,,
HID117737,2,0,0,0,,,,,,,,
HID117739,14,2,2,6000,1580,4000,0,0,20,300,0,100
HID117762,21,.4449999928474426,.4449999928474426,0,0,0,0,0,0,0,0,0
HID117917,8,0,0,0,,,,,,,,
HID118098,25,1,1,0,0,0,0,0,0,0,0,0
HID118239,5,.5,.5,0,0,0,0,0,0,0,0,0
HID118274,5,1.100000023841858,1.100000023841858,3100,2100,1000,0,0,0,0,0,0
HID118295,17,2,2,4000,0,3000,0,0,0,1000,0,0
HID118345,5,.4099999964237213,.4099999964237213,960,450,400,40,0,15,55,0,0
HID118450,6,.300000011920929,1.049999952316284,0,0,0,0,0,0,0,0,0
HID118559,13,2.5,2.5,0,0,0,0,0,0,0,0,0
HID118706,14,0,0,0,,,,,,,,
HID118765,7,.300000011920929,.300000011920929,0,0,0,0,0,0,0,0,0
HID118955,17,1,1,0,0,0,0,0,0,0,0,0
HID119020,20,1,1,0,0,0,0,0,0,0,0,0
HID119047,8,0,0,0,,,,,,,,
HID119075,18,0,0,0,,,,,,,,
HID119164,8,0,0,0,,,,,,,,
HID119175,14,0,0,0,,,,,,,,
HID119193,5,.1800000071525574,.1800000071525574,0,0,0,0,0,0,0,0,0
HID119211,19,.5,.5,0,0,0,0,0,0,0,0,0
HID119310,17,3,3,6000,500,5500,0,0,0,0,0,0
HID119629,17,.949999988079071,.949999988079071,5000,3000,2000,0,0,0,0,0,0
HID119754,10,0,0,0,,,,,,,,
HID119789,13,3,3,5000,3000,2000,0,0,0,0,0,0
HID119834,14,2,2,6600,2200,4400,0,0,0,0,0,0
HID119952,10,0,0,0,,,,,,,,
HID119987,8,1,1,4000,1200,2800,0,0,0,0,0,0
HID120275,2,1,1,3000,1500,1300,0,0,0,200,0,0
HID120319,14,.5,.5,0,0,0,0,0,0,0,0,0
HID120393,17,1.5,1.5,6000,2000,4000,0,0,0,0,0,0
HID120588,3,.5,.5,2250,0,2250,0,0,0,0,0,0
HID120639,5,.300000011920929,.300000011920929,0,0,0,0,0,0,0,0,0
HID120777,18,0,0,0,,,,,,,,
HID120868,3,0,0,0,,,,,,,,
HID120917,7,0,0,0,,,,,,,,
HID121044,14,.800000011920929,.800000011920929,1300,830,0,350,0,0,120,0,0
HID121087,3,1,1,0,0,0,0,0,0,0,0,0
HID121148,2,0,0,0,0,0,0,0,0,0,0,0
HID121157,6,.5,.5,2840,500,2200,0,0,70,70,0,0
HID121249,21,.2000000029802322,.2000000029802322,0,0,0,0,0,0,0,0,0
HID121390,1,.5,.5,0,0,0,0,0,0,0,0,0
HID121420,21,.300000011920929,.300000011920929,0,0,0,0,0,0,0,0,0
HID121498,12,0,0,0,,,,,,,,
HID121529,17,.303000011947006,.303000011947006,0,0,0,0,0,0,0,0,0
HID121576,1,0,0,0,,,,,,,,
HID121641,7,.4000000059604645,.4000000059604645,0,0,0,0,0,0,0,0,0
HID121646,19,3,3,0,0,0,0,0,0,0,0,0
HID121731,4,0,0,0,,,,,,,,
HID121747,17,4.5,4.5,6000,2000,4000,0,0,0,0,0,0
HID121938,3,5,5,17500,0,17500,0,0,0,0,0,0
HID121965,15,2.309999972581863,2.309999972581863,0,0,0,0,0,0,0,0,0
HID122000,20,.300000011920929,.300000011920929,0,0,0,0,0,0,0,0,0
HID122009,14,.4500000178813934,.4500000178813934,700,300,400,0,0,0,0,0,0
HID122041,24,0,0,0,,,,,,,,
HID122177,13,4,4,6000,3000,3000,0,0,0,0,0,0
HID122206,2,1.5,1.5,5500,1000,4500,0,0,0,0,0,0
HID122284,7,.239999994635582,.239999994635582,0,0,0,0,0,0,0,0,0
HID122524,3,2,2,8000,2000,6000,0,0,0,0,0,0
HID122625,10,0,0,0,,,,,,,,
HID122640,15,0,0,0,,,,,,,,
HID122642,25,.300000011920929,.300000011920929,2200,900,1000,0,300,0,0,0,0
HID122780,21,1.029999971389771,1.029999971389771,0,0,0,0,0,0,0,0,0
HID122860,21,.7400000095367432,.7400000095367432,0,0,0,0,0,0,0,0,0
HID122897,13,4.5,4.5,4000,1500,2500,0,0,0,0,0,0
HID123076,6,0,0,0,,,,,,,,
HID123113,16,0,0,0,,,,,,,,
HID123310,8,.6000000238418579,.6000000238418579,0,0,0,0,0,0,0,0,0
HID123378,3,0,0,0,,,,,,,,
HID123549,20,.2899999916553497,.2899999916553497,0,0,0,0,0,0,0,0,0
HID123603,3,.0399999991059303,.0399999991059303,0,0,0,0,0,0,0,0,0
HID123641,14,3.5,3.5,14000,2000,11000,0,0,0,1000,0,0
HID123645,5,.5,.5,0,0,0,0,0,0,0,0,0
HID123650,6,1,1,0,0,0,0,0,0,0,0,0
HID123684,15,0,0,0,,,,,,,,
HID123782,1,.4000000059604645,.4000000059604645,400,0,400,0,0,0,0,0,0
HID123950,7,1.700000047683716,1.700000047683716,3150,1500,1650,0,0,0,0,0,0
HID124206,7,.6000000238418579,.6000000238418579,0,0,0,0,0,0,0,0,0
HID124291,14,.4600000083446503,.4600000083446503,4880,1500,3380,0,0,0,0,0,0
HID124300,17,2,2,3000,1000,2000,0,0,0,0,0,0
HID124374,20,.75,.75,0,0,0,0,0,0,0,0,0
HID124711,1,2,4,3000,2000,1000,0,0,0,0,0,0
HID124719,21,1,1,2200,1900,300,0,0,0,0,0,0
HID124741,8,0,0,0,,,,,,,,
HID124746,14,.2000000029802322,.2000000029802322,500,450,0,0,0,0,50,0,0
HID124774,11,0,0,0,,,,,,,,
HID124859,14,.4000000059604645,.4000000059604645,4000,1000,2000,0,1000,0,0,0,0
HID125041,10,5,5,7500,2500,5000,0,0,0,0,0,0
HID125146,3,.6000000238418579,.6000000238418579,5000,2000,3000,0,0,0,0,0,0
HID125199,20,.300000011920929,.300000011920929,0,0,0,0,0,0,0,0,0
HID125228,21,.3499999940395355,.3499999940395355,0,0,0,0,0,0,0,0,0
HID125229,21,2.059999942779541,2.059999942779541,10100,800,8260,0,0,0,1040,0,0
HID125283,3,.5,.5,0,0,0,0,0,0,0,0,0
HID125414,17,2,2,4000,1500,2500,0,0,0,0,0,0
HID125542,3,0,0,0,,,,,,,,
HID125588,8,0,0,0,,,,,,,,
HID125768,21,1.479999959468842,1.479999959468842,2300,1400,400,300,0,100,100,0,0
HID125818,5,.25,.25,0,0,0,0,0,0,0,0,0
HID125985,8,0,0,0,,,,,,,,
HID126016,8,.2899999916553497,.2899999916553497,0,0,0,0,0,0,0,0,0
HID126107,6,.5,.5,0,0,0,0,0,0,0,0,0
HID126131,17,5.699999809265137,5.699999809265137,11000,3000,8000,0,0,0,0,0,0
HID126208,14,3,3,13000,1000,11000,0,0,0,1000,0,0
HID126250,8,0,0,0,,,,,,,,
HID126360,14,2.25,2.25,30000,3000,27000,0,0,0,0,0,0
HID126399,1,0,0,0,,,,,,,,
HID126605,6,1,1,0,0,0,0,0,0,0,0,0
HID126617,13,2.700000047683716,2.700000047683716,1200,400,800,0,0,0,0,0,0
HID126622,20,.550000011920929,.550000011920929,0,0,0,0,0,0,0,0,0
HID126771,9,.5,.5,0,0,0,0,0,0,0,0,0
HID126789,8,.25,.25,0,0,0,0,0,0,0,0,0
HID126797,17,5,5,8000,3000,5000,0,0,0,0,0,0
HID126842,11,1.5,1.5,0,0,0,0,0,0,0,0,0
HID126852,8,.5,.5,0,0,0,0,0,0,0,0,0
HID126885,1,1,4,16000,0,15000,0,0,0,1000,0,0
HID127369,7,.699999988079071,.699999988079071,4500,2000,2000,200,0,100,200,0,0
HID127497,5,.300000011920929,.300000011920929,0,0,0,0,0,0,0,0,0
HID127505,18,0,0,0,,,,,,,,
HID127531,14,.239999994635582,.239999994635582,0,0,0,0,0,0,0,0,0
HID127743,17,4.300000190734863,4.300000190734863,7600,7200,0,0,0,0,400,0,0
HID127758,6,0,0,0,,,,,,,,
HID127963,7,.75,.75,1375,825,550,0,0,0,0,0,0
HID127983,14,5,5,16000,4000,12000,0,0,0,0,0,0
HID128059,5,.550000011920929,.550000011920929,0,0,0,0,0,0,0,0,0
HID128105,14,.800000011920929,.800000011920929,0,0,0,0,0,0,0,0,0
HID128167,6,.4000000059604645,.4000000059604645,0,0,0,0,0,0,0,0,0
HID128225,21,.5,.5,2000,1200,300,0,0,300,200,0,0
HID128235,8,0,0,0,,,,,,,,
HID128321,17,0,0,0,,,,,,,,
HID128324,21,.5299999713897705,.5299999713897705,2000,1695,0,0,100,100,100,5,0
HID128344,2,0,0,0,,,,,,,,
HID128395,14,2.700000047683716,2.700000047683716,5600,1200,3600,0,0,0,800,0,0
HID128529,2,8,8,10000,5000,5000,0,0,0,0,0,0
HID128614,5,.300000011920929,.300000011920929,0,0,0,0,0,0,0,0,0
HID128663,14,.5,.5,0,0,0,0,0,0,0,0,0
HID128773,1,0,0,0,,,,,,,,
HID129085,20,1.5,1.5,0,0,0,0,0,0,0,0,0
HID129229,14,0,0,0,,,,,,,,
HID129388,17,2,2,2500,1850,400,0,0,0,250,0,0
HID129456,5,.4000000059604645,.4000000059604645,0,0,0,0,0,0,0,0,0
HID129673,21,1,1,0,0,0,0,0,0,0,0,0
HID129705,20,0,0,0,,,,,,,,
HID129722,10,0,0,0,,,,,,,,
HID129755,3,.1749999970197678,.1749999970197678,0,0,0,0,0,0,0,0,0
HID129769,7,0,0,0,,,,,,,,
HID129993,2,0,0,0,,,,,,,,
HID130005,6,.1000000014901161,.699999988079071,0,0,0,0,0,0,0,0,0
HID130073,3,6,6,24000,2800,21200,0,0,0,0,0,0
HID130103,7,0,0,0,,,,,,,,
HID130165,15,1.5,1.5,6000,1500,4500,0,0,0,0,0,0
HID130530,3,0,0,0,,,,,,,,
HID130541,19,0,0,0,,,,,,,,
HID130572,18,0,0,0,,,,,,,,
HID130589,21,2.339999914169312,2.339999914169312,22000,1500,20000,0,0,500,0,0,0
HID130781,3,.8899999856948853,.8899999856948853,0,0,0,0,0,0,0,0,0
HID130829,4,0,0,0,,,,,,,,
HID130830,15,1.100000023841858,1.100000023841858,0,0,0,0,0,0,0,0,0
HID130872,25,.699999988079071,.699999988079071,0,0,0,0,0,0,0,0,0
HID130882,1,0,0,0,,,,,,,,
HID130916,5,.4300000071525574,.4300000071525574,0,0,0,0,0,0,0,0,0
HID130924,7,.699999988079071,.699999988079071,0,0,0,0,0,0,0,0,0
HID131015,21,1.060000002384186,1.060000002384186,2450,1728,0,0,0,500,220,2,0
HID131099,24,0,0,0,,,,,,,,
HID131272,5,.1800000071525574,.1800000071525574,0,0,0,0,0,0,0,0,0
HID131428,15,0,0,0,,,,,,,,
HID131534,14,1.25,1.25,1800,1000,800,0,0,0,0,0,0
HID131596,15,1.5,1.5,0,0,0,0,0,0,0,0,0
HID131605,2,1,3,2000,1000,1000,0,0,0,0,0,0
HID131638,4,0,0,0,,,,,,,,
HID131678,7,1.220000028610229,1.220000028610229,2500,2000,500,0,0,0,0,0,0
HID131833,6,0,0,0,,,,,,,,
HID131851,16,0,0,0,,,,,,,,
HID131853,24,1,1,2500,500,2000,0,0,0,0,0,0
HID131917,1,0,0,0,,,,,,,,
HID131951,14,.6000000238418579,.6000000238418579,0,0,0,0,0,0,0,0,0
HID132011,14,.699999988079071,.699999988079071,1500,1000,500,0,0,0,0,0,0
HID132131,1,.1999000012874603,.1999000012874603,0,0,0,0,0,0,0,0,0
HID132171,3,.449999988079071,.449999988079071,800,750,0,0,0,0,50,0,0
HID132217,6,1.5,1.5,0,0,0,0,0,0,0,0,0
HID132475,16,1,1,0,0,0,0,0,0,0,0,0
HID132606,14,.4000000059604645,.4000000059604645,4100,2100,2000,0,0,0,0,0,0
HID132619,21,2.299999952316284,2.299999952316284,6000,2000,4000,0,0,0,0,0,0
HID133327,11,4,4,6000,3000,1940,0,0,60,1000,0,0
HID133352,3,.699999988079071,.699999988079071,0,0,0,0,0,0,0,0,0
HID133380,7,1.129999995231628,1.129999995231628,4450,0,3000,0,0,0,0,0,1450
HID133773,15,1,1,3500,1500,2000,0,0,0,0,0,0
HID133778,6,1.649999976158142,1.649999976158142,4000,3000,1000,0,0,0,0,0,0
HID133877,9,.5,.5,0,0,0,0,0,0,0,0,0
HID133951,13,1,1,0,0,0,0,0,0,0,0,0
HID134333,21,.7200000286102295,.7200000286102295,3600,1000,2190,0,0,110,300,0,0
HID134379,19,0,0,0,,,,,,,,
HID134380,2,6.980000019073486,6.980000019073486,20000,2000,16000,0,0,0,2000,0,0
HID134524,21,1.200000047683716,1.200000047683716,2250,775,750,0,0,200,525,0,0
HID134529,1,0,0,0,,,,,,,,
HID134559,6,.5,.5,0,0,0,0,0,0,0,0,0
HID134618,25,.0900000035762787,.0900000035762787,0,0,0,0,0,0,0,0,0
HID134729,19,.699999988079071,.699999988079071,0,0,0,0,0,0,0,0,0
HID134746,5,.7099999785423279,.7099999785423279,0,0,0,0,0,0,0,0,0
HID134793,22,2,2,4000,3000,1000,0,0,0,0,0,0
HID134855,14,4,4,10000,2000,7400,0,0,0,600,0,0
HID134879,2,0,0,0,,,,,,,,
HID134881,17,2,2,2000,1000,1000,0,0,0,0,0,0
HID135113,2,0,0,0,0,0,0,0,0,0,0,0
HID135272,25,0,0,0,,,,,,,,
HID135347,14,1.970000028610229,1.970000028610229,5500,1500,4000,0,0,0,0,0,0
HID135375,14,3.5,3.5,13300,5000,8300,0,0,0,0,0,0
HID135385,21,.8999999761581421,.8999999761581421,3000,2500,0,0,0,400,100,0,0
HID135391,8,0,0,0,,,,,,,,
