hhid,weight,province
HID107761,79.6337398902446,12
HID107814,177.5544119925,7
HID107864,17.7919193561395,5
HID107881,35.3298354421175,13
HID107911,65.3842825573048,3
HID107933,112.771751373874,2
HID107972,88.715851370492,14
HID108148,103.081070894927,17
HID108184,27.841009123401,3
HID108232,163.646959814878,1
HID108235,131.431626483865,5
HID108427,182.004656172178,3
HID108429,194.472585742093,5
HID108438,28.7702592443942,20
HID108512,137.95758277662,8
HID108514,221.031781456178,25
HID108631,140.301992630408,5
HID108721,302.531767793899,16
HID108728,141.109956771031,3
HID108753,94.2258970498665,3
HID108772,197.306877689866,4
HID108792,117.063853526282,2
HID108846,70.1432666030788,8
HID108992,123.966766742036,20
HID108998,163.083283422538,3
HID109351,31.2807357949589,2
HID109386,45.1683303176575,1
HID109461,59.5864233155618,17
HID109674,149.720324043454,1
HID109737,29.189695686443,10
HID109782,85.5910167591661,8
HID109810,122.410698523925,20
HID109882,138.225830741867,14
HID110027,31.0158142357366,18
HID110108,127.006022460536,21
HID110240,32.4019588437579,10
HID110284,197.968492277924,2
HID110679,352.312930553354,1
HID110713,38.365754231117,3
HID110771,274.696658302189,25
HID110801,111.863335418461,25
HID110921,149.416690605976,20
HID111135,52.6003632690681,9
HID111218,83.1375293758275,6
HID111255,48.0310480690508,17
HID111264,84.5683399778806,3
HID111268,159.463117112308,21
HID111387,64.04769961087671,8
HID111432,129.806734297738,7
HID111471,64.367359673083,20
HID111477,243.29286180513,17
HID111781,26.1075891214138,17
HID111841,109.183091743161,2
HID111910,66.0900911863215,2
HID111913,124.004286400111,5
HID111938,353.937773518033,10
HID112165,26.9016626840412,17
HID112252,87.76038653744359,5
HID112413,150.072422394868,8
HID112569,108.402586477772,4
HID112624,436.901137484414,22
HID112689,127.950314262654,20
HID112695,144.966470052645,21
HID112714,30.6418884086934,13
HID112719,158.473636273696,5
HID112794,36.0390334685343,6
HID112852,150.741643876468,4
HID113000,103.435535408909,21
HID113021,85.9864789842681,6
HID113136,45.4061932965412,10
HID113198,173.806007870562,5
HID113262,161.764856144805,7
HID113322,244.209385568887,8
HID113341,173.042812897435,6
HID113359,88.2388568366669,4
HID113431,32.1148887582249,2
HID113460,32.7371316167135,5
HID113655,92.0448339563235,3
HID113897,20.8782727152829,5
HID113952,177.583496997505,5
HID113968,262.373191518959,6
HID113990,35.3630504290418,2
HID114080,123.394518707596,14
HID114096,186.924955102005,17
HID114186,35.8602976212529,2
HID114252,189.532458963649,8
HID114366,283.74870052463,15
HID114482,124.67112343252,20
HID114551,159.28434917495,20
HID114611,138.201368141787,21
HID114689,33.1726874702928,8
HID114704,196.919271863716,17
HID114730,184.937732675581,8
HID114980,193.264464213289,17
HID115123,122.038099820856,21
HID115212,23.9194675614063,21
HID115249,177.570331982644,15
HID115257,163.257799090269,8
HID115391,84.8584215109487,21
HID115392,127.081783768587,7
HID115410,181.967738412296,3
HID115529,32.5125556288412,22
HID115569,151.409424301384,21
HID115584,106.965456944322,3
HID115626,39.2236157688618,23
HID115627,388.733320684173,22
HID115740,104.462588082619,17
HID115743,157.93708759867,6
HID115747,234.558372518603,5
HID115854,199.158033708324,14
HID115904,256.099103882616,2
HID115977,33.1174348240512,25
HID116371,18.0270548518587,5
HID116534,229.01508178976,25
HID116575,174.471417066851,7
HID116661,151.188866596401,6
HID116789,124.907408923749,17
HID116889,70.58630391872229,4
HID117044,118.998396122866,24
HID117166,146.030681120011,14
HID117174,175.687332701205,2
HID117269,221.031781456178,25
HID117397,114.654060105859,17
HID117714,248.928802516557,2
HID117744,29.3702156390264,14
HID117824,151.441190014028,7
HID117853,161.764856144805,7
HID118036,68.19339958498681,7
HID118073,121.579032194203,14
HID118174,37.9030376815205,10
HID118177,45.9118641378852,7
HID118288,136.0158887447,8
HID118482,213.557276720203,25
HID118603,141.193088314283,8
HID118622,32.5524999443103,15
HID118759,23.9449315694856,7
HID118845,197.968492277924,2
HID119063,152.741544098101,2
HID119064,27.7811025278371,
HID119074,122.942360897338,3
HID119102,125.269636273987,5
HID119117,38.6753789605359,
HID119134,211.760520782054,25
HID119145,166.560735378323,15
HID119343,126.814445241144,8
HID119540,80.6807437632018,21
HID119613,118.998396122866,24
HID119701,65.3842825573048,3
HID119707,34.5678004929965,8
HID119811,203.2216866242,25
HID119850,113.564162687679,2
HID119860,32.033591501914,25
HID119874,174.860807446268,17
HID119895,57.1052008095944,3
HID119899,167.208674688612,7
HID120023,170.853339770958,21
HID120154,137.075744548299,2
HID120206,227.597378089155,7
HID120345,148.292176602036,10
HID120414,192.556109846775,14
HID120453,208.733332590366,8
HID120487,133.41150816699,5
HID120524,265.522946587909,1
HID120683,90.6048246782801,14
HID120947,143.237852296238,2
HID120976,25.6853981461476,18
HID121031,55.0594837935924,13
HID121121,200.129367006244,17
HID121348,17.4877839810922,5
HID121372,138.374835571516,7
HID121373,264.869139287917,15
HID121412,38.6196581743514,13
HID121420,175.29108883755,21
HID121476,143.237852296238,2
HID121521,187.1958330992,21
HID121877,410.750953202835,17
HID121908,156.492890333567,7
HID121953,179.650940080242,3
HID121972,109.530395845451,6
HID121990,112.246528675411,20
HID122035,190.941518837963,7
HID122130,266.236481851904,6
HID122149,50.4995957342172,1
HID122472,95.48672847483201,14
HID122488,172.626426089553,15
HID122500,36.8646643127863,8
HID122663,45.0833470182892,4
HID122733,215.974132205895,5
HID122787,289.821054132916,11
HID122919,81.1450461035343,17
HID122920,170.376295822255,10
HID122992,90.977320177335,11
HID123010,296.677403078637,19
HID123179,162.10537624834,14
HID123283,137.442424550546,7
HID123382,139.764989734985,2
HID123527,127.006022460536,21
HID123588,120.087542437284,6
HID123638,182.369915363242,22
HID123680,165.803559775262,7
HID123685,30.5876307760961,25
HID123727,105.572763399961,3
HID123780,72.7316462491294,6
HID123794,259.403425336095,7
HID123797,124.877364640862,7
HID123830,100.77876402928,14
HID123865,94.6788167399486,6
HID124040,166.728802854365,7
HID124095,105.508140947713,21
HID124140,95.39075859501931,2
HID124200,178.731568716674,14
HID124219,146.949712810099,18
HID124324,183.624720444742,25
HID124360,171.944432359531,7
HID124568,145.356017886023,5
HID124582,211.217152733629,2
HID124605,183.445880701762,7
HID124616,28.9022806834807,7
HID125113,149.216263764006,14
HID125133,258.811585193788,13
HID125173,30.4270456113763,16
HID125372,132.772022461619,14
HID125435,104.604085560734,21
HID125459,146.134133200058,21
HID125469,45.5590273080927,14
HID125549,33.8816833212141,25
HID125552,173.600753878771,7
HID125567,143.648684221016,10
HID125572,290.057340839829,13
HID125632,65.8436539935341,6
HID125640,32.5524999443103,15
HID125654,130.423190272518,4
HID125678,21.7116638854276,24
HID125683,60.2154164609049,2
HID125702,271.975809723209,17
HID125854,183.555231597254,4
HID125929,248.947542135404,14
HID126001,87.76038653744359,5
HID126004,79.6060351391169,9
HID126037,230.162074005568,20
HID126115,234.558372518603,5
HID126274,190.564297829255,20
HID126560,207.012448190134,6
HID126607,86.1759808631332,6
HID126875,53.0393107883231,7
HID126903,26.6341274782558,25
HID127043,47.4344636940004,2
HID127182,53.2575783017309,12
HID127264,210.606896961911,25
HID127325,136.0158887447,8
HID127342,100.859775895848,14
HID127537,53.2575783017309,12
HID127713,149.192657130479,5
HID127761,186.377839031004,14
HID127874,139.213832361641,21
HID127926,259.267454136776,17
HID127981,268.80412655446,1
HID128062,262.628865148411,13
HID128093,230.897397513517,25
HID128191,148.184868669178,1
HID128233,208.91248531683,7
HID128352,70.86006846330341,14
HID128462,32.8246640522972,5
HID128486,182.47083345079,20
HID128496,179.078815918403,5
HID128578,180.548055521897,20
HID128603,102.940333865227,14
HID128617,281.911924140363,16
HID128632,109.432211358914,3
HID128685,113.669625935831,6
HID128697,321.992030447401,14
HID128773,70.3513751927665,21
HID128791,80.6807437632018,21
HID128989,30.4559647751665,4
HID129242,137.442424550546,7
HID129327,37.5508086603785,8
HID129339,94.1756939498072,15
HID129376,146.189409255598,10
HID129395,134.836434868185,2
HID129495,165.736547301725,8
HID129595,125.524116518927,4
HID129600,202.468545794444,8
HID129665,185.745852346895,19
HID129788,160.742903278791,1
HID129804,172.922199997347,4
HID129856,200.651062026973,4
HID130039,146.267481359325,4
HID130098,180.717474984529,14
HID130104,176.414678017858,14
HID130165,160.944760322024,4
HID130174,182.780921702724,15
HID130208,64.0041408388241,1
HID130216,116.462699342653,6
HID130238,21.9444656584556,21
HID130257,82.07647502402649,14
HID130357,115.12043207823,21
HID130712,149.892453088618,2
HID130813,125.680855895546,1
HID130830,259.267454136776,17
HID130838,128.852569290102,2
HID130860,192.862633650201,8
HID131059,36.6297386779167,17
HID131233,142.168651914965,15
HID131253,36.0296019036498,25
HID131255,51.3146075512246,12
HID131297,126.723928150189,8
HID131367,141.109956771031,3
HID131391,162.766549584346,20
HID131476,158.652555697805,17
HID131481,61.3414701354406,
HID131524,159.039013069043,21
HID131577,31.3259391807777,2
HID131625,35.4781531222791,9
HID131660,81.22900741054799,2
HID131683,49.092741535515,20
HID131959,52.785212944977,17
HID132027,29.189695686443,10
HID132099,527.219526945053,25
HID132118,172.041983021242,5
HID132326,51.8369817510092,25
HID132405,157.283788533816,7
HID132464,244.739005284286,20
HID132468,278.799584003675,2
HID132476,113.485256220321,3
HID132734,161.571800897623,2
HID132754,182.508268422619,7
HID132779,36.2623005190598,8
HID132902,196.06120959612,21
HID132919,117.750274714363,21
HID133075,361.564715365278,10
HID133163,464.004072260897,7
HID133182,133.589332826879,8
HID133362,108.537682719534,14
HID133374,21.6313947932611,6
HID133384,199.448927088861,17
HID133542,311.17901238748,16
HID133671,144.6749127318,3
HID133815,152.132587567328,17
HID133823,289.647436274274,13
HID133880,157.390055856396,5
HID133882,135.48468715303,2
HID133965,31.1377125794743,15
HID134038,174.547465967175,21
HID134148,57.1436643758497,6
HID134359,29.6416713979611,3
HID134360,134.035560678573,20
HID134670,49.8716638974416,2
HID134701,210.297087323834,8
HID134757,172.916559247326,19
HID134919,159.874568313468,14
HID134975,206.920734927157,7
HID134983,125.524116518927,4
HID134999,31.1697960563529,18
HID135025,151.533286491632,14
HID135078,187.684414824339,2
HID135197,98.3081770940212,7
HID135312,188.710000732708,1
HID135559,43.3550998147334,2
HID135620,194.071749070342,5
HID135665,92.74878950469591,15
HID135681,86.75102375834641,2
HID135703,180.345191950234,21
HID135799,102.881010211812,15
HID135808,171.944432359531,7
HID135853,235.040823159959,17
HID135884,210.994153824199,1
HID135926,63.0505929552775,1
HID135956,62.6817000647651,3
HID136050,164.982986476723,14
HID136254,91.9112645468678,6
HID136278,234.900100223084,22
HID136281,148.184868669178,1
HID136309,91.7956341828632,20
HID136315,170.332528816938,14
HID136319,165.937621962066,17
HID136501,129.197140865687,13
HID136563,21.7297616886081,7
HID136623,115.014720057053,21
HID136650,126.839723228075,7
HID136912,352.332564522431,7
HID136959,77.1670008156543,8
HID136972,101.353676118902,21
HID137047,36.0854112455925,8
HID137050,139.01943891074,3
HID137076,87.3470245302308,6
HID137095,153.310803049138,14
HID137139,164.24111572291,15
HID137152,55.0594879855287,14
HID137376,31.6229757960003,2
HID137403,330.441580506749,14
HID137565,301.634077111497,1
HID137620,35.4781531222791,9
HID137641,33.9959067382308,8
HID137680,164.982986476723,14
HID137736,275.152546574893,14
HID137754,91.9582348425897,5
HID137761,232.742327061322,1
HID137777,54.7963652276549,8
HID137827,682.763668259512,22
HID137883,103.012776048826,14
HID138000,162.636391016188,5
HID138046,35.4284233863055,9
HID138069,298.737050562485,14
HID138108,130.088332326695,21
HID138210,164.8074644754,15
HID138246,14.8906406202274,
HID138391,13.9904713822413,23
HID138527,141.762791223175,21
HID138655,68.3475336017261,25
HID138680,84.8388959501805,2
HID138683,82.8364180528841,14
HID138781,125.260325641432,13
HID138784,275.152546574893,14
HID138947,180.345191950234,21
HID139170,133.535080057405,14
HID139180,153.031187666554,4
HID139271,180.717474984529,14
HID139418,287.873300301857,15
HID139442,86.52537896649051,5
HID139599,140.739589368306,3
HID139793,151.188866596401,6
HID139900,138.428974107607,2
HID140000,254.541462902194,17
HID140305,133.41150816699,5
HID140349,68.8252901585319,3
HID140448,219.811314341116,21
HID140491,29.8221079170328,25
HID140622,31.6923244294063,2
HID140625,45.3834926733694,8
HID140627,122.942360897338,3
HID140629,58.0284108902775,23
HID140732,24.4701046208769,25
HID140857,88.6726761982264,4
HID141006,282.141080219351,13
HID141056,80.6807437632018,21
HID141080,76.7447858311296,1
HID141096,442.042985554323,1
HID141102,121.226629196484,14
HID141106,150.476338229663,6
HID141224,99.102576564515,10
HID141302,35.6138687271838,8
HID141328,186.44102415185,5
HID141403,190.941518837963,7
HID141462,157.283788533816,7
HID141530,122.410698523925,20
HID142161,39.9668321382858,19
HID142283,13.9904713822413,23
HID142308,183.375044090006,2
HID142325,114.371714306093,10
HID142530,171.944432359531,7
HID142596,186.60162044963,2
HID142616,138.428974107607,2
HID142739,452.771073764926,3
HID142772,183.661234137975,6
HID142807,189.532458963649,8
HID142836,110.226773154542,14
HID142858,283.968905631734,8
HID142869,125.891934549293,21
HID143056,172.922199997347,4
HID143096,187.373589289045,8
HID143146,168.593191992165,17
HID143161,163.59876354551,8
HID143170,157.024032504045,5
HID143304,36.4941917676086,2
HID143360,174.060068466069,20
HID143377,135.186815865107,5
HID143455,38.459296579202,22
HID143478,151.441190014028,7
HID143566,232.484391140263,4
HID143606,78.3723743615369,14
HID143619,355.582720525505,22
HID143646,206.730194206111,25
HID143715,136.828740650677,6
HID143834,133.41150816699,5
HID143927,87.76038653744359,5
HID144083,122.458244029332,17
HID144298,71.1014110259141,8
HID144302,29.2295818031672,5
HID144313,98.6369796437878,21
HID144315,184.60538560307,7
HID144332,28.1670791292867,18
HID144343,167.969319681913,2
HID144358,209.454302552649,15
HID144414,187.684414824339,2
HID144449,272.084943887863,21
HID144477,135.555923112647,15
HID144559,156.088951555432,19
HID144621,426.394565542678,13
HID144632,342.652515788641,14
HID144803,193.832952579527,14
HID144881,188.710000732708,1
HID144965,208.448519101767,21
HID145062,283.74870052463,15
HID145341,100.833462705127,19
HID145344,155.801792469629,3
HID145345,156.523903723266,14
HID145366,167.208674688612,7
HID145370,120.169573915259,21
HID145443,37.6355258897225,21
HID145546,150.009020394432,6
HID145702,45.1067640569907,8
HID145933,124.72580992589,6
HID145942,270.17578526401,19
HID146091,149.192657130479,5
HID146460,171.125719233409,17
HID146542,303.739950503993,3
HID146552,68.8252901585319,3
HID146662,199.026651480139,10
HID146672,203.583670528186,6
HID146691,65.4863736041857,3
HID146904,81.1450461035343,17
HID146985,224.860420932238,25
HID147043,82.0761086770883,9
HID147069,146.550520283795,5
HID147295,40.2038549238662,8
HID147374,197.648472483109,20
HID147441,160.944760322024,4
HID147557,126.247930085512,20
HID147746,149.853067276566,5
HID147761,143.237852296238,2
HID148023,243.429855531222,17
HID148045,316.406586074638,6
HID148048,349.113495614962,1
HID148055,59.1224004308158,25
HID148224,196.658822536475,25
HID148297,215.05358212488,6
HID148327,219.678984297106,25
HID148335,51.2471629082864,2
HID148376,225.890446730696,22
HID148438,18.916285558112,9
HID148449,328.984215817572,1
HID148514,244.701046208769,25
HID148553,153.352861161688,17
HID148686,132.682199930915,7
HID149084,161.853284691104,2
HID149249,57.5085223285817,9
HID149306,34.1504335781295,8
HID149343,52.785212944977,17
HID149380,212.825885032904,7
HID149518,67.9321148682874,12
HID149527,202.468545794444,8
HID149537,75.93171218545299,14
HID149634,67.9321148682874,12
HID149644,179.078815918403,5
HID149739,146.949712810099,18
HID149806,166.155515657753,17
HID149870,124.718365172079,20
HID149980,70.52528352544989,3
HID150063,50.4995957342172,1
HID150076,194.472585742093,5
HID150116,224.860420932238,25
HID150129,27.9658338576734,25
HID150155,25.0671565762874,20
HID150161,45.1780893506265,22
HID150189,27.8156058065556,15
HID150215,98.6369796437878,21
HID150225,54.0562898213998,1
HID150268,122.038099820856,21
HID150410,128.048874634279,17
HID150518,87.76038653744359,5
HID150585,274.696658302189,25
HID150604,125.169362192663,8
HID150674,140.327543058831,21
HID150755,142.301610149832,20
HID151037,135.55547290592,7
HID151134,247.661136521492,19
HID151293,64.04769961087671,8
HID151308,39.0141670419368,14
HID151379,82.5811425172507,2
HID151394,151.533286491632,14
HID151421,122.492572868228,6
HID151473,261.983866858578,17
HID151536,150.763106153371,5
HID151634,63.8558547127776,12
HID151682,150.214059962616,17
HID151807,366.297386779167,17
HID151818,128.535212256158,5
HID151850,130.245144768635,20
HID151889,34.3729381841187,3
HID151960,173.173048135138,25
HID152008,199.369002558698,10
HID152040,330.441580506749,14
HID152075,120.020908504317,5
HID152095,177.570331982644,15
HID152241,113.305406369303,3
HID152378,86.75102375834641,2
HID152769,57.1436643758497,6
HID152815,309.576420696089,19
HID152890,136.0158887447,8
HID152981,105.245223465414,18
HID152998,13.2220440070523,24
HID153004,33.5421430490404,5
HID153136,265.991239128007,1
HID153165,86.1503463607046,5
HID153219,101.001924714391,12
HID153245,33.8066593659147,15
HID153278,147.057619814279,14
HID153452,183.662719804246,7
HID153515,79.90238244700041,25
HID153705,132.772022461619,14
HID153798,160.503064077626,15
HID153816,108.017155056353,4
HID153961,184.832249357921,21
HID153965,168.135391775258,17
HID154012,113.670595925804,5
HID154057,231.306195861022,25
HID154167,88.35305407778969,5
HID154242,52.1652270660864,2
HID154318,21.7667098554949,5
HID154337,164.581986200556,14
HID154348,195.455102954462,6
HID154450,21.0935126401828,5
HID154480,160.246664835837,8
HID154548,156.984594304291,17
HID154569,26.7256620867734,21
HID154719,135.55547290592,7
HID154723,19.2258338542248,8
HID154778,29.4128107558296,16
HID154835,149.368525265347,14
HID154876,225.840427048525,10
HID154906,323.613227122307,5
HID154938,32.7371316167135,5
HID155008,208.263212487607,8
HID155294,57.5085223285817,9
HID155301,92.19917576287931,7
HID155339,55.3816156809211,7
HID155363,134.151511228373,21
HID155447,113.541776381177,21
HID155549,38.1647005459436,2
HID155664,243.29286180513,17
HID155733,170.553402677912,4
HID155741,177.913641165313,17
HID155761,184.362231139564,6
HID155775,100.77876402928,14
HID155797,126.615781731033,3
HID155840,155.996527555468,21
HID156103,197.306877689866,4
HID156193,61.4333708629191,18
HID156256,53.2575783017309,12
HID156307,265.991239128007,1
HID156376,35.9495023386487,2
HID156433,117.669738542507,14
HID156574,54.7963652276549,8
HID156646,66.4340166700072,15
HID156668,84.90600908962119,3
HID156752,37.230601905601,15
HID156803,124.203565910786,7
HID156812,265.455602988906,20
HID156915,40.2038549238662,8
HID156948,91.9112645468678,6
HID157190,33.8294309050973,
HID157223,165.499331967945,3
HID157257,125.680855895546,1
HID157400,21.9444656584556,21
HID157426,207.276180356874,25
HID157480,182.47083345079,20
HID157558,90.08480512206231,2
HID157617,146.267481359325,4
HID157681,238.090897699534,7
HID157690,156.093968758901,2
HID157703,30.9608534308091,16
HID157799,26.1754674690956,18
HID157860,217.461174232125,7
HID157879,58.8772605706906,6
HID157927,134.711448658158,20
HID157999,115.12043207823,21
HID158042,33.5773697450763,2
HID158144,48.5357447058009,25
HID158564,193.832952579527,14
HID158567,80.2760404300644,20
HID158580,128.048874634279,17
HID158757,131.095867757953,9
HID158879,153.197933472322,15
HID158936,190.726739296369,15
HID158940,97.34583913687339,17
HID158985,120.561086339856,
HID159041,150.629883224865,21
HID159049,43.9319192013005,14
HID159066,143.803290142307,5
HID159218,111.770433826664,4
HID159376,120.742168601471,6
HID159533,57.1052008095944,3
HID159537,140.956599174862,14
HID159618,192.862633650201,8
HID159706,77.3391109142671,3
HID159726,290.057340839829,13
HID159775,126.723928150189,8
HID159829,89.8495898226373,14
HID159836,235.761235948343,5
HID159918,196.916441028612,20
HID160263,145.053767516834,6
HID160393,227.341191763055,5
HID160499,373.761224279348,3
HID160769,30.3398620898206,16
HID160778,32.4452162477859,8
HID160857,99.9319675592582,2
HID160901,115.12043207823,21
HID160966,152.588194630236,10
HID161039,130.208883039072,3
HID161241,235.040823159959,17
HID161303,181.012186984631,21
HID161358,29.7898797614384,3
HID161368,200.574863538372,7
HID161385,222.029763773001,8
HID161417,17.1667422210699,24
HID161462,369.646081064065,2
HID161510,153.198487453268,14
HID161522,285.758071807975,6
HID161540,125.406506016459,7
HID161621,122.2591298427,20
HID161645,213.817460518258,17
HID161682,36.6001679572727,19
HID161705,146.189409255598,10
HID161734,210.650018103794,2
HID162030,156.738598796895,7
HID162380,202.136345606818,21
HID162385,135.451278515485,14
HID162390,181.967738412296,3
HID162463,37.9030376815205,10
HID162587,30.9415028104568,17
HID162781,129.08391071686,14
HID162786,64.04769961087671,8
HID162808,164.702815328753,8
HID162817,124.004286400111,5
HID162877,120.17510278757,21
HID163002,185.29704107946,15
HID163087,266.236481851904,6
HID163289,115.12997007876,3
HID163368,199.158033708324,14
HID163391,27.6075651915537,4
HID163426,94.6266768777557,3
HID163456,177.570331982644,15
HID163479,35.3630504290418,2
HID163530,94.4024710149759,3
HID163647,206.468868648855,17
HID163677,210.297087323834,8
HID163897,128.803293528219,14
HID163929,176.450136055448,5
HID163950,116.477407282034,21
HID163978,45.3834926733694,8
HID164140,86.75102375834641,2
HID164203,101.894807936611,14
HID164242,125.524116518927,4
HID164264,187.684414824339,2
HID164478,145.913081919359,9
HID164604,184.54598089713,6
HID164640,272.773598339947,7
HID164796,134.151511228373,21
HID164986,182.243562429609,21
HID165064,113.282920893519,25
HID165234,85.5910167591661,8
HID165292,190.726739296369,15
HID165356,214.496380101019,8
HID165358,194.253678330229,7
HID165389,91.65621979206659,21
HID165418,124.992713879041,22
HID165486,139.085723281986,17
HID165554,159.326968698979,1
HID165562,40.0338305025575,3
HID165665,32.4452162477859,8
HID165789,234.241074969,19
HID165949,39.7134997447232,16
HID166065,129.260756415531,15
HID166342,167.574484094972,1
HID166350,185.497579062644,15
HID166553,130.721462032131,10
HID166572,256.099103882616,2
HID166700,56.0442157226641,10
HID166765,155.961428535883,10
HID166925,156.645534790722,17
HID166986,25.8286618886736,17
HID167033,110.214960830441,6
HID167081,33.0243211357645,25
HID167082,27.7811025278371,14
HID167194,116.823057881633,3
HID167251,85.2065802415696,15
HID167263,194.472585742093,5
HID167360,103.591216315302,25
HID167423,254.574480001989,25
HID167451,196.177256958977,3
HID167507,173.600753878771,7
HID167616,230.992229948202,4
HID167689,27.3653421275396,20
HID167777,261.983866858578,17
HID167794,38.6236888989735,8
HID167879,224.984127458349,25
HID167950,71.1014110259141,8
HID168045,683.385409621391,14
HID168114,59.5864233155618,17
HID168128,359.033256991651,10
HID168527,26.9016626840412,17
HID168544,146.577441495544,6
HID168698,82.07647502402649,14
HID168964,268.96967803358,17
HID169164,52.9184112751107,20
HID169176,208.91248531683,7
HID169206,155.325420385985,4
HID169208,149.720324043454,1
HID169363,120.67457744501,4
HID169368,19.6061209505455,21
HID169625,214.577918767742,14
HID170067,175.962082426552,5
HID170104,22.1616041814829,25
HID170116,25.8254235775605,7
HID170183,182.508268422619,7
HID170191,445.789784722675,14
HID170201,25.8714762507162,25
HID170356,228.417661121788,17
HID170443,176.220273973237,6
HID170493,227.597378089155,7
HID170506,160.407044813835,3
HID170589,33.3973332067198,8
HID170794,149.903896311079,14
HID170955,182.508268422619,7
HID170973,118.195963460611,14
HID171040,94.4024710149759,3
HID171299,306.452798749302,15
HID171315,196.085405084718,16
HID171325,98.27053981591121,21
HID171326,22.1526462723684,7
HID171439,239.958756672232,19
HID171629,109.530395845451,6
HID171634,177.5544119925,7
HID171687,91.3370649502309,9
HID171717,31.0827934453669,11
HID171847,28.3483106429339,6
HID171870,141.017420848742,22
HID171912,130.18890917964,14
HID172132,129.225519532202,5
HID172176,178.798011666672,14
HID172212,144.662520803556,4
HID172235,215.647060730471,17
HID172269,26.1766900549099,17
HID172291,185.308465730624,17
HID172308,71.80756140718471,3
HID172536,21.5375865946038,5
HID172666,268.96967803358,
HID172716,156.738598796895,7
HID172757,227.597378089155,7
HID172824,78.2321159986877,5
HID172924,187.684414824339,2
HID173025,208.448519101767,21
HID173048,25.8286618886736,17
HID173154,138.201368141787,21
HID173281,32.5524999443103,15
HID173293,242.659140949635,2
HID173373,222.194868661973,13
HID173405,211.760520782054,25
HID173675,150.476338229663,6
HID173738,59.7918539801079,12
HID173869,71.9694606922684,20
HID173938,38.6236888989735,8
HID173948,78.462889203138,5
HID173995,187.1958330992,21
HID174206,366.297386779167,17
HID174334,172.348298456457,14
HID174341,198.187067543867,7
HID174348,188.526841984407,5
HID174405,499.484644958513,19
HID174497,160.871505879283,1
HID174536,206.916427366534,3
HID174597,373.931545082946,3
HID174622,211.325244818935,14
HID174662,136.781935525568,17
HID174696,188.698917106644,7
HID174748,140.062458184973,8
HID174812,183.342461427651,2
HID174838,191.347914783005,14
HID174861,116.208627519849,14
HID174945,112.771751373874,2
HID175002,66.4340166700072,15
HID175015,124.203565910786,7
HID175068,155.116309987921,1
HID175095,81.3811923007824,1
HID175108,260.212136763685,14
HID175198,91.9112645468678,6
HID175327,48.5357447058009,25
HID175334,94.6266768777557,3
HID175617,162.275430697793,25
HID175641,248.928802516557,2
HID175656,112.562200295371,21
HID175832,165.158228441633,21
HID176039,75.7031954338083,2
HID176095,211.064091168659,4
