hhid,province,zone,area_rice_harvested,qty_rice_harvested
HID854884,3,Plain,.5,1540
HID854941,10,Mountain,0,0
HID854947,8,Plain,0,0
HID854984,20,Plain,.15,450
HID854988,3,Plain,.2,780
HID855074,21,Plain,0,0
HID855264,3,Plain,0,0
HID855527,15,Tonle Sap,2,1500
HID855673,4,Tonle Sap,0,0
HID855716,2,Tonle Sap,2,3000
HID855828,5,Mountain,.15,350
HID855911,3,Plain,.5,2000
HID855913,3,Plain,1.1,800
HID855966,4,Tonle Sap,.5,600
HID856009,2,Tonle Sap,0,0
HID856087,7,Coastal,.2,500
HID856088,4,Tonle Sap,.25,500
HID856148,21,Plain,.07,300
HID856320,14,Plain,.2,750
HID856378,15,Tonle Sap,0,0
HID856468,12,Plain,.3,666
HID856482,14,Plain,.3,300
HID856495,2,Tonle Sap,0,0
HID856539,17,Tonle Sap,0,0
HID856567,2,Tonle Sap,1.4,3000
HID856660,17,Tonle Sap,2,2000
HID856686,14,Plain,2.1,11000
HID856787,9,Coastal,.3,200
HID856861,6,Tonle Sap,0,0
HID856963,25,Plain,0,0
HID857014,9,Coastal,0,0
HID857024,5,Mountain,.7,2500
HID857170,17,Tonle Sap,0,0
HID857181,2,Tonle Sap,0,0
HID857187,2,Tonle Sap,2,2000
HID857192,6,Tonle Sap,.3,700
HID857244,22,Tonle Sap,0,0
HID857308,3,Plain,0,0
HID857436,9,Coastal,0,0
HID857466,3,Plain,1.5,1530
HID857494,14,Plain,.75,560
HID857498,21,Plain,0,0
HID857529,9,Coastal,0,0
HID857629,17,Tonle Sap,5,10000
HID857738,17,Tonle Sap,.25,150
HID857797,25,Plain,0,0
HID857830,7,Coastal,0,0
HID857833,17,Tonle Sap,0,0
HID858023,14,Plain,.47,1400
HID858065,3,Plain,2,4000
HID858224,7,Coastal,.52,1375
HID858274,17,Tonle Sap,.4,700
HID858348,7,Coastal,.46,900
HID858416,10,Mountain,3,3500
HID858425,20,Plain,.3,300
HID858444,10,Mountain,.2,1000
HID858482,17,Tonle Sap,0,0
HID858513,1,Tonle Sap,4.5,23000
HID858692,24,Tonle Sap,0,0
HID858696,21,Plain,.7,1500
HID858709,7,Coastal,1.1,3000
HID858936,15,Tonle Sap,3,9000
HID858992,7,Coastal,.6,2000
HID859073,6,Tonle Sap,.5,1000
HID859242,22,Tonle Sap,1,1000
HID859289,8,Plain,0,0
HID859343,8,Plain,0,0
HID859453,15,Tonle Sap,0,0
HID859488,5,Mountain,.21,1680
HID859536,22,Tonle Sap,5,6000
HID859663,2,Tonle Sap,4,8000
HID859695,2,Tonle Sap,.72,2000
HID859743,3,Plain,0,0
HID859780,1,Tonle Sap,0,0
HID859811,8,Plain,0,0
HID859834,14,Plain,0,0
HID859863,8,Plain,1.5,18000
HID859901,13,Mountain,3.5,8000
HID859919,13,Mountain,3,6500
HID859989,20,Plain,.98,1250
HID860008,13,Mountain,0,0
HID860038,17,Tonle Sap,1.5,4000
HID860111,8,Plain,.93,4000
HID860184,12,Plain,0,0
HID860194,3,Plain,3,1000
HID860333,14,Plain,1,2300
HID860357,3,Plain,0,0
HID860604,21,Plain,1.3,1000
HID860623,2,Tonle Sap,2,3000
HID860639,8,Plain,.18,900
HID860964,22,Tonle Sap,7,5400
HID860988,6,Tonle Sap,.6,1300
HID861025,1,Tonle Sap,4.66,9100
HID861122,16,Mountain,.8,1750
HID861199,2,Tonle Sap,3.5,5000
HID861305,5,Mountain,1,1500
HID861404,5,Mountain,2,2900
HID861461,21,Plain,.66,2000
HID861625,8,Plain,0,0
HID861626,6,Tonle Sap,.42,500
HID861630,23,Coastal,5,15000
HID861661,20,Plain,0,0
HID861670,8,Plain,0,0
HID861741,1,Tonle Sap,5,7000
HID861754,2,Tonle Sap,0,0
HID861804,25,Plain,0,0
HID861875,5,Mountain,1,1000
HID861962,7,Coastal,4.6,5260
HID861979,6,Tonle Sap,.4,700
HID861991,14,Plain,1.55,4350
HID862091,3,Plain,0,0
HID862138,1,Tonle Sap,4,1000
HID862147,1,Tonle Sap,1.25,9000
HID862209,21,Plain,3,6000
HID862410,16,Mountain,.25,750
HID862417,17,Tonle Sap,3.16,4000
HID862477,20,Plain,.6,1925
HID862487,14,Plain,1.49,5000
HID862529,8,Plain,1,3790
HID862547,17,Tonle Sap,0,0
HID862626,5,Mountain,.28,500
HID862659,25,Plain,1,2250
HID862691,14,Plain,.97,12000
HID862809,3,Plain,.74,2100
HID862833,19,Mountain,0,0
HID862849,2,Tonle Sap,0,0
HID862986,1,Tonle Sap,2,4000
HID862998,10,Mountain,3,4000
HID863112,16,Mountain,1,500
HID863187,12,Plain,.2,300
HID863196,17,Tonle Sap,1.5,3000
HID863245,14,Plain,0,0
HID863355,17,Tonle Sap,.5,1600
HID863422,20,Plain,1.55,3000
HID863497,21,Plain,4,20000
HID863544,4,Tonle Sap,0,0
HID863547,12,Plain,.42,1071
HID863584,21,Plain,0,0
HID863809,1,Tonle Sap,.32,250
HID863833,23,Coastal,0,0
HID863836,1,Tonle Sap,0,0
HID863928,13,Mountain,2.5,1000
HID863929,18,Coastal,0,0
HID864071,8,Plain,0,0
HID864074,20,Plain,1.5,2500
HID864227,22,Tonle Sap,4,5000
HID864239,2,Tonle Sap,0,0
HID864309,18,Coastal,0,0
HID864338,6,Tonle Sap,.5,660
HID864464,1,Tonle Sap,20,46500
HID864495,2,Tonle Sap,0,0
HID864688,3,Plain,0,0
HID864808,13,Mountain,1,1500
HID864826,3,Plain,1,3360
HID864878,14,Plain,.2,480
HID864903,8,Plain,0,0
HID864963,8,Plain,.25,750
HID864966,20,Plain,.4,700
HID864980,3,Plain,2,7000
HID865169,21,Plain,.99,3000
HID865279,4,Tonle Sap,0,0
HID865307,3,Plain,.5,500
HID865331,25,Plain,0,0
HID865357,,,0,0
HID865404,19,Mountain,2,4800
HID865498,22,Tonle Sap,3,4000
HID865546,3,Plain,2,8000
HID865551,5,Mountain,2,1200
HID865597,21,Plain,.62,8400
HID865619,14,Plain,.41,1020
HID865695,14,Plain,1.5,3000
HID865755,25,Plain,.12,240
HID865805,20,Plain,2.5,3000
HID865890,25,Plain,.6,550
HID865947,14,Plain,.3,1000
HID866026,3,Plain,0,0
HID866394,8,Plain,.8,4000
HID866426,21,Plain,.5600000000000001,1300
HID866461,13,Mountain,2.5,2000
HID866511,13,Mountain,1.5,2500
HID866538,10,Mountain,0,0
HID866593,11,Mountain,1.5,3000
HID866659,7,Coastal,.8,2275
HID866823,14,Plain,13,50000
HID866873,15,Tonle Sap,0,0
HID866935,16,Mountain,1,1700
HID867041,25,Plain,0,0
HID867091,2,Tonle Sap,3.4,8000
HID867104,5,Mountain,.19,580
HID867123,22,Tonle Sap,0,0
HID867159,,,.68,1050
HID867280,1,Tonle Sap,1.12,400
HID867290,14,Plain,2.3,15000
HID867387,,,.27,800
HID867437,3,Plain,.5,1340
HID867560,21,Plain,.1,100
HID867717,3,Plain,.24,700
HID867732,10,Mountain,.39,1500
HID867870,4,Tonle Sap,0,0
HID868025,21,Plain,.2,3000
HID868059,5,Mountain,1.38,3290
HID868117,20,Plain,2.8,4700
HID868201,15,Tonle Sap,1.56,1000
HID868225,13,Mountain,9,22000
HID868307,22,Tonle Sap,2,6000
HID868397,17,Tonle Sap,0,0
HID868501,25,Plain,0,0
HID868562,3,Plain,.12,280
HID868746,8,Plain,.2,500
HID868901,6,Tonle Sap,.3,700
HID868922,4,Tonle Sap,3,3200
HID869104,2,Tonle Sap,0,0
HID869132,10,Mountain,1.3,1250
HID869134,7,Coastal,.1296,275
HID869139,17,Tonle Sap,.5,1000
HID869141,17,Tonle Sap,1,1000
HID869189,21,Plain,.48,1250
HID869193,4,Tonle Sap,1,4000
HID869220,14,Plain,.3,1275
HID869260,17,Tonle Sap,1,600
HID869270,6,Tonle Sap,0,0
HID869362,10,Mountain,.72,2000
HID869426,5,Mountain,.5600000000000001,1850
HID869493,25,Plain,0,0
HID869526,21,Plain,.24,400
HID869608,3,Plain,5.4,5300
HID869732,14,Plain,1.47,9000
HID869765,21,Plain,.2,600
HID870027,8,Plain,0,0
HID870127,1,Tonle Sap,0,0
HID870238,25,Plain,0,0
HID870335,4,Tonle Sap,.76,2280
HID870765,6,Tonle Sap,.3,750
HID870785,14,Plain,1,6000
HID870806,,,.4,480
HID870835,3,Plain,0,0
HID870941,21,Plain,.4,1500
HID871043,14,Plain,0,0
HID871054,5,Mountain,.2,550
HID871058,8,Plain,1,4500
HID871115,13,Mountain,2,3600
HID871263,1,Tonle Sap,2,2500
HID871328,15,Tonle Sap,5.7,15000
HID871339,15,Tonle Sap,.5,1500
HID871365,14,Plain,.48,1000
HID871631,10,Mountain,0,0
HID871788,3,Plain,2.5,7000
HID871797,2,Tonle Sap,4.5,18000
HID871895,4,Tonle Sap,1.1,4100
HID871936,8,Plain,.5,1600
HID871970,25,Plain,0,0
HID872353,10,Mountain,0,0
HID872408,3,Plain,1.4,5300
HID872453,2,Tonle Sap,2,10000
HID872564,6,Tonle Sap,.2,800
HID872595,14,Plain,.5,2800
HID872735,10,Mountain,2,3000
HID872756,16,Mountain,0,0
HID872758,5,Mountain,.55,1200
HID872828,3,Plain,0,0
HID872896,4,Tonle Sap,1.5,3000
HID872976,13,Mountain,3,7000
HID873008,8,Plain,0,0
HID873091,8,Plain,.5,400
HID873316,4,Tonle Sap,.035,60
HID873344,4,Tonle Sap,2.5,13000
HID873346,8,Plain,0,0
HID873387,12,Plain,.57,1400
HID873424,17,Tonle Sap,2,3000
HID873533,3,Plain,.5,4200
HID873549,1,Tonle Sap,0,0
HID873650,17,Tonle Sap,20,34000
HID873685,21,Plain,.5,600
HID873774,17,Tonle Sap,1,1500
HID873810,1,Tonle Sap,.8,2500
HID873823,2,Tonle Sap,1.5,3000
HID873863,17,Tonle Sap,0,0
HID873929,14,Plain,2,28000
HID874040,10,Mountain,2,7600
HID874211,19,Mountain,1,2500
HID874256,9,Coastal,0,0
HID874427,14,Plain,0,0
HID874428,20,Plain,2.5,4000
HID874522,21,Plain,.07,600
HID874578,23,Coastal,.25,360
HID874690,1,Tonle Sap,2,2000
HID874779,20,Plain,.4,1000
HID874806,2,Tonle Sap,.52,1500
HID874942,15,Tonle Sap,14,21000
HID875066,6,Tonle Sap,.15,1000
HID875091,7,Coastal,1,1500
HID875105,8,Plain,0,0
HID875159,21,Plain,.75,3200
HID875162,14,Plain,4,18000
HID875178,21,Plain,.35,1300
HID875264,21,Plain,.4,1050
HID875405,25,Plain,0,0
HID875446,15,Tonle Sap,0,0
HID875537,6,Tonle Sap,.9,420
HID875584,3,Plain,5,20000
HID875613,2,Tonle Sap,0,0
HID875637,19,Mountain,2,2500
HID875844,5,Mountain,.55,1540
HID875962,6,Tonle Sap,0,0
HID876082,2,Tonle Sap,2.5,7500
HID876427,8,Plain,0,0
HID876542,10,Mountain,0,0
HID876551,20,Plain,.2,300
HID876614,13,Mountain,1,1500
HID876637,6,Tonle Sap,.36,480
HID876662,25,Plain,2,4000
HID876675,3,Plain,0,0
HID876701,21,Plain,0,0
HID876748,1,Tonle Sap,8.850000000000001,10100
HID876779,2,Tonle Sap,7,14500
HID876859,8,Plain,0,0
HID876925,21,Plain,0,0
HID876942,6,Tonle Sap,2.4,4420
HID876983,12,Plain,.1,245
HID877020,14,Plain,1,3000
HID877024,6,Tonle Sap,0,0
HID877064,2,Tonle Sap,10,40000
HID877113,20,Plain,.75,1750
HID877120,2,Tonle Sap,1.5,9000
HID877196,14,Plain,2.722,4400
HID877445,21,Plain,.52,1500
HID877746,4,Tonle Sap,1.2,6000
HID877885,17,Tonle Sap,.06,300
HID877900,3,Plain,.1,480
HID877953,17,Tonle Sap,0,0
HID878067,6,Tonle Sap,.5,600
HID878073,6,Tonle Sap,.5,480
HID878109,11,Mountain,0,0
HID878199,17,Tonle Sap,10,10000
HID878422,17,Tonle Sap,.364,420
HID878451,22,Tonle Sap,.8,780
HID878607,8,Plain,.11,240
HID878625,25,Plain,.85,4200
HID878635,4,Tonle Sap,.5,2500
HID878638,10,Mountain,13,45000
HID878712,7,Coastal,.36,1800
HID878739,25,Plain,0,0
HID878899,14,Plain,2,8000
HID878906,20,Plain,.5,1250
HID879176,5,Mountain,.3,650
HID879178,20,Plain,0,0
HID879229,20,Plain,0,0
HID879239,3,Plain,.45,2000
HID879284,12,Plain,0,0
HID879398,8,Plain,0,0
HID879409,6,Tonle Sap,1.5,1500
HID879488,25,Plain,.8,2200
HID879510,14,Plain,1,2000
HID879563,2,Tonle Sap,2,5000
HID879575,20,Plain,6,12000
HID879584,2,Tonle Sap,8,6000
HID879619,18,Coastal,.79,1500
HID879795,4,Tonle Sap,1.27,6500
HID879819,7,Coastal,1,1100
HID879870,2,Tonle Sap,.58,1000
HID879888,4,Tonle Sap,.9,450
HID879929,17,Tonle Sap,1,2000
HID880089,2,Tonle Sap,0,0
HID880129,25,Plain,.12,400
HID880457,10,Mountain,0,0
HID880625,14,Plain,16,64000
HID880715,10,Mountain,11,21000
HID880759,20,Plain,5.6,18000
HID880764,14,Plain,1.5,2000
HID880906,14,Plain,1.6,12000
HID880988,1,Tonle Sap,0,0
HID881329,6,Tonle Sap,.5,400
HID881555,6,Tonle Sap,.5,2100
HID881580,5,Mountain,.15,350
HID881625,21,Plain,.03,200
HID881644,10,Mountain,0,0
HID881653,5,Mountain,.34,1200
HID881654,5,Mountain,2.5,5000
HID881728,5,Mountain,.35,1000
HID881775,24,Tonle Sap,0,0
HID881900,2,Tonle Sap,0,0
HID881993,6,Tonle Sap,7.24,35500
HID882090,1,Tonle Sap,0,0
HID882129,2,Tonle Sap,1,1900
HID882183,25,Plain,.2,450
HID882235,8,Plain,0,0
HID882331,2,Tonle Sap,0,0
HID882528,14,Plain,1.2,2500
HID882541,21,Plain,0,0
HID882552,7,Coastal,.2592,935
HID882613,4,Tonle Sap,0,0
HID882615,8,Plain,.55,1650
HID882625,5,Mountain,7,15000
HID882663,8,Plain,.17,120
HID882698,2,Tonle Sap,0,0
HID882740,20,Plain,2.6,5000
HID882890,1,Tonle Sap,6.16,10000
HID882973,8,Plain,0,0
HID883211,6,Tonle Sap,1,2800
HID883260,6,Tonle Sap,.3,1200
HID883300,4,Tonle Sap,.7,1400
HID883425,14,Plain,0,0
HID883428,5,Mountain,.1,150
HID883510,10,Mountain,.2,1000
HID883518,14,Plain,1,2000
HID883583,17,Tonle Sap,0,0
HID883688,8,Plain,.3,1000
HID883725,5,Mountain,0,0
HID883732,5,Mountain,.7,2100
HID883931,21,Plain,1.5,5000
HID884092,12,Plain,.55,2000
HID884103,8,Plain,2,8400
HID884198,7,Coastal,.48,1000
HID884266,2,Tonle Sap,0,0
HID884320,7,Coastal,.51,1650
HID884414,20,Plain,.5,600
HID884487,17,Tonle Sap,4.1,5500
HID884516,8,Plain,.3,960
HID884630,20,Plain,1,2600
HID884666,2,Tonle Sap,0,0
HID884767,3,Plain,.12,400
HID884789,14,Plain,.5600000000000001,900
HID884815,7,Coastal,.15,300
HID884821,,,.35,1000
HID884948,17,Tonle Sap,1,1100
HID884991,3,Plain,0,0
HID885203,6,Tonle Sap,.5,400
HID885215,6,Tonle Sap,0,0
HID885564,2,Tonle Sap,0,0
HID885589,25,Plain,1.5,2400
HID885619,3,Plain,0,0
HID885693,20,Plain,.3,700
HID885755,21,Plain,.65,3500
HID885826,14,Plain,1.17,1400
HID885844,4,Tonle Sap,.5,1500
HID885845,7,Coastal,0,0
HID885947,13,Mountain,3,6500
HID885954,14,Plain,.3,500
HID885976,2,Tonle Sap,0,0
HID886158,14,Plain,2,4000
HID886269,13,Mountain,.5,500
HID886343,21,Plain,.3,750
HID886346,20,Plain,1.45,3240
HID886351,20,Plain,1.4,4950
HID886513,25,Plain,.98,3000
HID886698,1,Tonle Sap,0,0
HID886699,14,Plain,.5,1500
HID886756,4,Tonle Sap,.12,180
HID886866,5,Mountain,0,0
HID886881,8,Plain,0,0
HID886947,11,Mountain,2.5,4000
HID887005,5,Mountain,0,0
HID887010,6,Tonle Sap,2,4000
HID887111,22,Tonle Sap,.5,1000
HID887155,17,Tonle Sap,1,1200
HID887186,20,Plain,3.9,5000
HID887241,21,Plain,.24,4500
HID887297,7,Coastal,.59,2000
HID887426,12,Plain,0,0
HID887440,14,Plain,10,60000
HID887445,21,Plain,.3,800
HID887475,21,Plain,1.19,4900
HID887480,18,Coastal,.8,2500
HID887561,2,Tonle Sap,.8,1900
HID887574,17,Tonle Sap,1,2500
HID887675,14,Plain,.63,1100
HID887710,10,Mountain,1,1500
HID887711,25,Plain,1.1,3300
HID887720,7,Coastal,0,0
HID887785,21,Plain,.5,720
HID887819,7,Coastal,.47,2500
HID887914,5,Mountain,.3,400
HID887933,6,Tonle Sap,1.65,2100
HID888052,23,Coastal,0,0
HID888093,4,Tonle Sap,3.9418,3500
HID888191,14,Plain,0,0
HID888203,5,Mountain,4,8000
HID888322,13,Mountain,4.3,7650
HID888399,8,Plain,0,0
HID888472,25,Plain,.5,1400
HID888591,12,Plain,.5,2000
HID888635,1,Tonle Sap,0,0
HID888648,17,Tonle Sap,1.5,3500
HID888691,5,Mountain,.35,2000
HID888731,25,Plain,0,0
HID888774,2,Tonle Sap,0,0
HID888868,3,Plain,0,0
HID888871,8,Plain,.36,1200
HID888882,17,Tonle Sap,6,5500
HID889016,17,Tonle Sap,1,1000
HID889056,18,Coastal,0,0
HID889058,14,Plain,.7,2700
HID889111,14,Plain,0,0
HID889145,14,Plain,2.4,9500
HID889164,14,Plain,.85,600
HID889203,8,Plain,0,0
HID889306,4,Tonle Sap,6,30000
HID889331,17,Tonle Sap,1.5,700
HID889411,19,Mountain,0,0
HID889564,3,Plain,.4,1000
HID889572,2,Tonle Sap,3,9000
HID889629,14,Plain,1.8,3585
HID889713,25,Plain,0,0
HID889762,17,Tonle Sap,0,0
HID889877,25,Plain,.39,900
HID889901,14,Plain,.13,1040
HID890042,14,Plain,1,4000
HID890121,24,Tonle Sap,0,0
HID890122,20,Plain,0,0
HID890194,12,Plain,0,0
HID890254,8,Plain,1.8,8000
HID890279,6,Tonle Sap,1.2,1000
HID890426,21,Plain,.28,1500
HID890478,7,Coastal,.2,750
HID890544,20,Plain,.89,1500
HID890603,14,Plain,0,0
HID890768,25,Plain,1,1920
HID890850,2,Tonle Sap,.5,2000
HID890857,4,Tonle Sap,.294,540
HID890885,7,Coastal,.8,1800
HID890889,8,Plain,.2,600
HID890949,2,Tonle Sap,0,0
HID891041,6,Tonle Sap,0,0
HID891152,8,Plain,0,0
HID891192,6,Tonle Sap,.53,1200
HID891216,17,Tonle Sap,0,0
HID891247,5,Mountain,0,0
HID891250,16,Mountain,0,0
HID891292,4,Tonle Sap,0,0
HID891321,14,Plain,1.4,6000
HID891355,6,Tonle Sap,1,6000
HID891392,3,Plain,0,0
HID891395,2,Tonle Sap,2.5,5000
HID891462,12,Plain,1,2100
HID891630,4,Tonle Sap,4,4000
HID891768,2,Tonle Sap,0,0
HID891912,12,Plain,.8,3000
HID891972,3,Plain,.6,1000
HID891982,17,Tonle Sap,0,0
HID892018,25,Plain,0,0
HID892038,18,Coastal,0,0
HID892057,14,Plain,1.3,6000
HID892150,3,Plain,.47,1800
HID892169,11,Mountain,1.4,5000
HID892222,17,Tonle Sap,2,8000
HID892376,11,Mountain,.5,1250
HID892512,14,Plain,1.3,2548
HID892576,4,Tonle Sap,1,3000
HID892581,2,Tonle Sap,4,7000
HID892592,7,Coastal,0,0
HID892594,2,Tonle Sap,0,0
HID892650,8,Plain,1.5,16000
HID892697,4,Tonle Sap,.3,400
HID892782,10,Mountain,1,5000
HID892834,6,Tonle Sap,0,0
HID892964,20,Plain,.53,1750
HID893022,1,Tonle Sap,.85,2000
HID893107,20,Plain,.8,1272
HID893152,1,Tonle Sap,5,10000
HID893207,3,Plain,1.02,1550
HID893401,1,Tonle Sap,0,0
HID893432,7,Coastal,.43,1000
HID893475,7,Coastal,.5,1200
HID893552,8,Plain,0,0
HID893628,25,Plain,1,4000
HID893744,3,Plain,1.42,6500
HID893766,4,Tonle Sap,.5,950
HID893807,13,Mountain,0,0
HID893869,14,Plain,.91,3900
HID893953,4,Tonle Sap,.6799999999999999,1800
HID894026,3,Plain,.9,2500
HID894063,21,Plain,1.2,3068
HID894350,21,Plain,0,0
HID894368,17,Tonle Sap,1,1000
HID894386,7,Coastal,1.1,3000
HID894521,17,Tonle Sap,.1,200
HID894653,7,Coastal,1,1925
HID894806,13,Mountain,.5,175
HID894828,3,Plain,0,0
HID894838,7,Coastal,.363,550
HID894874,1,Tonle Sap,2.5,5000
HID894884,25,Plain,.52,1300
HID894987,8,Plain,0,0
HID895008,5,Mountain,.4,1100
HID895151,20,Plain,.5,750
HID895236,25,Plain,1.3,3900
HID895306,9,Coastal,0,0
HID895425,2,Tonle Sap,0,0
HID895526,8,Plain,0,0
HID895531,3,Plain,0,0
HID895587,8,Plain,0,0
HID895636,16,Mountain,0,0
HID895662,6,Tonle Sap,0,0
HID895697,6,Tonle Sap,0,0
HID895713,6,Tonle Sap,0,0
HID895715,3,Plain,1.02,2800
HID895769,16,Mountain,0,0
HID895782,3,Plain,.3,1000
HID895834,8,Plain,.2,600
HID895861,25,Plain,.3,100
HID895864,5,Mountain,3,7300
HID895880,1,Tonle Sap,10,20000
HID895884,8,Plain,.5,2500
HID895948,8,Plain,0,0
HID895999,20,Plain,.53,4500
HID896127,5,Mountain,.7,1800
HID896169,2,Tonle Sap,0,0
HID896174,9,Coastal,0,0
HID896234,10,Mountain,1,1500
HID896348,5,Mountain,1,1500
HID896391,24,Tonle Sap,0,0
HID896392,17,Tonle Sap,0,0
HID896576,1,Tonle Sap,2.8,5000
HID896635,20,Plain,.6,1500
HID896761,6,Tonle Sap,.13,200
HID896771,2,Tonle Sap,0,0
HID896809,14,Plain,1,9000
HID896893,17,Tonle Sap,.53,1820
HID896906,2,Tonle Sap,.5,1000
HID897097,25,Plain,0,0
HID897155,15,Tonle Sap,1.8,2000
HID897205,6,Tonle Sap,1.5,1500
HID897225,8,Plain,.433,5000
HID897232,8,Plain,0,0
HID897242,17,Tonle Sap,1,2000
HID897289,3,Plain,3.2,15000
HID897449,25,Plain,.5,350
HID897539,4,Tonle Sap,.8863,2000
HID897566,3,Plain,0,0
HID897582,2,Tonle Sap,0,0
HID897676,15,Tonle Sap,.95,1000
HID897677,14,Plain,15,67500
HID897708,5,Mountain,.64,1000
HID897757,8,Plain,0,0
HID897831,,,0,0
HID898142,2,Tonle Sap,0,0
HID898153,8,Plain,0,0
HID898186,6,Tonle Sap,.34,600
HID898222,2,Tonle Sap,0,0
HID898233,6,Tonle Sap,.5,750
HID898352,22,Tonle Sap,3,1000
HID898546,4,Tonle Sap,0,0
HID898598,16,Mountain,.3,150
HID898634,11,Mountain,1,3000
HID898651,7,Coastal,.03,120
HID898719,6,Tonle Sap,1.8,9800
HID898907,20,Plain,1.8,3500
HID898908,7,Coastal,.5,1500
HID899108,8,Plain,0,0
HID899188,14,Plain,1.3,4500
HID899216,17,Tonle Sap,2,3200
HID899317,12,Plain,0,0
HID899388,6,Tonle Sap,0,0
HID899400,2,Tonle Sap,7,21000
HID899725,20,Plain,1,60
HID899730,17,Tonle Sap,.16,300
HID899746,3,Plain,.24,400
HID899843,2,Tonle Sap,0,0
HID900024,6,Tonle Sap,.5,500
HID900032,8,Plain,.3,1500
HID900039,14,Plain,2.09,2000
HID900132,15,Tonle Sap,2.25,5000
HID900190,17,Tonle Sap,0,0
HID900191,10,Mountain,0,0
HID900277,4,Tonle Sap,.21,800
HID900319,4,Tonle Sap,.53,1200
HID900360,21,Plain,.45,1700
HID900403,21,Plain,0,0
HID900405,8,Plain,0,0
HID900413,10,Mountain,0,0
HID900414,17,Tonle Sap,0,0
HID900457,17,Tonle Sap,.04,100
HID900542,14,Plain,.5,150
HID900705,6,Tonle Sap,0,0
HID900855,3,Plain,.1,160
HID900879,12,Plain,1.1,2700
HID900982,2,Tonle Sap,2.5,6000
HID901014,14,Plain,5,5000
HID901052,18,Coastal,0,0
HID901065,8,Plain,0,0
HID901210,3,Plain,4,20000
HID901238,11,Mountain,1,1800
HID901333,3,Plain,1,1200
HID901457,21,Plain,1,1000
HID901492,3,Plain,0,0
HID901515,21,Plain,3.3,8000
HID901611,21,Plain,3,29000
HID901636,14,Plain,1.35,2000
HID901642,8,Plain,.3,850
HID901718,1,Tonle Sap,0,0
HID901721,2,Tonle Sap,0,0
HID901798,21,Plain,0,0
HID901886,21,Plain,.7,1400
HID901966,17,Tonle Sap,0,0
HID901967,5,Mountain,.9199999999999999,2789
HID902000,25,Plain,1,1200
HID902097,15,Tonle Sap,.5,1050
HID902208,7,Coastal,.5,750
HID902298,19,Mountain,0,0
HID902308,15,Tonle Sap,2,2000
HID902316,14,Plain,0,0
HID902426,5,Mountain,1.4,2800
HID902863,17,Tonle Sap,1.5,3000
HID902914,8,Plain,0,0
HID902940,6,Tonle Sap,0,0
HID902958,20,Plain,.19,466
HID903152,25,Plain,0,0
HID903162,1,Tonle Sap,.9,4000
HID903195,1,Tonle Sap,2.56,4000
HID903277,20,Plain,1.45,2142
HID903552,17,Tonle Sap,.37,600
HID903725,8,Plain,.17,510
HID903773,25,Plain,0,0
HID903819,2,Tonle Sap,0,0
HID904087,3,Plain,0,0
HID904157,12,Plain,.74,1100
HID904246,4,Tonle Sap,.35,200
HID904291,24,Tonle Sap,0,0
HID904361,14,Plain,1,4000
HID904478,8,Plain,0,0
HID904543,25,Plain,0,0
HID904596,4,Tonle Sap,.7,420
HID904618,14,Plain,1.26,600
HID904660,14,Plain,0,0
HID904765,20,Plain,2,10000
HID904894,2,Tonle Sap,9,47000
HID905029,20,Plain,4,40000
HID905051,3,Plain,2.7,1500
HID905076,6,Tonle Sap,1.5,500
HID905185,21,Plain,0,0
HID905388,14,Plain,0,0
HID905506,25,Plain,0,0
HID905646,21,Plain,.3,1100
HID905735,25,Plain,.995,2800
HID905864,11,Mountain,.5,900
HID906027,17,Tonle Sap,.1,800
HID906103,7,Coastal,.42,1750
HID906322,21,Plain,.25,750
HID906374,6,Tonle Sap,1.15,3000
HID906379,5,Mountain,.5,1000
HID906390,8,Plain,0,0
HID906408,20,Plain,1.05,1500
HID906420,3,Plain,.4,1500
HID906437,18,Coastal,0,0
HID906625,14,Plain,3.5,17500
HID906647,,,.78,2200
HID906648,17,Tonle Sap,3,8000
HID906683,3,Plain,0,0
HID906777,13,Mountain,1,640
HID906913,12,Plain,0,0
HID906932,2,Tonle Sap,1,3000
HID907074,2,Tonle Sap,10,18000
HID907087,2,Tonle Sap,8.5,15000
HID907160,5,Mountain,0,0
HID907174,21,Plain,1,2700
HID907216,21,Plain,.25,400
HID907266,3,Plain,0,0
HID907299,8,Plain,0,0
HID907319,21,Plain,1,10000
HID907322,7,Coastal,2,2500
HID907329,15,Tonle Sap,10,11000
HID907525,2,Tonle Sap,5.5,17000
HID907582,13,Mountain,0,0
HID907586,3,Plain,.5,2000
HID907645,18,Coastal,0,0
HID907674,15,Tonle Sap,0,0
HID907698,13,Mountain,.5,450
HID907756,21,Plain,0,0
HID907801,20,Plain,1.1,1000
HID907922,20,Plain,0,0
HID907923,5,Mountain,.22,400
HID907985,13,Mountain,5,2200
HID908060,6,Tonle Sap,2,2500
HID908076,14,Plain,6,20000
HID908130,3,Plain,0,0
HID908182,15,Tonle Sap,20,40000
HID908207,21,Plain,1,1500
HID908257,2,Tonle Sap,7,15000
HID908468,12,Plain,.2,450
HID908606,3,Plain,.5,1000
HID908618,25,Plain,.58,1800
HID908631,7,Coastal,0,0
HID908755,3,Plain,.1,200
HID908767,2,Tonle Sap,4.2,11000
HID908854,6,Tonle Sap,.2,420
HID908917,1,Tonle Sap,3,6000
HID908947,21,Plain,.33,1248
