hhid,province,zone,area_rice_harvested,qty_rice_harvested
HID313085,25,Plain,0,0
HID313123,5,Mountain,.2,780
HID313268,7,Coastal,0,0
HID313439,3,Plain,0,0
HID313468,25,Plain,1,3000
HID313508,17,Tonle Sap,1,1000
HID313522,6,Tonle Sap,1.2,500
HID313526,19,Mountain,.5,300
HID313605,7,Coastal,1.138,2000
HID313614,21,Plain,1.13,5700
HID313659,8,Plain,.7,2200
HID313762,7,Coastal,.27,550
HID313827,15,Tonle Sap,0,0
HID313844,14,Plain,3.05,12000
HID313856,15,Tonle Sap,1,1000
HID314026,21,Plain,.47,1080
HID314049,22,Tonle Sap,3.5,7500
HID314066,2,Tonle Sap,2,7000
HID314142,4,Tonle Sap,.0999,75
HID314173,8,Plain,1,7000
HID314302,25,Plain,1.4,3500
HID314436,10,Mountain,0,0
HID314453,14,Plain,0,0
HID314459,14,Plain,1,1200
HID314564,12,Plain,0,0
HID314636,7,Coastal,.5600000000000001,1800
HID314650,6,Tonle Sap,.3,1000
HID314688,6,Tonle Sap,.5,240
HID314855,4,Tonle Sap,1.005,2100
HID314895,8,Plain,0,0
HID314921,2,Tonle Sap,0,0
HID314925,14,Plain,0,0
HID314965,13,Mountain,1,2000
HID314980,2,Tonle Sap,8,10000
HID315106,4,Tonle Sap,.48,700
HID315121,17,Tonle Sap,.5,750
HID315166,8,Plain,0,0
HID315250,8,Plain,0,0
HID315266,23,Coastal,0,0
HID315346,3,Plain,1.28,1400
HID315367,3,Plain,0,0
HID315530,25,Plain,.5,1500
HID315535,18,Coastal,0,0
HID315624,2,Tonle Sap,1,1000
HID315643,12,Plain,0,0
HID315677,13,Mountain,1,1750
HID315802,15,Tonle Sap,1,1000
HID315846,13,Mountain,1,2500
HID316024,17,Tonle Sap,.8,1500
HID316227,14,Plain,.3,4000
HID316375,3,Plain,.35,1500
HID316445,6,Tonle Sap,0,0
HID316447,25,Plain,0,0
HID316459,16,Mountain,2,3000
HID316615,5,Mountain,.06,195
HID316640,21,Plain,3,25550
HID316672,21,Plain,.66,500
HID316733,2,Tonle Sap,1,1000
HID316782,14,Plain,0,0
HID316791,8,Plain,.5,1570
HID316820,14,Plain,.5,2850
HID317054,,,2.5,5000
HID317089,2,Tonle Sap,1,2500
HID317138,16,Mountain,0,0
HID317248,5,Mountain,1.3,1640
HID317253,7,Coastal,0,0
HID317282,6,Tonle Sap,2.3,2400
HID317357,12,Plain,0,0
HID317489,14,Plain,.85,2000
HID317653,14,Plain,.5,800
HID317700,1,Tonle Sap,0,0
HID317807,25,Plain,.3,350
HID317839,1,Tonle Sap,4.48,15000
HID317849,4,Tonle Sap,.3,1500
HID317958,14,Plain,5,16000
HID318062,5,Mountain,.23,700
HID318238,4,Tonle Sap,.0225,45
HID318280,4,Tonle Sap,.4,2000
HID318420,7,Coastal,.136,350
HID318464,17,Tonle Sap,.4,200
HID318489,21,Plain,.5,1500
HID318608,4,Tonle Sap,1,2000
HID318652,7,Coastal,.88,2000
HID318707,17,Tonle Sap,0,0
HID318728,14,Plain,.65,1500
HID318820,10,Mountain,7,21000
HID318862,21,Plain,0,0
HID318984,19,Mountain,3.5,1140
HID319010,17,Tonle Sap,.5,500
HID319102,21,Plain,0,0
HID319109,14,Plain,10,35000
HID319128,3,Plain,1.5,5000
HID319141,8,Plain,.78,2000
HID319210,17,Tonle Sap,1.7,1500
HID319227,22,Tonle Sap,8.5,25500
HID319428,6,Tonle Sap,.75,1500
HID319430,3,Plain,0,0
HID319434,3,Plain,0,0
HID319442,20,Plain,1.72,1200
HID319463,3,Plain,.22,600
HID319619,6,Tonle Sap,0,0
HID319747,20,Plain,1.01,1850
HID319780,6,Tonle Sap,.9,3000
HID319789,5,Mountain,.55,980
HID319798,14,Plain,2.28,2000
HID319842,2,Tonle Sap,0,0
HID319906,6,Tonle Sap,4.5,15000
HID319936,14,Plain,.9,6000
HID319976,6,Tonle Sap,4.5,7500
HID320084,25,Plain,0,0
HID320112,1,Tonle Sap,2.5,6000
HID320221,1,Tonle Sap,3,6000
HID320380,1,Tonle Sap,0,0
HID320392,21,Plain,1.5,2640
HID320591,20,Plain,.35,2000
HID320617,20,Plain,7,17000
HID320667,21,Plain,1.93,5140
HID320673,14,Plain,1.11,4000
HID320726,3,Plain,.21,910
HID320790,21,Plain,1,10125
HID320825,25,Plain,.7,1300
HID320827,23,Coastal,.174,850
HID320957,5,Mountain,0,0
HID320975,20,Plain,.7,1000
HID321127,20,Plain,2.37,4000
HID321177,24,Tonle Sap,0,0
HID321191,1,Tonle Sap,1,2000
HID321225,8,Plain,10,6000
HID321332,,,4,6000
HID321498,14,Plain,1,10000
HID321531,5,Mountain,2,500
HID321677,17,Tonle Sap,2,3000
HID321776,17,Tonle Sap,0,0
HID321959,5,Mountain,.77,1500
HID322012,25,Plain,.4,1330
HID322118,2,Tonle Sap,1.5,4000
HID322129,14,Plain,.8,840
HID322285,25,Plain,.5,1000
HID322393,3,Plain,.651,2400
HID322399,14,Plain,0,0
HID322436,15,Tonle Sap,13,13000
HID322557,16,Mountain,0,0
HID322581,12,Plain,0,0
HID322694,14,Plain,0,0
HID322714,17,Tonle Sap,0,0
HID322789,2,Tonle Sap,3,8000
HID322790,2,Tonle Sap,0,0
HID322855,20,Plain,.5,1025
HID322943,8,Plain,.5,1825
HID323030,12,Plain,0,0
HID323092,17,Tonle Sap,.5,1300
HID323147,5,Mountain,.65,1820
HID323173,1,Tonle Sap,1.36,800
HID323276,14,Plain,.2,1500
HID323313,10,Mountain,.5,1000
HID323333,8,Plain,0,0
HID323383,25,Plain,1.5,2800
HID323419,1,Tonle Sap,3,7000
HID323472,3,Plain,0,0
HID323542,15,Tonle Sap,6.05,11200
HID323583,3,Plain,0,0
HID323595,3,Plain,.55,2000
HID323602,8,Plain,0,0
HID323614,3,Plain,2.5,2800
HID323650,6,Tonle Sap,18,80000
HID323737,6,Tonle Sap,0,0
HID323792,5,Mountain,.1,350
HID323877,2,Tonle Sap,1,7000
HID323886,17,Tonle Sap,0,0
HID323914,5,Mountain,1,1800
HID323920,20,Plain,1.977,2100
HID323951,8,Plain,.3,900
HID323969,3,Plain,.36,700
HID323996,2,Tonle Sap,.32,1000
HID324024,14,Plain,.85,200
HID324057,23,Coastal,0,0
HID324080,13,Mountain,0,0
HID324087,17,Tonle Sap,0,0
HID324229,7,Coastal,1.27,2050
HID324236,5,Mountain,0,0
HID324451,21,Plain,.54,1610
HID324511,25,Plain,0,0
HID324654,6,Tonle Sap,1.5,3000
HID324681,6,Tonle Sap,0,0
HID324707,15,Tonle Sap,1,1500
HID324842,22,Tonle Sap,13.82,13600
HID325284,6,Tonle Sap,1.5,2500
HID325418,14,Plain,1.95,4500
HID325478,17,Tonle Sap,.5,1280
HID325496,25,Plain,.003,15
HID325618,10,Mountain,1,1500
HID325639,20,Plain,1.69,4250
HID325678,8,Plain,.16,500
HID325750,25,Plain,2.5,5000
HID325753,14,Plain,3.3664,9200
HID325855,8,Plain,0,0
HID325903,10,Mountain,2,1500
HID325933,21,Plain,.5184,1300
HID325997,22,Tonle Sap,2.5,640
HID326082,5,Mountain,0,0
HID326231,5,Mountain,.05,120
HID326258,15,Tonle Sap,0,0
HID326275,7,Coastal,2.3,4200
HID326301,2,Tonle Sap,0,0
HID326305,6,Tonle Sap,18,20000
HID326365,14,Plain,1,5500
HID326381,17,Tonle Sap,1,1000
HID326541,7,Coastal,.4455,1000
HID326571,14,Plain,2,7000
HID326618,14,Plain,.5,1500
HID326698,14,Plain,1.06,3500
HID326817,25,Plain,.2,650
HID326835,14,Plain,1,3500
HID326865,18,Coastal,0,0
HID326881,3,Plain,.12,780
HID327053,2,Tonle Sap,0,0
HID327096,2,Tonle Sap,0,0
HID327267,11,Mountain,0,0
HID327297,25,Plain,0,0
HID327321,14,Plain,0,0
HID327434,8,Plain,0,0
HID327459,21,Plain,.74,3410
HID327678,21,Plain,.93,2030
HID327770,4,Tonle Sap,1,2600
HID327816,22,Tonle Sap,1,1000
HID327823,2,Tonle Sap,3,5700
HID327947,8,Plain,.7,1700
HID327954,17,Tonle Sap,1,500
HID327995,25,Plain,0,0
HID328112,3,Plain,0,0
HID328129,15,Tonle Sap,2,10000
HID328191,3,Plain,0,0
HID328312,5,Mountain,2,6000
HID328338,1,Tonle Sap,5.68,8000
HID328393,14,Plain,.55,2000
HID328416,5,Mountain,.22,420
HID328470,2,Tonle Sap,0,0
HID328555,2,Tonle Sap,0,0
HID328617,2,Tonle Sap,4.36,8000
HID328924,15,Tonle Sap,0,0
HID329151,1,Tonle Sap,.4,700
HID329161,25,Plain,0,0
HID329164,6,Tonle Sap,0,0
HID329279,14,Plain,2.1,6800
HID329288,10,Mountain,0,0
HID329404,2,Tonle Sap,.88,1000
HID329408,19,Mountain,2,2800
HID329422,18,Coastal,0,0
HID329442,19,Mountain,0,0
HID329485,25,Plain,0,0
HID329525,6,Tonle Sap,.9199999999999999,2005
HID329526,8,Plain,1.04,1500
HID329581,21,Plain,.35,900
HID329598,21,Plain,.5,495
HID329729,,,1.5,1000
HID329846,14,Plain,.46,3300
HID329902,3,Plain,.6,1500
HID329909,6,Tonle Sap,.2,1058
HID329981,8,Plain,0,0
HID330026,10,Mountain,1,2000
HID330038,7,Coastal,.97,2200
HID330042,25,Plain,.5,1500
HID330166,7,Coastal,.072,450
HID330373,3,Plain,.4,2400
HID330383,3,Plain,0,0
HID330463,4,Tonle Sap,2,5000
HID330553,22,Tonle Sap,1,2000
HID330808,4,Tonle Sap,.112,575
HID331009,3,Plain,.0486,950
HID331024,1,Tonle Sap,8,12000
HID331033,8,Plain,0,0
HID331038,3,Plain,1.5,1500
HID331044,20,Plain,0,0
HID331111,3,Plain,3,15000
HID331120,2,Tonle Sap,0,0
HID331140,4,Tonle Sap,0,0
HID331244,,,0,0
HID331306,13,Mountain,5,7000
HID331311,2,Tonle Sap,5,12000
HID331325,10,Mountain,0,0
HID331359,14,Plain,1,2000
HID331360,3,Plain,0,0
HID331466,4,Tonle Sap,5,15000
HID331609,11,Mountain,7,24500
HID332037,14,Plain,.2,360
HID332088,6,Tonle Sap,1,600
HID332098,15,Tonle Sap,0,0
HID332174,25,Plain,0,0
HID332322,8,Plain,0,0
HID332464,3,Plain,0,0
HID332587,17,Tonle Sap,5.3,8000
HID332618,8,Plain,0,0
HID332650,1,Tonle Sap,14,28000
HID332691,9,Coastal,0,0
HID332825,7,Coastal,.7,1500
HID332842,8,Plain,.7,1800
HID333017,4,Tonle Sap,.65,3210
HID333019,5,Mountain,.23,480
HID333157,25,Plain,0,0
HID333234,20,Plain,1,3315
HID333291,23,Coastal,1.11,2950
HID333347,5,Mountain,1.24,5000
HID333371,5,Mountain,.6,1800
HID333383,6,Tonle Sap,10,45000
HID333405,8,Plain,0,0
HID333446,16,Mountain,0,0
HID333459,2,Tonle Sap,1,2500
HID333506,6,Tonle Sap,.5,1800
HID333507,25,Plain,2,6300
HID333563,8,Plain,0,0
HID333567,25,Plain,0,0
HID333620,7,Coastal,0,0
HID333735,21,Plain,3,27000
HID333768,12,Plain,0,0
HID333883,6,Tonle Sap,1.5,600
HID334003,21,Plain,2.1664,5500
HID334010,21,Plain,.5184,1500
HID334052,17,Tonle Sap,0,0
HID334081,4,Tonle Sap,1.3,3600
HID334187,9,Coastal,0,0
HID334203,3,Plain,0,0
HID334354,5,Mountain,1.2,1000
HID334570,3,Plain,0,0
HID334784,5,Mountain,.6,750
HID334837,3,Plain,0,0
HID334853,3,Plain,0,0
HID334979,8,Plain,.5,1300
HID334988,21,Plain,.9,2500
HID335002,21,Plain,7,21000
HID335004,17,Tonle Sap,3,5000
HID335072,5,Mountain,.91,2100
HID335121,21,Plain,3.2,5000
HID335133,16,Mountain,1,1800
HID335145,25,Plain,.5,1380
HID335288,19,Mountain,0,0
HID335331,25,Plain,.4,1000
HID335577,3,Plain,0,0
HID335639,4,Tonle Sap,.12,300
HID335703,8,Plain,0,0
HID335709,3,Plain,.013,50
HID335874,21,Plain,.5,2000
HID335914,4,Tonle Sap,0,0
HID335974,25,Plain,1.4,3500
HID336110,3,Plain,.6,600
HID336359,7,Coastal,.4,825
HID336380,25,Plain,0,0
HID336406,21,Plain,.77,1200
HID336506,2,Tonle Sap,2,1800
HID336770,14,Plain,.5,4700
HID336915,10,Mountain,1.5,3000
HID336975,14,Plain,4.55,20000
HID336983,25,Plain,0,0
HID336986,21,Plain,2,17000
HID337126,21,Plain,1,3000
HID337130,12,Plain,.2,300
HID337135,7,Coastal,0,0
HID337266,7,Coastal,.5,480
HID337281,14,Plain,.6,1500
HID337295,11,Mountain,0,0
HID337348,5,Mountain,.5,1100
HID337455,3,Plain,0,0
HID337481,1,Tonle Sap,.64,1500
HID337512,21,Plain,0,0
HID337545,24,Tonle Sap,0,0
HID337558,3,Plain,0,0
HID337617,6,Tonle Sap,.6,480
HID337656,14,Plain,.3,1500
HID337919,25,Plain,0,0
HID337924,20,Plain,.5,800
HID337998,4,Tonle Sap,3.76,28000
HID338040,6,Tonle Sap,1.45,3225
HID338048,25,Plain,1.3,1500
HID338125,14,Plain,6,24000
HID338159,13,Mountain,1.5,1200
HID338287,16,Mountain,1.5,2900
HID338370,17,Tonle Sap,1,1500
HID338458,3,Plain,1.3,1440
HID338467,5,Mountain,1.5,4000
HID338480,3,Plain,0,0
HID338555,2,Tonle Sap,0,0
HID338842,11,Mountain,0,0
HID339271,17,Tonle Sap,1,700
HID339343,7,Coastal,.48,1500
HID339345,21,Plain,1,5000
HID339402,3,Plain,0,0
HID339512,14,Plain,0,0
HID339565,15,Tonle Sap,.75,2500
HID339616,4,Tonle Sap,.4,375
HID339634,3,Plain,.9,3000
HID339730,14,Plain,.6,1620
HID339748,17,Tonle Sap,3,3000
HID339789,8,Plain,0,0
HID339826,17,Tonle Sap,1,1000
HID339953,6,Tonle Sap,5.5,6000
HID339968,,,1.2,3500
HID339973,17,Tonle Sap,0,0
HID340070,14,Plain,.5,1500
HID340128,3,Plain,1,5000
HID340214,20,Plain,.25,600
HID340324,11,Mountain,1.5,4000
HID340389,2,Tonle Sap,.7,1500
HID340454,1,Tonle Sap,3,1500
HID340489,5,Mountain,.25,500
HID340496,4,Tonle Sap,.3,1000
HID340523,22,Tonle Sap,2.5,2250
HID340582,3,Plain,.97,2440
HID340631,20,Plain,.5,1000
HID340650,3,Plain,1,5000
HID340702,3,Plain,.42,400
HID340794,3,Plain,0,0
HID340934,21,Plain,5.5,57000
HID340944,2,Tonle Sap,1.5,6000
HID341176,14,Plain,0,0
HID341312,3,Plain,1,2100
HID341614,,,0,0
HID341630,25,Plain,0,0
HID341673,8,Plain,0,0
HID341688,10,Mountain,1,2000
HID341724,5,Mountain,.8999999999999999,3050
HID341843,7,Coastal,1,1500
HID341853,6,Tonle Sap,.3,240
HID341906,15,Tonle Sap,3.8,14000
HID341948,8,Plain,1,3650
HID341953,14,Plain,1.5,18000
HID342007,21,Plain,2,14000
HID342223,6,Tonle Sap,0,0
HID342234,20,Plain,.5,1500
HID342252,3,Plain,1,1400
HID342450,8,Plain,.23,1300
HID342585,4,Tonle Sap,.2,500
HID342589,20,Plain,2.1,7165
HID342671,17,Tonle Sap,0,0
HID342732,5,Mountain,.45,1100
HID342761,17,Tonle Sap,0,0
HID342794,5,Mountain,.7,1800
HID342875,7,Coastal,.5,1500
HID343016,10,Mountain,1,2080
HID343095,7,Coastal,1.04,2000
HID343111,16,Mountain,0,0
HID343125,21,Plain,.55,1200
HID343156,,,2,5600
HID343220,6,Tonle Sap,2,4000
HID343254,5,Mountain,.33,370
HID343283,7,Coastal,1.1786,2500
HID343321,2,Tonle Sap,1,1000
HID343492,14,Plain,.6,1200
HID343510,23,Coastal,0,0
HID343513,19,Mountain,.5,350
HID343569,14,Plain,.47,1380
HID343691,8,Plain,0,0
HID343697,2,Tonle Sap,6,15000
HID343727,25,Plain,1.5,7000
HID343778,14,Plain,1,2000
HID344211,5,Mountain,.14,960
HID344295,4,Tonle Sap,0,0
HID344499,20,Plain,2.3,18400
HID344727,5,Mountain,.85,4200
HID344741,8,Plain,2,8000
HID344764,14,Plain,1,3000
HID345073,3,Plain,7.89,27600
HID345131,5,Mountain,.21,650
HID345234,12,Plain,0,0
HID345303,7,Coastal,.35,650
HID345316,12,Plain,0,0
HID345353,8,Plain,10,40000
HID345394,3,Plain,1.3,1200
HID345438,8,Plain,0,0
HID345533,3,Plain,.5,1300
HID345686,14,Plain,0,0
HID345866,2,Tonle Sap,7,12000
HID346029,13,Mountain,1,1350
HID346046,21,Plain,.5,2000
HID346176,23,Coastal,.4,360
HID346212,4,Tonle Sap,.4,1200
HID346233,21,Plain,.74,2150
HID346275,8,Plain,0,0
HID346316,22,Tonle Sap,4,6200
HID346357,8,Plain,.25,850
HID346367,4,Tonle Sap,9,45000
HID346615,14,Plain,1.45,4600
HID346630,4,Tonle Sap,2.6599,8500
HID346657,25,Plain,.8,2500
HID346686,14,Plain,3.8,13500
HID346759,17,Tonle Sap,1,700
HID346770,10,Mountain,0,0
HID346809,4,Tonle Sap,.24,200
HID346813,3,Plain,.99,960
HID346820,17,Tonle Sap,0,0
HID346866,10,Mountain,0,0
HID346873,18,Coastal,0,0
HID346874,14,Plain,.7,2700
HID346880,22,Tonle Sap,2,2000
HID346941,5,Mountain,.5,1300
HID346974,20,Plain,0,0
HID346988,14,Plain,.8,700
HID347050,3,Plain,.12,400
HID347201,1,Tonle Sap,3.75,2600
HID347267,21,Plain,0,0
HID347287,20,Plain,.5,500
HID347411,6,Tonle Sap,3,10500
HID347412,2,Tonle Sap,0,0
HID347428,14,Plain,.25,300
HID347472,3,Plain,.2,150
HID347514,25,Plain,.2,350
HID347585,5,Mountain,1,3000
HID347591,21,Plain,.3,750
HID347759,7,Coastal,.9890000000000001,2300
HID347820,14,Plain,1.2,5000
HID347835,14,Plain,2,4000
HID347931,10,Mountain,.4,1100
HID348051,14,Plain,.62,1540
HID348067,15,Tonle Sap,1.6,2275
HID348093,3,Plain,0,0
HID348111,25,Plain,.9,2000
HID348169,21,Plain,.4,500
HID348184,3,Plain,1.1,5000
HID348213,6,Tonle Sap,.4,1000
HID348227,2,Tonle Sap,4,8000
HID348234,4,Tonle Sap,.82,2500
HID348339,15,Tonle Sap,0,0
HID348359,13,Mountain,3,2500
HID348397,4,Tonle Sap,.48,2000
HID348473,,,5,10000
HID348480,7,Coastal,.82,960
HID348507,7,Coastal,2,2800
HID348570,,,1,1000
HID348587,1,Tonle Sap,15,40000
HID348629,3,Plain,2.69,30000
HID348693,21,Plain,.7,3600
HID348767,17,Tonle Sap,0,0
HID348932,3,Plain,.16,500
HID348948,14,Plain,.2,700
HID349105,7,Coastal,.9399999999999999,1000
HID349141,2,Tonle Sap,2,1000
HID349154,12,Plain,.24,500
HID349450,5,Mountain,0,0
HID349458,14,Plain,0,0
HID349550,3,Plain,.36,990
HID349596,5,Mountain,2.3,6000
HID349659,4,Tonle Sap,5.4,32400
HID349679,8,Plain,0,0
HID349701,4,Tonle Sap,.5,720
HID349746,6,Tonle Sap,0,0
HID349799,21,Plain,2.05,10000
HID349827,8,Plain,0,0
HID349879,2,Tonle Sap,0,0
HID349965,8,Plain,.5,1700
HID349985,7,Coastal,0,0
HID350002,17,Tonle Sap,1,300
HID350053,20,Plain,.7,1500
HID350056,4,Tonle Sap,.8,600
HID350057,14,Plain,0,0
HID350076,3,Plain,0,0
HID350082,8,Plain,0,0
HID350106,14,Plain,.6,1050
HID350147,17,Tonle Sap,3,6000
HID350178,3,Plain,.5,1500
HID350219,10,Mountain,0,0
HID350285,5,Mountain,.25,500
HID350392,21,Plain,.4,1500
HID350459,5,Mountain,.32,720
HID350548,8,Plain,.32,2000
HID350561,6,Tonle Sap,1.4,3500
HID350582,25,Plain,0,0
HID350636,14,Plain,.85,6000
HID350640,21,Plain,2,3300
HID350775,17,Tonle Sap,1,2000
HID350823,20,Plain,.8,1500
HID350867,13,Mountain,3.5,3000
HID350931,14,Plain,0,0
HID350951,4,Tonle Sap,2.55,3940
HID351053,14,Plain,2.7,8000
HID351259,5,Mountain,.3,560
HID351299,21,Plain,0,0
HID351370,1,Tonle Sap,0,0
HID351375,25,Plain,.36,400
HID351380,25,Plain,0,0
HID351440,21,Plain,0,0
HID351590,6,Tonle Sap,1.29,2000
HID351708,3,Plain,.5,780
HID351822,3,Plain,0,0
HID351965,21,Plain,.3,1200
HID351989,17,Tonle Sap,.7,1000
HID352017,14,Plain,1.5,5600
HID352034,20,Plain,.99,2500
HID352052,21,Plain,1,2500
HID352095,17,Tonle Sap,2,10700
HID352164,3,Plain,.5,2240
HID352205,6,Tonle Sap,0,0
HID352456,11,Mountain,0,0
HID352507,15,Tonle Sap,0,0
HID352720,2,Tonle Sap,3,4500
HID352737,5,Mountain,.5600000000000001,1450
HID352777,1,Tonle Sap,2,4000
HID352823,25,Plain,0,0
HID352946,21,Plain,.77,2220
HID352974,6,Tonle Sap,0,0
HID353013,10,Mountain,0,0
HID353096,14,Plain,1,1000
HID353152,21,Plain,.7,1500
HID353397,15,Tonle Sap,3,3000
HID353399,6,Tonle Sap,1,1000
HID353513,14,Plain,.7,1750
HID353560,14,Plain,2,6200
HID353569,2,Tonle Sap,.32,1300
HID353573,19,Mountain,0,0
HID353585,,,.28,840
HID353594,5,Mountain,.35,620
HID353658,2,Tonle Sap,0,0
HID353707,14,Plain,4.3,880
HID353715,19,Mountain,.5,2000
HID353761,17,Tonle Sap,2,700
HID353763,8,Plain,0,0
HID353813,6,Tonle Sap,0,0
HID353858,8,Plain,1.23,3300
HID353863,11,Mountain,.5,800
HID353948,1,Tonle Sap,.5,1700
HID353961,25,Plain,.7,900
HID354147,8,Plain,.5,3000
HID354238,2,Tonle Sap,3,11000
HID354251,6,Tonle Sap,0,0
HID354285,4,Tonle Sap,1.5,6000
HID354370,14,Plain,4.5,3000
HID354421,5,Mountain,2.21,5525
HID354468,15,Tonle Sap,5,15000
HID354488,12,Plain,.25,720
HID354544,24,Tonle Sap,0,0
HID354582,2,Tonle Sap,2,4000
HID354670,10,Mountain,0,0
HID354731,13,Mountain,3,3000
HID354765,15,Tonle Sap,2,2000
HID354859,2,Tonle Sap,0,0
HID354884,21,Plain,.8,2500
HID355010,2,Tonle Sap,0,0
HID355032,20,Plain,0,0
HID355055,13,Mountain,2,2500
HID355143,21,Plain,.5,1500
HID355154,14,Plain,.52,1400
HID355234,17,Tonle Sap,.18,810
HID355328,10,Mountain,0,0
HID355352,17,Tonle Sap,2,1800
HID355355,14,Plain,.4,1000
HID355367,9,Coastal,0,0
HID355524,25,Plain,.2,80
HID355533,2,Tonle Sap,0,0
HID355633,8,Plain,0,0
HID355658,15,Tonle Sap,2,3000
HID355669,7,Coastal,.62,1500
HID355705,3,Plain,.35,500
HID355772,6,Tonle Sap,.1,230
HID355793,8,Plain,0,0
HID355835,3,Plain,0,0
HID355877,3,Plain,0,0
HID355918,3,Plain,2.1,6000
HID355957,2,Tonle Sap,0,0
HID356086,8,Plain,.2,500
HID356105,3,Plain,1.5,5000
HID356278,7,Coastal,1.05,2000
HID356279,3,Plain,.548,1500
HID356356,15,Tonle Sap,10,18000
HID356451,3,Plain,3.7,20000
HID356594,2,Tonle Sap,6,18000
HID356707,11,Mountain,9.1,26500
HID356725,2,Tonle Sap,4.37,6500
HID356764,2,Tonle Sap,0,0
HID356784,5,Mountain,0,0
HID356840,18,Coastal,1,1000
HID356923,21,Plain,.5,420
HID356929,7,Coastal,0,0
HID357132,8,Plain,0,0
HID357198,3,Plain,2,4000
HID357364,4,Tonle Sap,.3,360
HID357446,10,Mountain,0,0
HID357474,21,Plain,.24,4200
HID357524,8,Plain,.36,900
HID357689,11,Mountain,0,0
HID357704,21,Plain,1.19,8500
HID357825,8,Plain,1,3600
HID357965,12,Plain,0,0
HID358027,16,Mountain,1,900
HID358103,19,Mountain,.5,400
HID358136,23,Coastal,1.05,2650
HID358204,20,Plain,2.2,4500
HID358372,6,Tonle Sap,2,4000
HID358427,3,Plain,.4,2000
HID358463,8,Plain,0,0
HID358491,2,Tonle Sap,3,6000
HID358493,3,Plain,.5,1500
HID358501,21,Plain,.37,975
HID358512,25,Plain,.25,500
HID358565,15,Tonle Sap,0,0
HID358600,6,Tonle Sap,4.9,49000
HID358920,15,Tonle Sap,5,4000
HID358952,3,Plain,.5,1200
HID358981,6,Tonle Sap,0,0
HID359072,9,Coastal,0,0
HID359254,20,Plain,1.3,3000
HID359304,14,Plain,1.25,2500
HID359309,17,Tonle Sap,2.79,10000
HID359317,1,Tonle Sap,0,0
HID359321,10,Mountain,0,0
HID359322,8,Plain,0,0
HID359592,14,Plain,.6899999999999999,1330
HID359646,4,Tonle Sap,2.5,20000
HID359663,7,Coastal,1.04,2160
HID359683,9,Coastal,0,0
HID359763,17,Tonle Sap,3.5,1500
HID359800,19,Mountain,.5,150
HID359822,2,Tonle Sap,2.7,3300
HID359825,20,Plain,1.55,2500
HID359845,17,Tonle Sap,.5,400
HID359909,21,Plain,0,0
HID359980,7,Coastal,2.2,2500
HID360084,2,Tonle Sap,5.47,18000
HID360109,17,Tonle Sap,2,3000
HID360189,8,Plain,0,0
HID360317,2,Tonle Sap,.5,400
HID360358,20,Plain,0,0
HID360433,7,Coastal,.5,1000
HID360457,5,Mountain,0,0
HID360579,6,Tonle Sap,.2,120
HID360658,6,Tonle Sap,1.7,4000
HID360660,20,Plain,3.69,10500
HID360703,8,Plain,0,0
HID360757,20,Plain,2.4,7000
HID360777,5,Mountain,.48,1200
HID360791,8,Plain,.07,400
HID360825,21,Plain,.42,2310
HID360850,10,Mountain,1,1500
HID360907,6,Tonle Sap,.5,200
HID360980,1,Tonle Sap,3,4500
HID361027,17,Tonle Sap,0,0
HID361072,20,Plain,2,4950
HID361088,8,Plain,0,0
HID361090,21,Plain,.1,250
HID361121,12,Plain,.7,1050
HID361126,8,Plain,.25,950
HID361172,2,Tonle Sap,3.5,2000
HID361184,20,Plain,1.1,1400
HID361188,14,Plain,.5,360
HID361192,15,Tonle Sap,1.5,3500
HID361256,21,Plain,.96,6000
HID361323,4,Tonle Sap,1.9893,4850
HID361450,6,Tonle Sap,1,1500
HID361476,14,Plain,2.4,3000
HID361486,25,Plain,0,0
HID361540,12,Plain,1,1500
HID361573,10,Mountain,1,3000
HID361595,7,Coastal,1.38,3100
HID361600,18,Coastal,0,0
HID361642,13,Mountain,3,2550
HID361674,1,Tonle Sap,0,0
HID361708,20,Plain,0,0
HID361720,3,Plain,0,0
HID361793,6,Tonle Sap,1,3500
HID361923,7,Coastal,5,2680
HID361955,20,Plain,1,3500
HID362074,17,Tonle Sap,0,0
HID362138,5,Mountain,2.5,5000
HID362204,14,Plain,0,0
HID362244,21,Plain,.39,960
HID362548,8,Plain,0,0
HID362570,14,Plain,1.5,7000
HID362725,5,Mountain,1.18,1800
HID362830,17,Tonle Sap,1.16,2800
HID362877,21,Plain,1,2400
HID362908,15,Tonle Sap,2,4000
HID362947,7,Coastal,.5,1750
HID362996,13,Mountain,8.5,10000
HID363002,14,Plain,0,0
HID363128,1,Tonle Sap,1.5,2500
HID363158,2,Tonle Sap,.7,1500
HID363194,20,Plain,0,0
HID363197,14,Plain,.2,600
HID363233,2,Tonle Sap,2,5000
HID363265,25,Plain,1.65,4200
HID363289,2,Tonle Sap,1.32,1400
HID363360,25,Plain,.4,980
HID363377,14,Plain,0,0
HID363393,2,Tonle Sap,5,15000
HID363405,21,Plain,.4,1100
HID363463,14,Plain,.35,910
HID363527,19,Mountain,.3,650
HID363545,3,Plain,.3,120
HID363576,7,Coastal,.67,2365
HID363706,14,Plain,1.3,2800
HID363763,17,Tonle Sap,3,3000
HID363852,14,Plain,1.5,5200
HID363879,3,Plain,.7,1300
